"","Name","pos","Team","Gm","season","Age","Salary","AAV","HIT","HIT-","A1","A2","SH","MS","BK","AB","GV","TK","PN","PN-","PenD60","TOI","TOIoff","TOI%"
"bergepa8520132014","Patrice.Bergeron","C","BOS",77,20132014,28,"4.550","5.000",0,8,2,2,35,9,16,0,2,3,1,0,-0.39,153.88,202.84,43.14
"bergese8420132014","Sean.Bergenheim","L","FLA",62,20132014,29,"2.750","2.750",11,7,1,0,24,11,2,1,3,2,1,1,0,139.75,203.65,40.7
"berglpa8820132014","Patrik.Berglund","C","STL",78,20132014,25,"3.250","3.250",3,7,0,2,9,5,5,0,0,2,3,1,-1.07,112.36,303.67,27.01
"bernist8520132014","Steve.Bernier","R","N.J",78,20132014,28,"0.775","0.775",4,6,1,0,8,3,0,0,1,0,0,0,0,69.76,299.68,18.88
"bertuto7520132014","Todd.Bertuzzi","RL","DET",57,20132014,38,"2.175","2.075",5,3,1,0,27,6,1,0,7,1,4,0,-1.46,164.49,138.07,54.37
"bickebr8620132014","Bryan.Bickell","L","CHI",58,20132014,27,"3.000","4.000",3,3,0,0,0,3,3,0,0,1,0,1,1.96,30.62,263.57,10.41
"biekske8120132014","Kevin.Bieksa","D","VAN",74,20132014,32,"5.000","4.600",2,3,2,5,20,13,19,0,0,2,3,0,-1.28,140.92,251.58,35.9
"billich8920132014","Chad.Billins","D","CGY",9,20132014,24,"0.925","0.925",0,0,0,0,0,0,0,0,0,0,0,0,0,12.45,38.74,24.32
"bissopa8520132014","Paul.Bissonnette","LR","PHX",39,20132014,28,"0.750","0.738",0,0,0,0,0,0,0,0,0,0,2,0,-1440,0.08,221.78,0.04
"bjugsni9220132014","Nick.Bjugstad","C","FLA",76,20132014,21,"0.900","0.900",2,11,0,3,28,8,4,0,5,3,1,0,-0.39,152.6,265.9,36.46
"blumxjo8920132014","Jonathon.Blum","D","MIN",15,20132014,24,"0.650","0.650",0,0,0,0,0,2,0,0,0,0,0,0,0,4.06,62.84,6.07
"blundmi8620132014","Mike.Blunden","RL","MTL",7,20132014,26,"0.550","0.550",0,0,0,0,0,0,0,0,0,0,0,0,0,0.26,36.98,0.69
"bodietr8520132014","Troy.Bodie","R","TOR",46,20132014,28,"0.600","0.600",0,0,0,0,0,0,0,0,0,0,0,0,0,0.83,246.32,0.34
"boedkmi8920132014","Mikkel.Boedker","RL","PHX",82,20132014,23,"2.300","2.550",4,5,5,6,17,13,6,0,3,0,2,0,-0.7,170.74,267.57,38.95
"bogosza9020132014","Zach.Bogosian","D","WPG",54,20132014,23,"4.000","5.143",1,1,1,0,21,7,19,1,3,1,0,1,0.66,90.54,202.73,30.87
"bollada8620132014","Dave.Bolland","C","TOR",23,20132014,27,"3.375","3.375",2,1,1,0,2,0,1,0,0,0,1,0,-4.09,14.67,105.58,12.2
"bollibr8720132014","Brandon.Bollig","L","CHI",81,20132014,26,"0.575","0.575",0,0,0,0,1,0,0,0,0,0,2,0,-46.75,2.57,411.84,0.62
"bollxja8620132014","Jared.Boll","R","CBJ",26,20132014,27,"1.150","1.050",0,0,0,0,0,0,0,0,0,0,0,1,112.5,0.53,160.97,0.33
"boninni8820132014","Nick.Bonino","CL","ANA",77,20132014,25,"0.700","0.700",1,5,2,11,33,18,18,0,9,3,4,0,-1.13,212.77,217.82,49.41
"boothda8420132014","David.Booth","LR","VAN",64,20132014,28,"4.500","4.250",0,3,1,0,4,1,1,0,0,0,1,0,-1.94,30.99,301.02,9.33
"bordepa8620132014","Patrick.Bordeleau","LR","COL",80,20132014,27,"1.000","1.000",0,0,0,0,0,0,0,0,0,0,0,1,17.06,3.52,407,0.86
"borowma8920132014","Mark.Borowiecki","D","OTT",13,20132014,24,"0.550","0.575",0,0,0,0,0,0,0,0,0,0,0,0,0,0.15,79.49,0.19
"borturo8920132014","Robert.Bortuzzo","D","PIT",54,20132014,24,"0.550","0.600",0,0,0,0,0,0,0,0,0,0,0,0,0,2.36,285.51,0.82
"bouchpi8420132014","Pierre-Marc.Bouchard","C","NYI",28,20132014,29,"2.000","2.000",0,1,0,0,8,0,5,0,2,0,1,0,-1.53,39.21,110.36,26.21
"bouchre9320132014","Reid.Boucher","LR","N.J",23,20132014,20,"0.642","0.693",1,2,0,0,0,0,0,0,1,0,0,0,0,19.68,85.95,18.63
"bouilfr7520132014","Francis.Bouillon","D","MTL",51,20132014,37,"1.500","1.500",0,2,1,0,8,0,6,2,1,0,0,0,0,57.8,244.34,19.13
"boulter7620132014","Eric.Boulton","L","NYI",23,20132014,37,"0.550","0.550",0,0,0,0,2,0,0,0,0,0,1,0,-25.99,2.31,120.21,1.88
"boumala9020132014","Lance.Bouma","C","CGY",73,20132014,23,"0.578","0.578",0,2,0,0,0,2,0,1,2,0,0,0,0,16.25,362.04,4.3
"bournmi9220132014","Michael.Bournival","LR","MTL",59,20132014,21,"0.690","0.660",1,3,1,1,2,1,1,0,0,0,0,0,0,16.49,318.82,4.92
"bourqga9020132014","Gabriel.Bourque","L","NSH",72,20132014,22,"0.725","0.775",0,1,1,0,6,3,0,0,1,0,0,0,0,30.52,323.05,8.63
"bourqre8120132014","Rene.Bourque","LR","MTL",62,20132014,31,"4.000","3.333",1,4,1,0,8,3,4,0,0,0,3,0,-2.58,69.67,275.34,20.19
"bouwmja8320132014","Jay.Bouwmeester","D","STL",82,20132014,29,"6.600","6.680",3,8,4,5,23,13,17,1,1,0,0,0,0,151.62,284.93,34.73
"bowmadr8920132014","Drayson.Bowman","L","CAR",68,20132014,24,"0.600","0.600",0,0,0,0,0,2,0,0,0,0,1,0,-2.44,24.62,376.34,6.14
"boychjo8420132014","Johnny.Boychuk","D","BOS",73,20132014,29,"3.400","3.367",0,2,0,0,6,2,6,1,2,0,0,0,0,22.63,317.24,6.66
"boychza8920132014","Zach.Boychuk","LR","CAR",11,20132014,23,"0.550","0.550",0,1,0,0,1,0,0,0,0,0,0,1,6.27,9.57,42.52,18.38
"boyesbr8220132014","Brad.Boyes","R","FLA",78,20132014,31,"1.000","1.000",2,10,1,0,22,7,7,1,3,3,2,0,-0.64,187.78,253.84,42.52
"boylebr8420132014","Brian.Boyle","CL","NYR",81,20132014,28,"1.800","1.700",0,2,1,0,4,2,0,0,0,0,0,1,3.08,19.45,410.58,4.52
"boyleda7620132014","Dan.Boyle","D","S.J",75,20132014,37,"6.667","6.667",5,6,6,6,48,20,40,9,9,4,0,1,0.22,270.11,153.18,63.81
"bozakty8620132014","Tyler.Bozak","C","TOR",57,20132014,27,"3.500","4.200",2,5,1,2,16,13,8,2,4,1,0,1,0.39,153.88,139.16,52.51
"brassde8720132014","Derick.Brassard","C","NYR",80,20132014,25,"3.700","3.200",5,6,7,4,29,15,16,0,5,2,2,0,-0.61,196.43,227.11,46.38
"braunju8720132014","Justin.Braun","D","S.J",82,20132014,26,"1.250","1.250",1,2,0,0,10,2,11,3,0,3,1,0,-0.78,77.38,390.9,16.52
"breench8920132014","Christopher.Breen","D","CGY",8,20132014,24,"0.578","0.578",0,0,0,0,0,0,0,0,0,0,0,0,NA,0,38.61,0
"breweer7920132014","Eric.Brewer","D","T.B",77,20132014,34,"4.000","3.875",0,0,0,0,0,0,1,0,0,0,2,0,-44.17,2.72,404.5,0.67
"brierda7720132014","Daniel.Briere","RC","MTL",68,20132014,35,"4.000","4.000",1,5,2,0,12,3,2,0,3,1,2,1,-0.56,106.53,278.48,27.67
"brodijo9320132014","Jonas.Brodin","D","MIN",78,20132014,20,"0.925","0.894",0,3,0,4,13,2,8,1,3,1,1,0,-0.59,101.12,301.02,25.15
"broditj9020132014","T.J..Brodie","D","CGY",75,20132014,23,"NA","NA",3,1,4,2,18,5,18,1,2,1,1,2,0.42,144.14,246.03,36.94
"brodzky8420132014","Kyle.Brodziak","C","MIN",80,20132014,29,"3.000","2.833",0,0,0,1,1,1,0,0,1,0,3,0,-14.27,12.62,402.37,3.04
"brollda9320132014","David.Broll","L","TOR",5,20132014,20,"0.598","0.591",1,0,0,0,0,0,0,0,0,0,0,0,0,0.52,30.96,1.67
"brooksh8020132014","Sheldon.Brookbank","D","CHI",48,20132014,32,"1.300","1.250",0,0,0,0,1,1,0,0,0,0,0,0,0,2.8,217.41,1.27
"brouiju8620132014","Julien.Brouillette","D","WSH",10,20132014,26,"0.550","0.550",0,0,0,0,0,0,0,0,0,0,0,0,0,0.53,53.6,0.99
"brouwtr8520132014","Troy.Brouwer","R","WSH",81,20132014,28,"3.600","3.667",17,7,3,6,44,24,13,0,2,0,5,0,-1.06,282.5,162.82,63.44
"brownch9120132014","Chris.Brown","C","PHX/WSH",11,20132014,22,"0.870","0.853",0,0,0,0,0,0,0,0,1,0,0,0,0,1.42,50.56,2.73
"browndu8420132014","Dustin.Brown","LR","L.A",77,20132014,28,"3.500","3.175",10,7,2,1,26,10,6,0,5,0,5,0,-1.83,163.7,304.83,34.94
"brownjt9020132014","J.T..Brown","RL","T.B",63,20132014,23,"NA","NA",1,3,1,0,6,0,1,0,1,0,0,0,0,30.53,287.73,9.59
"brownmi85062420132014","Mike.Brown","RL","EDM/S.J",56,20132014,28,"0.725","0.737",0,0,0,0,1,0,0,0,0,0,1,0,-19.15,3.13,321.89,0.96
"brulegi8720132014","Gilbert.Brule","RC","PHX",3,20132014,26,"0.685","0.685",0,0,0,0,0,0,0,0,0,0,0,0,0,0.29,14.36,1.99
"brunnda8620132014","Damien.Brunner","RL","N.J",60,20132014,27,"2.500","2.500",0,4,5,1,14,5,8,0,6,0,1,0,-0.49,121.75,166.84,42.19
"bulmebr9220132014","Brett.Bulmer","RL","MIN",5,20132014,21,"0.790","0.780",0,0,0,0,0,0,0,0,0,0,0,0,0,0.09,24.18,0.38
"burisad8320132014","Adam.Burish","C","S.J",15,20132014,30,"1.850","1.850",0,0,0,0,0,0,0,0,0,0,0,0,0,1.93,84,2.25
"burnsbr8520132014","Brent.Burns","DR","S.J",69,20132014,28,"5.760","5.760",5,3,3,6,41,18,16,2,8,3,2,1,-0.4,149.62,241.97,38.21
"burroal8120132014","Alex.Burrows","RL","VAN",47,20132014,32,"6.000","4.500",6,9,2,2,16,8,1,1,1,0,4,1,-1.59,113.03,156.46,41.94
"butlebo8720132014","Bobby.Butler","R","FLA",2,20132014,26,"0.600","0.600",0,0,0,0,0,0,0,0,0,0,0,0,0,1.78,3,37.28
"butlech8620132014","Chris.Butler","D","CGY",76,20132014,26,"1.700","1.700",0,0,0,0,6,1,4,0,0,0,1,0,-2.27,26.43,366.35,6.73
"byfugdu8520132014","Dustin.Byfuglien","D","WPG",77,20132014,28,"5.750","5.200",8,5,9,9,70,39,39,5,10,8,1,0,-0.23,262.18,146.24,64.19
"byronpa8920132014","Paul.Byron","C","CGY",45,20132014,24,"0.643","0.643",3,1,1,0,3,0,1,0,0,0,0,0,0,34.77,185.21,15.81
"callami9120132014","Mitchell.Callahan","R","DET",1,20132014,22,"0.550","0.560",0,0,0,0,0,0,0,0,0,0,0,0,NA,0,4.08,0
"callary8520132014","Ryan.Callahan","R","NYR/T.B",64,20132014,28,"4.825","4.275",5,6,1,3,23,10,3,0,1,0,2,1,-0.4,149.75,188.2,44.31
"calvema8920132014","Matthew.Calvert","L","CBJ",54,20132014,23,"0.850","0.988",1,2,3,0,11,3,4,0,1,1,1,1,0,80.07,218.98,26.77
"cammami8220132014","Mike.Cammalleri","LC","CGY",58,20132014,31,"7.000","6.000",0,4,4,3,39,17,20,0,4,2,2,0,-0.66,181.54,115.67,61.08
"campban8820132014","Andrew.Campbell","D","L.A",2,20132014,25,"0.550","0.537",0,0,0,0,0,0,0,0,0,0,0,0,NA,0,11.96,0
"campbbr7920132014","Brian.Campbell","D","FLA",82,20132014,34,"7.143","7.143",3,5,7,3,31,18,30,4,7,7,0,1,0.19,310.05,153.43,66.9
"campbgr8320132014","Gregory.Campbell","CL","BOS",79,20132014,29,"1.700","1.600",1,0,1,0,2,0,0,0,1,1,1,0,-4.45,13.47,351.47,3.69
"carcida8520132014","Dan.Carcillo","RL","L.A/NYR",56,20132014,28,"0.850","0.825",0,0,0,0,0,0,0,0,0,0,1,0,-13.31,4.51,307.8,1.44
"careyma9220132014","Matt.Carey","CL","CHI",2,20132014,21,"0.925","0.925",0,0,0,0,0,0,0,0,0,0,0,0,0,0.5,10.82,4.42
"careypa8820132014","Paul.Carey","L","COL",11,20132014,24,"0.738","0.675",0,0,0,0,1,0,0,0,0,0,0,0,0,3.61,58.17,5.84
"carknma8020132014","Matt.Carkner","D","NYI",53,20132014,32,"1.500","1.500",0,0,0,0,0,0,0,0,0,0,0,0,0,1.32,283.21,0.46
"carlema8420132014","Matt.Carle","D","T.B",82,20132014,28,"5.750","5.500",0,2,3,3,14,8,6,3,3,1,1,0,-0.54,110.66,322.11,25.57
"carlsjo9020132014","John.Carlson","D","WSH",81,20132014,23,"4.000","3.967",1,1,10,7,66,19,37,7,4,11,2,1,-0.24,253.56,191.76,56.94
"caronjo9020132014","Jordan.Caron","LR","BOS",35,20132014,22,"0.640","0.640",0,0,0,0,0,0,0,0,0,0,0,0,0,2.48,147.51,1.66
"carrico9420132014","Connor.Carrick","D","WSH",33,20132014,19,"0.630","0.637",0,2,0,0,3,1,0,0,0,0,0,0,0,12.42,175.99,6.59
"carteje8520132014","Jeff.Carter","CR","L.A",70,20132014,28,"6.500","5.273",4,4,3,3,44,24,24,0,14,1,4,0,-1.02,234.64,188.97,55.39
"cartery8320132014","Ryan.Carter","C","N.J",62,20132014,30,"0.800","0.775",0,0,0,0,0,0,0,0,0,0,0,1,18.09,3.32,304.33,1.08
"cecixco9320132014","Cody.Ceci","D","OTT",49,20132014,19,"0.925","0.894",1,6,0,0,9,3,10,1,1,1,0,0,0,65.14,168.91,27.83
"chapumi9220132014","Michael.Chaput","CL","CBJ",16,20132014,21,"0.690","0.707",1,0,0,0,0,0,0,0,0,0,0,0,0,1.19,83.29,1.41
"charazd7720132014","Zdeno.Chara","D","BOS",74,20132014,36,"8.000","6.917",5,10,2,3,26,18,11,0,5,1,2,0,-0.63,189.48,147.12,56.29
"chiarbe9120132014","Ben.Chiarot","D","WPG",1,20132014,22,"0.662","0.618",0,0,0,0,0,0,0,0,0,0,0,0,NA,0,0.35,0
"chiasal9020132014","Alex.Chiasson","R","DAL",78,20132014,22,"0.900","0.867",4,14,4,3,51,17,9,0,4,3,1,1,0,254.78,211.38,54.66
"chimeja7920132014","Jason.Chimera","L","WSH",81,20132014,34,"NA","NA",0,7,1,3,13,2,0,0,1,0,0,1,0.84,71.84,373.48,16.13
"chipcky8620132014","Kyle.Chipchura","C","PHX",80,20132014,27,"0.800","0.875",0,0,0,0,0,0,0,0,0,0,0,1,41.14,1.46,428.57,0.34
"cizikca9120132014","Casey.Cizikas","C","NYI",79,20132014,22,"0.900","0.793",0,1,0,1,0,1,1,0,1,0,0,0,0,16.66,414.68,3.86
"clarkda8420132014","David.Clarkson","R","TOR",59,20132014,29,"4.500","5.250",7,11,0,1,5,4,5,0,5,0,3,0,-3,60.1,221.66,21.33
"clearda7820132014","Daniel.Cleary","RL","DET",50,20132014,34,"1.750","1.750",0,10,0,0,7,1,0,1,0,0,4,1,-2.45,73.45,213.86,25.56
"clichma8720132014","Marc-Andre.Cliche","CR","COL",74,20132014,26,"0.550","0.537",0,0,0,0,0,0,0,0,0,0,0,0,0,4.85,371.93,1.29
"cliffky9120132014","Kyle.Clifford","L","L.A",69,20132014,22,"1.100","1.150",2,1,0,0,0,0,0,0,1,0,1,0,-6,10.01,408.33,2.39
"clitsgr8520132014","Grant.Clitsome","D","WPG",32,20132014,28,"1.600","2.067",1,0,0,2,10,3,3,0,0,1,0,0,0,41.71,128.47,24.51
"clowery8220132014","Ryane.Clowe","L","N.J",43,20132014,30,"4.850","4.850",3,2,5,0,9,2,1,0,3,0,0,0,0,93.37,121.34,43.49
"cluneri8720132014","Rich.Clune","L","NSH",56,20132014,26,"0.550","0.537",0,0,0,0,0,0,0,0,0,0,1,0,-61.02,0.98,269.35,0.36
"cluttca8720132014","Cal.Clutterbuck","R","NYI",72,20132014,25,"2.000","2.750",6,4,0,0,22,9,11,0,3,1,0,1,0.72,83.62,319.91,20.72
"coburbr8520132014","Braydon.Coburn","D","PHI",82,20132014,28,"5.500","4.500",0,0,0,0,6,0,2,0,0,1,2,0,-6.52,18.4,456.92,3.87
"coglian8720132014","Andrew.Cogliano","C","ANA",82,20132014,26,"2.670","2.390",0,0,0,0,3,1,1,0,0,0,0,0,0,15.34,441.73,3.36
"colaica8320132014","Carlo.Colaiacovo","D","STL",25,20132014,30,"0.550","0.550",2,0,1,0,2,1,5,1,0,0,2,0,-4.07,29.5,98.46,23.05
"colbojo9020132014","Joe.Colborne","C","CGY",74,20132014,23,"0.600","0.600",7,7,1,2,10,2,1,0,2,1,3,0,-1.67,107.92,270.69,28.51
"colexer7820132014","Erik.Cole","LR","DAL",74,20132014,34,"4.000","4.500",9,10,2,2,26,11,16,0,6,2,3,1,-0.65,185.26,259.15,41.69
"colexia8920132014","Ian.Cole","D","STL",46,20132014,24,"0.750","0.825",0,0,1,1,1,1,1,0,0,0,0,0,0,11.39,219.28,4.94
"collise8820132014","Sean.B..Collins","L","CBJ",6,20132014,24,"0.665","0.625",0,0,0,0,0,0,0,0,0,0,0,0,0,0.27,33.17,0.8
"comeabl8620132014","Blake.Comeau","RL","CBJ",60,20132014,27,"1.000","1.000",0,0,0,0,1,0,0,0,0,0,0,0,0,7.65,327.21,2.28
"conacco8920132014","Cory.Conacher","LR","BUF/OTT",79,20132014,23,"0.925","0.871",0,6,0,0,8,8,3,0,1,1,1,0,-0.54,111.9,300.07,27.16
"condrer8620132014","Erik.Condra","RL","OTT",76,20132014,27,"1.200","1.250",0,0,0,0,0,0,0,0,0,0,1,0,-23.08,2.6,393.57,0.66
"connake9020132014","Kevin.Connauton","D","DAL",36,20132014,23,"0.600","0.683",1,1,1,1,4,2,3,1,1,0,0,0,0,24,197.93,10.81
"connech8320132014","Chris.Conner","L","PIT",19,20132014,29,"0.550","0.550",0,2,0,0,0,1,0,0,0,0,0,0,0,5.19,90.45,5.43
"connobr9220132014","Brett.Connolly","R","T.B",11,20132014,21,"0.900","0.900",0,1,0,0,2,0,0,0,0,0,0,0,0,13.04,48.29,21.26
"cookema7820132014","Matt.Cooke","LR","MIN",81,20132014,35,"1.500","2.500",1,0,1,0,0,0,0,0,0,0,0,0,0,6.08,414.93,1.44
"cormipa9020132014","Patrice.Cormier","LC","WPG",9,20132014,23,"0.575","0.575",0,0,0,0,0,0,0,0,0,0,0,0,0,0.7,32.53,2.11
"corrafr9320132014","Frank.Corrado","D","VAN",14,20132014,20,"0.615","0.592",0,0,0,0,2,0,0,0,0,0,0,0,0,8.82,68.42,11.42
"corvojo7720132014","Joe.Corvo","D","OTT",25,20132014,36,"0.900","0.900",1,3,2,0,13,3,7,0,0,1,0,0,0,51.25,82.27,38.38
"cotexje8220132014","Jean-Philippe.Cote","D","T.B",19,20132014,31,"0.550","0.550",0,0,0,0,0,0,0,0,0,0,0,0,NA,0,86.55,0
"coutulo8920132014","Logan.Couture","C","S.J",65,20132014,24,"3.000","2.875",0,14,4,5,61,26,30,1,7,2,1,1,0,217.88,171.81,55.91
"coutuse9220132014","Sean.Couturier","C","PHI",82,20132014,20,"0.925","NA",1,3,2,1,14,8,4,1,3,0,1,2,0.6,99.63,375.68,20.96
"cowenja9120132014","Jared.Cowen","D","OTT",68,20132014,22,"1.500","3.100",0,0,1,0,0,0,0,0,1,0,0,0,0,9.54,342.61,2.71
"coylech9220132014","Charlie.Coyle","RC","MIN",69,20132014,21,"0.900","0.900",7,9,1,0,6,9,2,0,3,0,1,0,-0.41,147.99,202.53,42.22
"crabbjo8320132014","Joey.Crabb","R","FLA",9,20132014,30,"0.600","0.600",1,1,0,0,0,0,1,0,0,0,0,0,0,2.07,40.27,4.88
