Name,Year,Team,Number,NonAssistGoal,1stAssistGoal,2ndAssistGoal,1stAssist,2ndAssisted1stAssist,2ndAssist,NonAssistPlayers,1stAssistPlayers,2ndAssistPlayers
PHX,11,0,0,5,1,4,1,0,0,10
PHX,23,0,0,7,0,6,8,0,1,21
PHX,28,0,0,1,0,0,1,0,0,1
PHX,41,0,0,0,0,0,1,0,1,40
Brian Boyle,20132014,NYR,22,0,0,1,0,1,0,0,0,0
Dominic Moore,20132014,NYR,28,0,0,0,0,0,0,0,0,1
PHX,6,0,0,0,0,1,2,0,0,3
PHX,17,0,1,8,0,4,7,0,0,4
PHX,50,0,0,7,0,1,4,0,0,17
Jason Garrison,20132014,VAN,5,0,0,4,0,6,4,0,0,8
Ryan Kesler,20132014,VAN,17,0,1,8,0,2,5,0,0,10
Daniel Sedin,20132014,VAN,22,0,0,5,0,6,7,0,0,7
Alexander Edler,20132014,VAN,23,0,0,3,0,4,4,0,1,5
Henrik Sedin,20132014,VAN,33,0,0,4,0,7,7,0,0,7
Antti Niemi,20132014,S.J,31,0,0,0,0,0,0,0,1,42
Logan Couture,20132014,S.J,39,0,0,4,0,4,5,0,0,13
Marc-Edouard Vlasic,20132014,S.J,44,0,0,0,0,1,0,0,0,3
Justin Braun,20132014,S.J,61,0,0,1,0,0,0,0,0,3
Kyle Quincey,20132014,DET,27,0,0,0,0,0,0,0,0,0
Jimmy Howard,20132014,DET,35,0,0,0,0,0,0,1,1,26
Henrik Zetterberg,20132014,DET,40,0,1,2,0,9,5,0,1,6
Danny DeKeyser,20132014,DET,65,0,0,1,0,1,2,0,0,4
Nathan Gerbe,20132014,CAR,14,0,0,3,1,0,3,0,1,2
Justin Faulk,20132014,CAR,27,0,0,2,0,1,5,0,3,8
Cam Ward,20132014,CAR,30,0,0,0,0,0,0,0,2,13
Jay Harrison,20132014,CAR,44,0,0,1,0,1,4,0,0,2
Jeff Skinner,20132014,CAR,53,0,2,9,1,6,2,0,2,7
Dennis Wideman,20132014,CGY,6,0,0,2,0,1,1,0,1,7
Lance Bouma,20132014,CGY,17,0,0,0,0,0,0,0,0,1
Joey MacDonald,20132014,CGY,35,0,0,0,0,0,0,0,0,4
Jack Skille,20132014,CBJ,10,0,0,0,0,1,1,1,0,2
Cam Atkinson,20132014,CBJ,13,1,0,3,0,5,0,0,0,11
James Wisniewski,20132014,CBJ,21,0,0,3,0,12,13,2,1,4
Artem Anisimov,20132014,CBJ,42,1,0,2,0,1,2,1,0,11
Sergei Bobrovsky,20132014,CBJ,72,0,0,0,0,0,0,2,1,38
Jeff Carter,20132014,L.A,77,0,1,7,0,3,3,0,0,10
Drew Doughty,20132014,L.A,8,0,0,6,0,5,4,0,1,13
Ben Scrivens,20132014,L.A,54,0,0,0,0,0,0,1,0,6
Matt Frattin,20132014,L.A,21,0,0,1,0,1,0,0,0,0
Willie Mitchell,20132014,L.A,33,0,0,0,0,0,1,1,0,2
Andrew Ladd,20132014,WPG,16,0,0,4,0,4,3,1,1,9
Bryan Little,20132014,WPG,18,1,0,5,0,3,4,0,0,9
Jonathan Ericsson,20132014,DET,52,0,0,0,0,0,0,0,0,0
Johan Franzen,20132014,DET,93,1,0,6,0,8,2,1,1,5
Milan Lucic,20132014,BOS,17,0,0,3,0,4,5,0,0,14
Zdeno Chara,20132014,BOS,33,0,0,10,0,2,3,0,0,12
Tuukka Rask,20132014,BOS,40,0,0,0,0,0,1,1,0,28
David Krejci,20132014,BOS,46,0,0,3,0,8,8,0,0,8
Torey Krug,20132014,BOS,47,0,0,6,0,6,7,0,0,6
Pavel Datsyuk,20132014,DET,13,0,0,6,2,2,2,0,0,10
Chris Phillips,20132014,OTT,4,0,0,1,0,4,3,0,0,4
Colin Greening,20132014,OTT,14,0,0,2,0,1,0,0,0,2
Craig Anderson,20132014,OTT,41,0,0,0,0,0,1,0,1,31
Erik Karlsson,20132014,OTT,65,0,1,4,0,10,16,0,0,9
Paul Ranger,20132014,TOR,15,0,0,0,0,0,0,0,0,2
Joffrey Lupul,20132014,TOR,19,0,0,5,0,4,1,2,2,8
Nazem Kadri,20132014,TOR,43,1,0,6,0,6,4,0,1,1
Jake Gardiner,20132014,TOR,51,0,1,1,0,4,4,1,0,10
Erik Condra,20132014,OTT,22,0,0,0,0,0,0,0,0,0
Jean-Gabriel Pageau,20132014,OTT,44,0,0,0,0,0,0,0,0,0
Ray Emery,20132014,PHI,29,0,0,0,0,0,0,0,0,12
Andrej Meszaros,20132014,PHI,41,0,0,0,0,0,1,0,0,2
Travis Moen,20132014,MTL,32,0,0,0,0,0,0,0,0,0
Francis Bouillon,20132014,MTL,55,0,0,0,0,1,0,0,0,3
P.K. Subban,20132014,MTL,76,0,1,3,1,6,9,0,1,15
Nicklas Grossmann,20132014,PHI,8,0,0,0,0,0,0,0,0,0
Sean Couturier,20132014,PHI,14,0,0,0,0,2,1,0,0,5
Alex Galchenyuk,20132014,MTL,27,0,0,3,0,3,2,0,1,1
Lars Eller,20132014,MTL,81,0,0,2,0,0,1,0,1,4
Rene Bourque,20132014,MTL,17,0,1,2,1,0,0,0,0,4
Brian Gionta,20132014,MTL,21,0,0,2,0,2,3,0,1,4
Ryan Murray,20132014,CBJ,27,0,0,3,0,1,3,0,0,4
Nick Foligno,20132014,CBJ,71,0,0,3,1,1,1,0,0,4
Evgeni Nabokov,20132014,NYI,20,0,0,0,0,0,1,0,4,21
Kyle Okposo,20132014,NYI,21,0,1,4,0,5,4,0,3,15
Thomas Vanek,20132014,NYI,26,0,0,9,0,6,3,0,1,9
Frans Nielsen,20132014,NYI,51,0,0,5,1,10,4,0,1,12
John Tavares,20132014,NYI,91,0,1,7,1,6,10,0,1,6
Brandon Dubinsky,20132014,CBJ,17,0,0,4,0,1,5,0,1,11
Mark Letestu,20132014,CBJ,55,0,0,4,0,5,1,0,0,4
Matt Donovan,20132014,NYI,46,0,0,1,0,1,4,0,0,2
Andrew MacDonald,20132014,NYI,47,0,0,2,1,4,3,0,2,13
Casey Cizikas,20132014,NYI,53,0,0,1,0,0,1,0,0,1
Ryan Malone,20132014,T.B,12,0,0,0,0,2,1,0,0,3
Ben Bishop,20132014,T.B,30,0,0,0,0,0,0,0,2,35
Victor Hedman,20132014,T.B,77,0,0,3,0,4,7,0,0,9
Steven Stamkos,20132014,T.B,91,0,2,7,0,2,2,0,1,6
Teddy Purcell,20132014,T.B,16,0,0,3,0,7,7,0,1,7
Martin St. Louis,20132014,T.B,26,0,0,9,0,4,5,0,1,4
Ben Smith,20132014,CHI,28,0,0,1,0,0,1,0,0,0
Tim Thomas,20132014,FLA,34,0,0,0,0,0,0,0,0,12
Mike Weaver,20132014,FLA,43,0,0,0,0,0,0,0,0,0
Marcel Goc,20132014,FLA,57,0,0,0,0,1,1,0,0,1
Tom Gilbert,20132014,FLA,77,0,0,2,0,2,2,1,1,3
Derek Roy,20132014,STL,12,0,0,4,1,6,5,0,0,6
Shawn Horcoff,20132014,DAL,10,0,0,4,0,0,0,0,0,5
Jordie Benn,20132014,DAL,24,0,0,1,0,0,1,0,0,3
Kari Lehtonen,20132014,DAL,32,0,0,0,0,0,2,0,0,31
Vernon Fiddler,20132014,DAL,38,0,0,0,0,1,0,0,0,0
Cam Fowler,20132014,ANA,4,0,1,3,0,5,6,0,0,12
Corey Perry,20132014,ANA,10,0,0,8,0,5,5,0,1,13
Ryan Getzlaf,20132014,ANA,15,0,0,5,0,13,5,0,1,8
Sami Vatanen,20132014,ANA,45,0,0,2,0,3,2,0,1,1
Marco Scandella,20132014,MIN,6,0,0,0,0,0,0,0,0,1
Torrey Mitchell,20132014,MIN,17,0,0,0,0,0,0,0,0,0
Ben Lovejoy,20132014,ANA,6,0,0,0,0,0,1,0,0,0
Zach Parise,20132014,MIN,11,0,1,13,0,3,3,1,0,5
Dany Heatley,20132014,MIN,15,0,0,3,0,5,1,1,0,7
Ryan Suter,20132014,MIN,20,0,0,3,1,6,7,1,0,15
Saku Koivu,20132014,ANA,11,0,0,0,0,0,0,0,0,1
Daniel Winnik,20132014,ANA,34,0,0,0,0,0,0,0,0,0
Mark Fraser,20132014,EDM,5,0,0,0,0,0,0,0,0,0
PHX,53,0,0,0,0,0,1,0,0,0
Tomas Hertl,20132014,S.J,48,0,1,2,0,0,0,0,0,2
Matt Irwin,20132014,S.J,52,0,0,1,0,3,2,0,1,7
Tyler Kennedy,20132014,S.J,81,0,0,0,0,0,1,0,0,1
Brent Burns,20132014,S.J,88,0,0,2,0,3,6,0,1,3
PHX,18,0,0,0,0,2,0,0,0,1
Patrick Marleau,20132014,S.J,12,0,0,11,0,7,5,0,0,16
Joe Thornton,20132014,S.J,19,0,0,2,0,5,12,0,0,20
Blake Wheeler,20132014,WPG,26,0,0,8,0,7,4,1,0,3
Reid Boucher,20132014,N.J,12,0,0,4,0,5,1,0,0,3
Adam Henrique,20132014,N.J,14,0,0,7,0,2,3,0,0,6
Travis Zajac,20132014,N.J,19,0,0,3,0,6,6,0,1,11
Ryane Clowe,20132014,N.J,29,0,0,3,0,5,0,0,0,3
Martin Brodeur,20132014,N.J,30,0,0,0,0,0,0,0,0,26
Nick Schultz,20132014,EDM,15,0,0,0,0,0,0,0,0,0
Andrew Ference,20132014,EDM,21,0,0,0,0,0,2,0,0,0
Ryan Nugent-Hopkins,20132014,EDM,93,0,0,6,1,8,4,0,3,6
Stephen Gionta,20132014,N.J,11,0,0,0,0,0,0,0,0,0
Anton Volchenkov,20132014,N.J,28,0,0,0,0,0,0,0,0,0
Taylor Hall,20132014,EDM,4,0,2,5,0,2,7,0,2,13
PHX,4,0,0,0,0,0,0,0,0,0
PHX,63,0,0,4,0,4,6,0,0,15
PHX,24,0,0,0,0,0,0,0,0,0
PHX,26,0,0,2,0,3,1,0,1,1
PHX,36,0,0,1,0,0,0,0,0,0
Colin McDonald,20132014,NYI,13,0,0,0,0,0,0,0,0,3
Peter Regin,20132014,NYI,16,0,0,0,0,1,0,0,0,0
Pierre-Marc Bouchard,20132014,NYI,96,0,1,0,0,0,0,0,0,2
Jordan Staal,20132014,CAR,11,0,0,2,0,4,3,0,2,7
Patrick Dwyer,20132014,CAR,39,0,0,0,0,0,0,0,0,0
Chris Kunitz,20132014,PIT,14,0,1,11,0,2,6,0,3,23
Marc-Andre Fleury,20132014,PIT,29,0,0,0,0,0,0,0,1,37
Jussi Jokinen,20132014,PIT,36,0,0,6,1,8,6,0,0,4
Evgeni Malkin,20132014,PIT,71,0,1,6,1,13,6,0,2,12
Sidney Crosby,20132014,PIT,87,0,1,9,1,9,15,0,3,14
Alexander Semin,20132014,CAR,28,0,2,3,0,3,3,0,0,6
Ron Hainsey,20132014,CAR,65,0,0,0,0,0,0,0,0,2
Brett Bellemore,20132014,CAR,73,0,0,0,0,0,0,0,0,0
Brandon Sutter,20132014,PIT,16,0,0,2,0,1,2,0,0,3
Beau Bennett,20132014,PIT,19,0,0,0,0,0,0,0,0,2
Robert Bortuzzo,20132014,PIT,41,0,0,0,0,0,0,0,0,1
Mike Weber,20132014,BUF,6,0,0,0,0,0,0,0,0,0
Kevin Porter,20132014,BUF,12,0,0,0,0,0,0,0,0,0
Tyler Myers,20132014,BUF,57,0,0,3,0,3,3,0,0,4
Brian Flynn,20132014,BUF,65,0,0,0,0,0,0,0,0,0
Tyler Johnson,20132014,T.B,9,0,0,5,0,1,4,0,0,9
Ondrej Palat,20132014,T.B,18,0,1,2,0,5,2,0,1,8
Matthew Carle,20132014,T.B,25,0,0,1,0,3,3,0,0,2
Jamie McBain,20132014,BUF,4,0,0,2,1,0,2,0,0,9
Christian Ehrhoff,20132014,BUF,10,0,0,1,0,2,8,0,0,17
Cody Hodgson,20132014,BUF,19,0,0,8,0,8,2,0,0,5
Thomas Vanek,20132014,BUF,26,0,0,4,0,6,3,0,0,6
Tyler Ennis,20132014,BUF,63,0,0,6,0,4,5,0,0,9
Tom Pyatt,20132014,T.B,11,0,0,0,0,0,0,0,0,0
Matt Cooke,20132014,MIN,24,0,0,0,0,1,0,0,0,0
Shea Weber,20132014,NSH,6,0,2,10,1,3,10,0,0,7
Filip Forsberg,20132014,NSH,9,0,0,1,0,0,3,0,0,1
David Legwand,20132014,NSH,11,0,0,4,1,7,4,0,1,9
Patric Hornqvist,20132014,NSH,27,0,0,7,1,4,5,0,2,10
Gabriel Bourque,20132014,NSH,57,0,0,0,0,1,0,0,0,0
Victor Bartley,20132014,NSH,64,0,0,0,0,0,0,0,0,0
Matt Cullen,20132014,NSH,7,0,0,1,0,5,2,0,1,5
Craig Smith,20132014,NSH,15,0,0,7,0,1,2,0,0,5
Colin Wilson,20132014,NSH,33,0,0,2,0,2,1,0,0,5
Josh Harding,20132014,MIN,37,0,0,0,0,0,0,0,0,15
NSH,42,0,0,0,0,0,0,0,0,1
Ryan Callahan,20132014,NYR,24,0,0,4,0,1,1,0,0,6
Ryan McDonagh,20132014,NYR,27,0,0,2,0,3,7,0,0,11
Martin Biron,20132014,NYR,43,0,0,0,0,0,0,0,0,1
Tommy Wingels,20132014,S.J,57,0,0,0,1,2,2,0,0,0
Matt Nieto,20132014,S.J,83,0,0,1,0,1,2,0,0,0
Patrick Sharp,20132014,CHI,10,0,1,9,0,9,6,0,0,7
Bryan Bickell,20132014,CHI,29,0,0,0,0,0,0,0,0,2
Patrick Kane,20132014,CHI,88,0,0,10,0,8,6,0,1,6
Sheldon Brookbank,20132014,CHI,17,0,0,0,0,0,0,0,0,0
Daniel Briere,20132014,MTL,48,0,1,2,0,2,0,0,1,1
Max Pacioretty,20132014,MTL,67,0,0,9,0,4,1,0,0,9
Ben Street,20132014,CGY,38,0,0,0,0,0,0,0,0,0
Chris Butler,20132014,CGY,44,0,0,0,0,0,0,0,0,1
Jarred Tinordi,20132014,MTL,24,0,0,0,0,0,0,0,0,0
Zack Smith,20132014,OTT,15,0,0,0,0,0,1,0,0,0
Chris Neil,20132014,OTT,25,0,0,0,0,1,0,0,0,5
Bobby Ryan,20132014,OTT,6,0,0,6,0,1,2,0,1,11
Milan Michalek,20132014,OTT,9,0,0,4,0,1,3,0,0,11
Stephane Da Costa,20132014,OTT,24,0,0,1,0,0,0,0,0,2
Jarret Stoll,20132014,L.A,28,1,0,0,0,2,1,0,0,3
Jean-Sebastien Giguere,20132014,COL,35,0,0,0,0,0,0,0,0,13
Chris Kelly,20132014,BOS,23,0,0,0,0,0,0,0,0,0
Johnny Boychuk,20132014,BOS,55,0,0,0,0,0,0,0,0,1
Elias Lindholm,20132014,CAR,16,0,0,4,0,1,2,0,2,5
Anton Khudobin,20132014,CAR,31,0,0,0,0,0,0,0,2,15
Karl Alzner,20132014,WSH,27,0,0,0,0,0,1,0,0,1
Aleksander Barkov,20132014,FLA,16,1,0,2,1,1,1,0,0,3
Brad Boyes,20132014,FLA,24,0,0,2,0,0,0,1,1,5
Jacob Markstrom,20132014,FLA,25,0,0,0,0,0,0,1,0,2
Erik Gudbranson,20132014,FLA,44,0,0,0,0,0,1,0,0,1
Brian Campbell,20132014,FLA,51,0,0,2,0,7,3,1,0,8
Valtteri Filppula,20132014,T.B,51,0,0,6,2,8,4,0,0,14
Tomas Kopecky,20132014,FLA,82,0,0,0,0,0,0,0,0,2
Alex Killorn,20132014,T.B,17,0,0,2,1,1,3,0,0,6
Richard Panik,20132014,T.B,71,0,0,0,0,2,2,0,0,2
Shawn Matthias,20132014,FLA,18,0,0,0,0,0,0,0,0,0
Scott Clemmensen,20132014,FLA,30,0,0,0,0,0,0,0,1,4
Paul Martin,20132014,PIT,7,0,0,1,0,2,6,0,1,11
Pascal Dupuis,20132014,PIT,9,0,0,0,0,0,0,0,0,0
Tanner Glass,20132014,PIT,15,0,0,0,0,0,0,0,0,0
Jeff Zatkoff,20132014,PIT,37,0,0,0,0,0,1,0,4,18
Craig Adams,20132014,PIT,27,0,0,0,0,0,0,0,0,0
Brooks Orpik,20132014,PIT,44,0,0,0,0,0,0,0,0,1
Tomas Fleischmann,20132014,FLA,14,0,0,2,0,3,2,1,0,1
Kris Versteeg,20132014,FLA,32,0,0,0,0,2,0,0,0,0
Jamie Benn,20132014,DAL,14,0,0,5,0,7,6,0,0,15
Rich Peverley,20132014,DAL,17,0,0,0,0,2,1,0,0,6
Sergei Gonchar,20132014,DAL,55,0,0,1,0,4,8,0,0,5
Tyler Seguin,20132014,DAL,91,0,0,10,0,9,4,0,0,9
Evander Kane,20132014,WPG,9,0,0,1,1,2,1,0,0,8
Matt Halischuk,20132014,WPG,15,0,0,0,0,0,0,0,0,0
Ryan Garbutt,20132014,DAL,16,0,0,0,0,0,0,0,0,0
Dan Ellis,20132014,DAL,30,0,0,0,0,0,0,0,0,8
Jacob Josefson,20132014,N.J,16,0,0,0,0,0,0,0,0,0
Bryce Salvador,20132014,N.J,24,0,0,0,0,0,0,0,0,0
Lee Stempniak,20132014,CGY,22,0,0,0,1,1,2,0,2,7
Patrik Elias,20132014,N.J,26,0,0,4,1,4,8,0,0,7
Jay McClement,20132014,TOR,11,0,0,0,0,0,0,0,0,0
Carl Gunnarsson,20132014,TOR,36,0,0,0,0,0,1,0,0,1
Todd Bertuzzi,20132014,DET,44,0,0,6,0,1,0,1,1,10
Niklas Kronwall,20132014,DET,55,0,0,5,0,6,13,2,2,9
Luke Schenn,20132014,PHI,22,0,0,0,0,0,0,0,0,0
Max Talbot,20132014,PHI,25,0,0,0,0,0,0,0,0,0
Kimmo Timonen,20132014,PHI,44,0,0,1,0,14,5,0,0,16
Adam Hall,20132014,PHI,18,0,0,0,0,0,0,0,0,0
B.J. Crombeen,20132014,T.B,19,0,0,0,0,0,0,0,0,0
Anders Lindback,20132014,T.B,39,0,0,0,0,0,0,0,0,11
Nate Thompson,20132014,T.B,44,0,0,0,0,0,0,0,0,0
Joe Vitale,20132014,PIT,46,0,0,0,0,1,0,0,0,0
Olli Maatta,20132014,PIT,3,0,0,3,0,2,1,0,1,3
Erik Johnson,20132014,COL,6,0,1,1,0,8,4,0,1,11
Pierre-Alexandre Parenteau,20132014,COL,15,0,0,1,0,1,1,0,1,6
Paul Stastny,20132014,COL,26,0,1,3,1,7,3,0,1,3
Nathan MacKinnon,20132014,COL,29,0,0,8,0,6,3,0,4,5
Gabriel Landeskog,20132014,COL,92,0,1,4,1,0,4,0,1,8
Steve Oleksy,20132014,WSH,61,0,0,0,0,0,0,0,0,0
Jay Beagle,20132014,WSH,83,0,0,0,0,0,0,0,0,0
Johan Larsson,20132014,BUF,22,0,0,0,0,0,0,0,0,0
Zemgus Girgensons,20132014,BUF,28,0,0,0,0,0,0,0,0,2
Ryan Miller,20132014,BUF,30,0,0,0,0,0,1,0,0,17
Derick Brassard,20132014,NYR,16,0,0,7,1,6,4,0,0,4
Jay Bouwmeester,20132014,STL,19,0,0,1,0,4,5,0,0,6
Taylor Pyatt,20132014,NYR,14,0,0,0,0,0,0,0,0,0
Maxim Lapierre,20132014,STL,40,0,0,0,0,0,0,0,0,0
Roman Polak,20132014,STL,46,0,0,0,0,0,0,0,0,0
Matt Martin,20132014,NYI,17,0,0,0,0,0,0,0,1,2
Antoine Roussel,20132014,DAL,21,0,0,0,0,0,0,0,0,0
MIN,55,0,0,1,0,0,1,0,0,1
Kyle Brodziak,20132014,MIN,21,0,0,0,0,0,1,0,0,0
David Desharnais,20132014,MTL,51,0,0,2,0,6,5,0,1,5
Raphael Diaz,20132014,MTL,61,0,0,0,0,1,1,0,0,1
Dan Hamhuis,20132014,VAN,2,0,0,0,1,2,0,0,0,4
