Name,Year,Team,Number,NonAssistGoal,1stAssistGoal,2ndAssistGoal,1stAssist,2ndAssisted1stAssist,2ndAssist,NonAssistPlayers,1stAssistPlayers,2ndAssistPlayers
Craig Adams,20112012,PIT,27,0,1,4,0,5,5,0,2,4
Arron Asham,20112012,PIT,45,0,0,5,1,8,2,3,2,2
Sami Salo,20112012,VAN,6,0,0,2,0,3,6,3,6,20
Dale Weise,20112012,VAN,32,0,2,2,0,3,1,3,1,2
VAN,54,0,0,1,0,0,0,1,1,2
Jordan Staal,20112012,PIT,11,0,4,10,2,12,6,0,2,10
Keith Ballard,20112012,VAN,4,0,0,1,0,0,6,3,3,8
Christopher Tanev,20112012,VAN,8,0,0,0,0,1,1,1,6,8
Steve Downie,20112012,T.B,9,0,1,9,0,7,7,2,6,9
Martin St. Louis,20112012,T.B,26,0,5,16,7,16,13,3,7,15
Dwayne Roloson,20112012,T.B,30,0,0,0,0,0,0,3,14,56
Victor Hedman,20112012,T.B,77,1,0,3,2,3,8,5,10,19
Steven Stamkos,20112012,T.B,91,4,8,34,3,13,8,2,7,10
Tuomo Ruutu,20112012,CAR,15,0,3,10,0,8,6,2,6,11
Joni Pitkanen,20112012,CAR,25,0,0,3,1,3,2,0,3,7
CAR,28,0,2,1,0,1,5,3,9,15
Cam Ward,20112012,CAR,30,0,0,0,0,0,0,9,34,74
Jeff Skinner,20112012,CAR,53,0,6,10,5,5,4,1,1,8
Vincent Lecavalier,20112012,T.B,4,3,4,9,3,8,9,1,5,11
Ryan Malone,20112012,T.B,12,2,5,7,0,12,6,2,6,8
Teddy Purcell,20112012,T.B,16,0,3,13,8,14,8,5,6,12
Eric Staal,20112012,CAR,12,2,2,6,3,16,8,2,6,6
Jay Harrison,20112012,CAR,44,1,0,6,1,4,5,2,12,9
Brett Clark,20112012,T.B,7,0,1,1,2,5,4,1,8,22
Matt Gilroy,20112012,T.B,97,0,0,2,1,6,8,2,7,18
Jussi Jokinen,20112012,CAR,36,1,1,5,4,6,7,3,5,9
Adam Hall,20112012,T.B,18,0,0,2,1,3,1,1,3,3
Nate Thompson,20112012,T.B,44,2,0,7,0,2,3,1,1,4
Blair Jones,20112012,T.B,49,0,1,1,0,0,2,0,0,0
Tomas Kaberle,20112012,CAR,51,0,0,0,0,1,2,0,3,4
Brian Lee,20112012,OTT,5,0,0,1,1,2,4,1,1,5
Daniel Alfredsson,20112012,OTT,11,1,5,9,1,17,5,3,1,9
Colin Greening,20112012,OTT,14,0,1,11,0,8,6,2,6,10
Craig Anderson,20112012,OTT,41,0,0,0,0,0,3,6,27,82
Mika Zibanejad,20112012,OTT,93,0,0,0,0,0,0,0,0,1
Justin Abdelkader,20112012,DET,8,0,1,6,3,9,2,2,5,3
Ian White,20112012,DET,18,1,1,5,2,4,9,4,16,37
Jimmy Howard,20112012,DET,35,0,0,0,0,0,0,5,33,88
Darren Helm,20112012,DET,43,1,2,6,4,6,7,1,5,3
Todd Bertuzzi,20112012,DET,44,0,2,11,1,7,12,2,4,9
Zack Smith,20112012,OTT,15,1,2,8,2,2,6,3,3,9
Bobby Butler,20112012,OTT,16,0,1,5,1,3,6,2,4,11
Erik Condra,20112012,OTT,22,0,3,2,2,6,6,3,1,10
Sergei Gonchar,20112012,OTT,55,0,0,3,3,8,6,1,5,21
Daniel Cleary,20112012,DET,11,0,4,4,2,7,10,0,5,6
Pavel Datsyuk,20112012,DET,13,0,2,9,5,12,10,0,1,9
Jiri Hudler,20112012,DET,26,0,4,18,3,7,7,1,7,16
Jonathan Ericsson,20112012,DET,52,0,1,0,1,3,4,0,10,22
Milan Michalek,20112012,OTT,9,0,3,17,1,11,5,1,2,17
Jason Spezza,20112012,OTT,19,0,2,20,4,19,10,1,1,12
Nikita Filatov,20112012,OTT,21,0,0,0,0,0,1,0,1,1
Tomas Holmstrom,20112012,DET,96,0,0,1,0,3,5,1,2,2
Stephane Da Costa,20112012,OTT,24,0,1,2,0,2,0,0,0,5
Chris Neil,20112012,OTT,25,0,2,8,1,4,4,0,5,4
Nick Foligno,20112012,OTT,71,0,3,7,4,11,12,0,7,4
Filip Kuba,20112012,OTT,17,0,0,2,0,4,11,5,16,30
Erik Karlsson,20112012,OTT,65,4,1,10,5,12,15,3,11,24
Drew Miller,20112012,DET,20,0,6,8,4,4,3,0,5,5
DET,48,0,1,5,0,1,2,1,3,2
Martin Erat,20112012,NSH,10,1,1,9,4,8,12,2,4,8
Nick Spaling,20112012,NSH,13,0,1,9,3,2,5,1,3,9
Ryan Suter,20112012,NSH,20,0,0,3,0,4,11,3,13,30
Pekka Rinne,20112012,NSH,35,0,0,0,0,0,4,5,32,97
Sergei Kostitsyn,20112012,NSH,74,1,5,7,1,10,5,2,4,8
Radek Martinek,20112012,CBJ,2,0,0,1,0,0,0,0,2,2
Jack Johnson,20112012,CBJ,7,0,3,8,0,7,6,1,6,11
Vinny Prospal,20112012,CBJ,22,0,3,9,2,15,9,3,4,12
Fedor Tyutin,20112012,CBJ,51,0,0,3,1,3,5,1,9,18
Rick Nash,20112012,CBJ,61,2,4,14,4,7,4,2,3,10
Cal O'Reilly,20112012,NSH,16,0,0,0,1,0,0,0,0,0
Jordin Tootoo,20112012,NSH,22,0,0,5,4,14,5,1,1,3
Matt Halischuk,20112012,NSH,24,1,5,8,2,6,5,0,2,1
Cam Atkinson,20112012,CBJ,13,1,2,2,1,3,1,1,1,8
David Legwand,20112012,NSH,11,0,2,11,2,12,2,2,3,13
Craig Smith,20112012,NSH,15,0,3,4,2,9,4,0,4,3
Colin Wilson,20112012,NSH,33,1,3,6,0,6,5,0,9,11
R.J. Umberger,20112012,CBJ,18,1,2,11,4,2,7,2,3,11
Antoine Vermette,20112012,CBJ,50,0,0,5,2,6,5,1,4,6
Jack Hillen,20112012,NSH,38,0,0,2,0,2,2,0,6,17
Andrew Cogliano,20112012,ANA,7,0,3,8,4,4,4,3,5,12
ANA,17,1,0,4,1,6,5,4,12,16
ANA,34,0,1,1,0,0,0,0,0,7
ANA,41,0,0,2,0,2,1,0,0,0
ANA,77,0,0,5,0,2,3,0,4,0
Brad Boyes,20112012,BUF,22,0,1,5,3,3,3,0,2,4
Ville Leino,20112012,BUF,23,0,0,7,1,7,8,3,3,8
Ryan Miller,20112012,BUF,30,0,0,0,0,0,0,10,24,77
Andrej Sekera,20112012,BUF,44,0,0,2,2,2,5,2,10,26
Tyler Ennis,20112012,BUF,63,0,2,9,2,9,6,2,2,3
Luca Sbisa,20112012,ANA,5,1,1,3,2,4,10,4,8,15
Teemu Selanne,20112012,ANA,8,0,1,13,4,13,6,2,4,12
Saku Koivu,20112012,ANA,11,0,3,7,2,6,13,2,8,13
Jason Blake,20112012,ANA,33,1,1,3,0,2,2,0,2,3
Thomas Vanek,20112012,BUF,26,1,5,10,4,10,7,4,3,7
Jason Pominville,20112012,BUF,29,3,4,13,4,11,9,1,3,7
Tyler Myers,20112012,BUF,57,0,0,5,1,6,4,2,4,17
Luke Adam,20112012,BUF,72,1,2,7,0,3,4,2,0,1
George Parros,20112012,ANA,16,0,1,0,0,3,0,0,2,0
Sheldon Brookbank,20112012,ANA,21,0,0,3,2,2,6,3,9,13
ANA,49,0,0,1,1,1,1,0,0,1
Brandon McMillan,20112012,ANA,64,0,0,0,0,1,3,0,3,1
Marc-Andre Gragnani,20112012,BUF,17,0,0,0,1,0,4,2,8,14
Paul Gaustad,20112012,BUF,28,0,1,6,1,4,3,1,2,4
Patrick Kaleta,20112012,BUF,36,0,2,2,0,3,2,0,2,5
Brent Seabrook,20112012,CHI,7,0,0,6,2,4,15,2,11,36
Bryan Bickell,20112012,CHI,29,1,0,7,2,6,6,1,5,4
Brandon Pirri,20112012,CHI,37,0,0,0,0,0,2,0,2,0
Corey Crawford,20112012,CHI,50,0,0,0,0,0,0,3,24,85
Jamie Benn,20112012,DAL,14,1,3,18,3,7,18,0,1,9
Kari Lehtonen,20112012,DAL,32,0,0,0,0,0,2,4,20,80
Vernon Fiddler,20112012,DAL,38,1,0,7,0,6,6,1,3,3
Sheldon Souray,20112012,DAL,44,0,1,2,0,5,6,1,3,28
Nick Leddy,20112012,CHI,8,0,0,3,3,7,11,0,12,24
Andrew Brunette,20112012,CHI,15,0,1,7,1,9,2,1,4,7
Marian Hossa,20112012,CHI,81,0,5,10,5,16,12,0,4,6
Patrick Kane,20112012,CHI,88,0,2,15,3,21,9,0,5,13
Radek Dvorak,20112012,DAL,20,0,0,3,2,10,5,1,2,7
Steve Ott,20112012,DAL,29,0,2,5,2,9,10,2,5,11
Alex Goligoski,20112012,DAL,33,1,1,5,0,8,5,1,10,22
Mike Ribeiro,20112012,DAL,63,0,2,13,3,17,11,0,1,6
Patrick Sharp,20112012,CHI,10,0,9,15,2,10,10,1,3,18
Ryan Callahan,20112012,NYR,24,0,3,8,3,8,7,0,3,7
Ruslan Fedotenko,20112012,NYR,26,0,1,6,2,3,5,3,1,7
Henrik Lundqvist,20112012,NYR,30,0,0,0,0,0,0,7,26,85
Michael Sauer,20112012,NYR,38,0,0,1,0,1,1,1,4,8
Artem Anisimov,20112012,NYR,42,0,3,8,2,9,8,1,2,7
Kyle Clifford,20112012,L.A,13,0,1,4,0,5,2,1,0,4
Trevor Lewis,20112012,L.A,22,0,0,2,0,1,3,0,5,4
Alec Martinez,20112012,L.A,27,0,0,3,0,2,0,0,2,11
Jonathan Quick,20112012,L.A,32,0,0,0,0,0,0,3,15,77
Trent Hunter,20112012,L.A,47,0,0,2,0,3,1,1,0,1
Marian Gaborik,20112012,NYR,10,2,4,22,0,15,9,2,5,4
Brandon Dubinsky,20112012,NYR,17,0,3,6,1,9,7,0,5,7
Brad Richards,20112012,NYR,19,1,5,11,3,9,10,3,3,6
Rob Scuderi,20112012,L.A,7,0,0,1,1,1,6,1,7,24
Mike Richards,20112012,L.A,10,0,3,7,2,4,6,1,2,5
Brad Richardson,20112012,L.A,15,0,0,4,0,2,1,0,2,7
Dustin Brown,20112012,L.A,23,0,2,8,3,9,10,0,5,15
Ryan McDonagh,20112012,NYR,27,1,0,6,4,7,9,3,7,31
Anze Kopitar,20112012,L.A,11,0,2,12,0,17,11,0,5,7
Simon Gagne,20112012,L.A,12,0,0,6,0,4,2,0,3,5
Justin Williams,20112012,L.A,14,0,4,7,2,11,12,0,2,8
Mathieu Garon,20112012,T.B,32,0,0,0,0,0,2,9,23,59
Johnny Boychuk,20112012,BOS,55,0,1,4,1,6,3,5,11,36
Tom Pyatt,20112012,T.B,11,0,3,7,0,4,3,2,2,3
Ryan Shannon,20112012,T.B,22,0,0,3,1,4,1,3,2,1
Tyler Seguin,20112012,BOS,19,0,6,17,1,14,13,3,7,13
Andrew Ference,20112012,BOS,21,0,2,4,1,5,9,1,8,21
Patrice Bergeron,20112012,BOS,37,3,1,10,7,15,9,3,5,9
Rich Peverley,20112012,BOS,49,0,2,6,5,6,7,4,3,2
Brad Marchand,20112012,BOS,63,3,3,13,2,9,13,5,7,4
Pavel Kubina,20112012,T.B,13,0,1,2,0,4,4,4,10,20
Marc-Andre Bergeron,20112012,T.B,47,0,1,2,2,4,6,3,5,16
Daniel Paille,20112012,BOS,20,0,2,5,0,4,2,0,4,3
Chris Kelly,20112012,BOS,23,2,3,11,3,7,8,4,9,10
Adam McQuaid,20112012,BOS,54,1,0,1,1,1,6,2,9,24
TOR,24,0,1,2,1,3,6,3,7,20
Zenon Konopka,20112012,OTT,28,0,1,1,0,1,1,0,1,3
Alex Auld,20112012,OTT,35,0,0,0,0,0,0,1,2,15
Matthew Lombardi,20112012,TOR,15,0,2,5,1,6,3,2,2,3
Mike Brown,20112012,TOR,18,0,1,1,1,0,0,1,3,0
Colton Orr,20112012,TOR,28,0,1,0,0,0,0,0,0,0
David Steckel,20112012,TOR,20,0,0,5,1,1,3,1,2,4
Colby Armstrong,20112012,TOR,9,1,0,0,0,0,2,0,1,0
Philippe Dupuis,20112012,TOR,11,0,0,0,0,0,0,0,0,0
Jake Gardiner,20112012,TOR,51,1,2,3,0,10,7,2,11,33
Mike Komisarek,20112012,TOR,8,0,0,1,1,1,2,1,6,11
Sean Couturier,20112012,PHI,14,0,2,7,1,7,5,1,3,7
Scott Hartnell,20112012,PHI,19,1,4,15,2,10,10,1,8,14
Matt Read,20112012,PHI,24,1,3,11,0,5,9,3,3,8
Kimmo Timonen,20112012,PHI,44,0,0,0,2,9,8,0,10,18
Andy Greene,20112012,N.J,6,0,0,1,2,5,6,0,7,22
Stephen Gionta,20112012,N.J,11,0,0,1,0,0,1,0,0,0
Alexei Ponikarovsky,20112012,N.J,12,1,3,7,0,6,7,1,1,3
Ilya Kovalchuk,20112012,N.J,17,0,3,17,1,12,10,2,3,6
Martin Brodeur,20112012,N.J,30,0,0,0,0,0,2,3,21,72
James van Riemsdyk,20112012,PHI,21,1,2,6,2,5,3,0,5,1
Claude Giroux,20112012,PHI,28,1,5,14,7,9,12,1,2,9
Jaromir Jagr,20112012,PHI,68,0,5,6,2,11,7,1,6,9
Dainius Zubrus,20112012,N.J,8,0,3,7,3,11,6,3,7,11
N.J,29,0,2,2,0,2,8,1,8,32
Chris Pronger,20112012,PHI,20,0,0,0,0,0,3,0,0,4
Bryce Salvador,20112012,N.J,24,0,0,0,2,2,3,2,3,27
Patrik Elias,20112012,N.J,26,0,3,12,4,12,10,1,2,5
Anton Volchenkov,20112012,N.J,28,0,0,2,0,4,4,0,8,14
Brian Boucher,20112012,CAR,33,0,0,0,0,0,0,1,2,5
Karl Alzner,20112012,WSH,27,0,0,1,3,3,9,5,9,26
Alexander Semin,20112012,WSH,28,1,4,13,5,10,7,3,4,8
Michal Neuvirth,20112012,WSH,30,0,0,0,0,1,0,5,13,49
John Carlson,20112012,WSH,74,2,0,2,3,5,10,3,9,28
Mathieu Perreault,20112012,WSH,85,3,1,10,3,6,5,3,6,3
Alexei Ponikarovsky,20112012,CAR,23,0,0,3,0,2,2,0,0,7
Brooks Laich,20112012,WSH,21,0,1,9,2,12,2,3,3,5
Joel Ward,20112012,WSH,42,0,1,3,0,6,6,2,3,9
Jason Chimera,20112012,WSH,25,1,4,10,2,9,7,1,6,5
Tomas Fleischmann,20112012,FLA,14,0,4,15,0,9,7,1,8,8
Kris Versteeg,20112012,FLA,32,1,5,6,1,16,4,1,3,10
Brian Campbell,20112012,FLA,51,0,0,3,0,7,10,1,9,20
Jason Garrison,20112012,FLA,52,0,0,7,2,1,6,0,9,21
Jose Theodore,20112012,FLA,60,0,0,0,0,0,0,4,24,47
Pierre-Alexandre Parenteau,20112012,NYI,15,2,3,7,4,17,9,2,2,9
Steve Staios,20112012,NYI,24,0,0,0,0,5,3,3,5,15
Matt Moulson,20112012,NYI,26,0,3,18,0,12,9,4,5,13
Al Montoya,20112012,NYI,35,0,0,0,0,0,0,2,9,38
John Tavares,20112012,NYI,91,1,2,18,3,18,8,2,2,12
Kevin Klein,20112012,NSH,8,0,0,4,1,7,6,0,4,11
Chris Stewart,20112012,STL,25,0,5,6,1,8,4,1,3,5
Jaroslav Halak,20112012,STL,41,0,0,0,0,0,0,5,21,54
Roman Polak,20112012,STL,46,0,0,0,1,2,8,2,9,19
Nikita Nikitin,20112012,STL,64,0,0,0,0,0,0,0,0,2
T.J. Oshie,20112012,STL,74,0,3,11,3,12,6,2,2,9
Kevin Shattenkirk,20112012,STL,22,0,1,3,0,10,10,1,8,19
Aaron Johnson,20112012,CBJ,5,0,0,2,1,4,7,1,3,10
Derek Dorsett,20112012,CBJ,15,0,2,7,0,5,2,0,2,6
Derek MacKenzie,20112012,CBJ,24,0,2,2,1,1,4,0,2,2
Samuel Pahlsson,20112012,CBJ,26,0,0,1,0,5,4,0,1,6
Mikko Koivu,20112012,MIN,9,0,0,8,1,7,7,1,2,5
Devin Setoguchi,20112012,MIN,10,0,0,10,1,2,7,1,1,9
Dany Heatley,20112012,MIN,15,0,3,12,0,11,6,2,6,13
Niklas Backstrom,20112012,MIN,32,0,0,0,0,0,1,4,14,38
Nick Schultz,20112012,MIN,55,0,0,0,0,0,2,0,6,14
Matt Calvert,20112012,CBJ,11,0,0,0,0,0,3,0,1,0
Grant Clitsome,20112012,CBJ,14,0,0,3,0,2,3,2,3,7
Curtis Sanford,20112012,CBJ,30,0,0,0,0,0,0,2,11,35
Darroll Powe,20112012,MIN,14,0,0,6,2,3,2,2,2,5
Colton Gillies,20112012,MIN,18,0,0,0,0,1,1,0,2,0
Nick Johnson,20112012,MIN,25,1,1,6,4,9,4,1,3,7
Marc Methot,20112012,CBJ,3,0,0,1,0,3,2,2,5,5
Maksim Mayorov,20112012,CBJ,8,0,0,1,0,1,0,0,0,0
Matt Cullen,20112012,MIN,7,0,2,7,0,12,4,2,3,6
Jared Spurgeon,20112012,MIN,46,0,0,1,1,5,3,3,7,11
Guillaume Latendresse,20112012,MIN,48,1,1,1,2,1,1,0,1,1
Pierre-Marc Bouchard,20112012,MIN,96,1,1,5,0,5,3,0,1,2
Loui Eriksson,20112012,DAL,21,0,2,17,3,17,14,2,2,9
Andrew Raycroft,20112012,DAL,30,0,0,0,0,0,0,0,3,10
Tomas Vincour,20112012,DAL,81,0,0,4,1,3,2,0,1,2
Sean O'Donnell,20112012,CHI,6,0,0,0,0,3,4,0,6,10
Marcus Kruger,20112012,CHI,16,0,0,9,2,5,7,1,6,9
Dave Bolland,20112012,CHI,36,0,1,6,1,6,4,2,5,12
Adam Burish,20112012,DAL,16,0,2,4,0,6,5,0,5,3
Jonathan Toews,20112012,CHI,19,0,6,14,3,9,6,0,6,8
Mark Fistric,20112012,DAL,28,0,0,0,0,0,2,0,6,15
Ty Conklin,20112012,DET,29,0,0,0,0,0,0,0,5,16
Henrik Zetterberg,20112012,DET,40,0,1,18,3,19,9,1,6,10
Erik Johnson,20112012,COL,6,0,0,3,1,5,5,1,9,24
Jan Hejda,20112012,COL,8,0,0,5,2,4,8,3,4,14
Matt Duchene,20112012,COL,9,1,2,6,0,3,7,1,2,4
Milan Hejduk,20112012,COL,23,0,1,7,3,7,4,3,5,11
Paul Stastny,20112012,COL,26,2,1,10,3,10,7,2,5,12
Valtteri Filppula,20112012,DET,51,0,4,14,2,21,11,2,7,6
Johan Franzen,20112012,DET,93,1,4,12,0,13,7,1,6,10
Shane O'Brien,20112012,COL,5,0,1,1,0,10,4,6,9,21
Jay McClement,20112012,COL,16,0,2,7,0,3,2,1,2,7
Kyle Quincey,20112012,COL,27,0,0,3,3,6,10,2,9,20
TJ Galiardi,20112012,COL,39,1,2,4,0,2,3,0,4,1
Cody McLeod,20112012,COL,55,0,0,6,0,1,4,1,2,2
Pascal Dupuis,20112012,PIT,9,0,2,20,4,14,14,0,4,6
Tyler Kennedy,20112012,PIT,48,0,0,11,5,11,3,1,2,3
Kris Letang,20112012,PIT,58,0,0,5,1,9,10,1,14,24
Curtis Glencross,20112012,CGY,20,2,3,10,1,5,6,2,3,2
Lee Stempniak,20112012,CGY,22,0,2,8,1,3,6,2,3,3
Miikka Kiprusoff,20112012,CGY,34,0,0,0,0,0,0,11,24,76
Alex Tanguay,20112012,CGY,40,2,0,8,2,12,5,2,4,6
Chris Butler,20112012,CGY,44,0,0,2,0,1,9,2,6,22
PIT,6,0,0,1,0,2,2,1,4,5
Tim Jackman,20112012,CGY,15,0,0,1,1,2,3,0,1,0
Tom Kostopoulos,20112012,CGY,16,0,1,1,1,3,4,4,2,4
Matt Stajan,20112012,CGY,18,0,3,5,1,3,4,1,2,4
Anton Babchuk,20112012,CGY,33,0,1,0,1,2,3,1,3,5
Matt Cooke,20112012,PIT,24,1,4,10,3,0,9,1,5,7
Rene Bourque,20112012,CGY,17,1,1,5,0,0,1,0,2,3
CGY,51,0,0,3,1,3,3,1,2,4
Olli Jokinen,20112012,CGY,13,1,3,7,2,9,5,1,8,10
Scott Hannan,20112012,CGY,23,0,0,2,1,1,6,7,15,14
Brian Boyle,20112012,NYR,22,0,0,11,0,7,6,0,6,5
Derek Stepan,20112012,NYR,21,2,2,9,2,13,6,2,3,11
Steve Eminger,20112012,NYR,44,0,0,2,0,0,0,1,2,11
Tim Erixon,20112012,NYR,53,0,0,0,0,1,1,0,5,1
PHX,22,0,0,10,2,6,7,0,2,11
PHX,23,1,2,6,1,3,7,2,10,18
PHX,33,0,0,1,0,0,7,2,10,23
PHX,41,0,0,0,0,0,2,3,29,87
PHX,53,0,1,1,0,2,5,1,4,15
Douglas Murray,20112012,S.J,3,0,0,0,1,2,1,1,5,19
Torrey Mitchell,20112012,S.J,17,0,2,6,1,4,4,0,2,9
Dan Boyle,20112012,S.J,22,1,1,4,2,3,17,1,8,31
Michal Handzus,20112012,S.J,26,0,1,4,2,10,1,0,0,4
Jamie McGinn,20112012,S.J,64,0,1,8,2,5,3,0,5,5
PHX,28,0,2,11,0,11,6,2,1,8
PHX,37,1,2,9,0,4,7,1,2,4
PHX,89,0,2,9,2,5,4,1,3,5
Brad Winchester,20112012,S.J,10,0,2,4,1,2,1,1,0,0
Andrew Murray,20112012,S.J,28,0,0,1,2,0,1,1,2,2
S.J,60,0,0,1,0,1,5,3,9,11
S.J,69,1,2,1,2,6,4,1,2,3
PHX,14,0,1,7,0,5,4,1,3,6
PHX,17,0,6,16,0,10,7,1,4,6
Jason Demers,20112012,S.J,5,0,0,1,0,1,2,0,6,10
Jonathan Bernier,20112012,L.A,45,0,0,0,0,0,0,0,5,19
Derek Roy,20112012,BUF,9,0,3,7,2,7,11,2,6,11
Christian Ehrhoff,20112012,BUF,10,0,1,2,1,4,9,3,8,29
Drew Stafford,20112012,BUF,21,0,4,12,2,19,4,2,6,2
Ethan Moreau,20112012,L.A,17,1,0,0,1,1,1,0,0,0
Nathan Gerbe,20112012,BUF,42,0,3,3,2,10,5,0,3,5
Kevin Westgarth,20112012,L.A,19,0,1,0,0,1,0,1,0,2
Josh Gorges,20112012,MTL,26,1,0,1,3,4,7,7,16,26
Travis Moen,20112012,MTL,32,1,1,6,0,5,2,2,1,3
Yannick Weber,20112012,MTL,68,0,0,0,0,5,5,0,5,7
Tanner Glass,20112012,WPG,15,0,1,4,3,3,5,2,3,5
Bryan Little,20112012,WPG,18,1,1,14,1,9,4,5,7,8
Blake Wheeler,20112012,WPG,26,0,1,9,5,19,12,2,6,12
Johnny Oduya,20112012,WPG,29,0,1,1,4,2,5,0,5,15
Ondrej Pavelec,20112012,WPG,31,0,0,0,0,0,2,10,26,91
Brian Gionta,20112012,MTL,21,1,0,5,0,5,1,0,2,5
Raphael Diaz,20112012,MTL,61,0,1,2,0,1,6,1,6,13
Max Pacioretty,20112012,MTL,67,0,8,19,4,10,8,2,4,7
Jim Slater,20112012,WPG,19,0,4,8,0,6,2,2,3,5
Chris Thorburn,20112012,WPG,22,0,0,4,2,3,1,1,2,4
Dustin Byfuglien,20112012,WPG,33,0,3,4,3,9,12,2,6,25
Andrei Kostitsyn,20112012,MTL,46,0,3,6,1,4,6,3,2,4
David Desharnais,20112012,MTL,51,1,3,9,3,14,9,3,10,12
Mathieu Darche,20112012,MTL,52,0,0,3,0,2,3,0,1,3
Mark Stuart,20112012,WPG,5,0,0,2,0,4,7,3,9,17
WPG,8,0,1,9,2,5,6,3,5,9
Brett MacLean,20112012,WPG,25,0,0,0,0,0,1,0,1,1
Nik Antropov,20112012,WPG,80,0,1,9,0,10,3,2,0,9
Alexander Burmistrov,20112012,WPG,6,0,0,0,0,6,2,3,7,23
Matt Niskanen,20112012,PIT,2,0,0,1,1,3,8,2,13,26
Joe Vitale,20112012,PIT,46,0,2,2,1,4,4,1,2,3
Cam Barker,20112012,EDM,13,0,0,1,0,0,0,1,5,9
Devan Dubnyk,20112012,EDM,40,0,0,0,0,0,0,7,15,59
EDM,58,1,0,0,1,10,7,2,10,20
Ales Hemsky,20112012,EDM,83,1,1,7,0,11,5,1,2,4
Ryan Nugent-Hopkins,20112012,EDM,93,0,3,10,2,6,6,1,5,9
Peter Mueller,20112012,COL,88,0,2,3,1,4,0,0,0,2
Tuukka Rask,20112012,BOS,40,0,0,0,0,0,0,3,10,28
Tim Gleason,20112012,CAR,6,0,0,1,5,4,5,3,12,23
Brandon Sutter,20112012,CAR,16,0,9,3,5,7,2,2,0,5
Patrick Dwyer,20112012,CAR,39,0,1,2,2,2,2,0,4,6
Adam Larsson,20112012,N.J,5,0,0,2,1,4,6,2,14,16
Adam Henrique,20112012,N.J,14,0,2,9,2,10,12,0,6,8
Eric Boulton,20112012,N.J,22,0,0,0,0,0,0,0,0,0
Chad LaRose,20112012,CAR,59,2,3,7,0,4,5,4,4,3
Mark Fayne,20112012,N.J,7,0,0,0,0,4,1,2,5,7
Zach Parise,20112012,N.J,9,2,2,15,5,9,10,0,4,4
Petr Sykora,20112012,N.J,15,0,3,14,4,7,10,0,4,9
Jacob Josefson,20112012,N.J,16,0,0,2,0,4,3,0,2,3
Anthony Stewart,20112012,CAR,13,0,0,9,2,3,4,0,4,1
Stephane Veilleux,20112012,MIN,19,0,0,0,0,0,5,1,1,0
Kyle Brodziak,20112012,MIN,21,1,6,9,3,7,6,0,1,3
Frans Nielsen,20112012,NYI,51,0,2,10,3,7,8,2,2,6
Derek Smith,20112012,CGY,27,0,1,1,2,3,0,1,1,14
Henrik Karlsson,20112012,CGY,35,0,0,0,0,0,0,0,3,8
Alexander Steen,20112012,STL,20,0,3,9,0,8,3,3,6,3
