Name,Year,Team,Number,NonAssistGoal,1stAssistGoal,2ndAssistGoal,1stAssist,2ndAssisted1stAssist,2ndAssist,NonAssistPlayers,1stAssistPlayers,2ndAssistPlayers
Ryan Johansen,20122013,CBJ,19,0,0,0,0,1,0,0,0,5
Vinny Prospal,20122013,CBJ,22,0,0,4,0,1,2,0,1,1
Fedor Tyutin,20122013,CBJ,51,0,0,0,0,4,1,0,0,2
Nick Foligno,20122013,CBJ,71,0,0,1,0,1,1,0,2,3
Sergei Bobrovsky,20122013,CBJ,72,0,0,0,0,0,0,0,2,14
David Legwand,20122013,NSH,11,0,1,1,0,0,1,0,0,4
Matt Halischuk,20122013,NSH,24,0,0,0,0,0,0,0,0,0
Pekka Rinne,20122013,NSH,35,0,0,0,0,0,0,0,0,17
Roman Josi,20122013,NSH,59,0,0,0,0,3,3,0,0,8
Cam Atkinson,20122013,CBJ,13,0,0,1,0,1,0,0,0,1
Derek MacKenzie,20122013,CBJ,24,0,0,0,0,0,0,0,0,0
Martin Erat,20122013,NSH,10,0,0,1,0,5,1,0,0,2
Mike Fisher,20122013,NSH,12,0,0,1,0,1,3,0,0,6
Patric Hornqvist,20122013,NSH,27,0,0,4,0,0,3,0,0,0
Sergei Kostitsyn,20122013,NSH,74,0,0,1,0,2,0,0,0,6
PHX,8,0,0,1,0,0,1,0,0,0
PHX,17,0,0,2,0,6,4,0,0,3
PHX,28,0,0,1,0,0,1,0,1,5
PHX,41,0,0,0,0,0,0,1,3,11
PHX,53,0,0,0,0,0,3,0,0,3
Derek Roy,20122013,DAL,11,0,0,1,0,4,1,0,0,2
Antoine Roussel,20122013,DAL,21,0,0,2,1,2,5,0,2,5
Kari Lehtonen,20122013,DAL,32,0,0,0,0,0,1,0,2,15
Alex Goligoski,20122013,DAL,33,0,0,0,1,6,4,0,0,8
PHX,11,0,0,4,0,1,2,0,1,5
PHX,23,0,0,0,0,5,3,0,3,4
PHX,89,0,1,2,0,2,2,0,0,3
Brenden Morrow,20122013,DAL,10,0,0,1,0,1,0,0,0,4
Ray Whitney,20122013,DAL,13,0,1,3,0,2,5,0,0,0
Jaromir Jagr,20122013,DAL,68,0,1,5,0,2,1,0,2,4
PHX,26,0,0,2,0,2,2,0,0,6
Reilly Smith,20122013,DAL,18,0,0,0,0,0,0,0,0,2
Cody Eakin,20122013,DAL,20,0,0,3,0,0,0,0,0,3
PHX,50,0,0,3,0,0,0,1,1,1
Tyson Barrie,20122013,COL,4,0,0,0,0,0,0,0,0,0
John Mitchell,20122013,COL,7,0,0,1,0,2,0,0,0,1
Ryan Wilson,20122013,COL,44,0,0,0,0,0,0,0,0,0
Gabriel Landeskog,20122013,COL,92,0,0,0,0,0,2,0,1,7
Zach Parise,20122013,MIN,11,0,0,7,0,3,3,0,0,6
Dany Heatley,20122013,MIN,15,0,0,3,0,3,1,0,0,5
Ryan Suter,20122013,MIN,20,0,0,3,0,3,8,0,0,7
Niklas Backstrom,20122013,MIN,32,0,0,0,0,0,0,0,0,21
Pierre-Marc Bouchard,20122013,MIN,96,0,0,0,0,0,2,0,0,4
Jan Hejda,20122013,COL,8,0,0,0,0,0,0,0,0,0
COL,41,0,0,1,0,3,1,0,1,1
David Jones,20122013,COL,54,0,1,0,0,0,0,0,0,1
Teemu Selanne,20122013,ANA,8,0,1,2,2,2,0,0,0,6
Bobby Ryan,20122013,ANA,9,0,0,2,0,4,0,0,3,5
Corey Perry,20122013,ANA,10,0,1,4,0,2,3,1,3,6
Ryan Getzlaf,20122013,ANA,15,0,0,4,1,8,2,1,3,1
Sheldon Souray,20122013,ANA,44,1,1,0,0,1,2,0,2,4
Kevin Bieksa,20122013,VAN,3,0,0,2,0,0,1,2,0,3
Andrew Ebbett,20122013,VAN,25,0,0,0,0,0,0,0,0,1
Manny Malhotra,20122013,VAN,27,0,0,0,0,0,0,0,0,0
Cory Schneider,20122013,VAN,35,0,0,0,0,0,0,1,1,13
Maxim Lapierre,20122013,VAN,40,0,0,0,0,0,0,0,0,0
Dan Hamhuis,20122013,VAN,2,0,0,0,0,2,4,1,0,1
Alexandre Burrows,20122013,VAN,14,0,0,1,0,1,1,0,1,6
Mason Raymond,20122013,VAN,21,2,0,2,0,1,1,0,0,3
Saku Koivu,20122013,ANA,11,0,0,4,0,3,1,0,0,0
Francois Beauchemin,20122013,ANA,23,0,0,1,0,2,5,1,0,5
Toni Lydman,20122013,ANA,32,0,0,0,0,0,0,0,0,1
Daniel Winnik,20122013,ANA,34,0,0,0,0,0,0,0,0,0
Daniel Sedin,20122013,VAN,22,0,0,3,0,5,4,0,1,5
Alexander Edler,20122013,VAN,23,0,0,5,0,2,3,0,0,4
Henrik Sedin,20122013,VAN,33,0,0,1,1,7,4,0,0,4
Jannik Hansen,20122013,VAN,36,0,0,1,0,2,0,1,1,8
Jason Garrison,20122013,VAN,5,0,1,2,0,1,2,1,0,5
Sean Couturier,20122013,PHI,14,0,0,0,0,2,2,0,0,1
Scott Laughton,20122013,PHI,21,0,0,0,0,0,0,0,0,0
Max Talbot,20122013,PHI,25,0,0,0,0,0,0,0,0,0
Drew Stafford,20122013,BUF,21,0,0,0,0,1,2,0,0,7
Thomas Vanek,20122013,BUF,26,0,0,9,0,2,3,1,0,4
Jason Pominville,20122013,BUF,29,0,0,1,0,3,2,1,0,6
Ryan Miller,20122013,BUF,30,0,0,0,0,0,0,1,0,14
Tyler Ennis,20122013,BUF,63,1,0,1,0,5,7,0,0,5
Ruslan Fedotenko,20122013,PHI,26,0,0,0,0,0,0,0,0,0
Christian Ehrhoff,20122013,BUF,10,0,0,1,0,6,2,1,0,8
Scott Hartnell,20122013,PHI,19,0,0,4,0,1,0,0,3,7
Jakub Voracek,20122013,PHI,93,0,1,7,0,4,5,0,2,10
Cody Hodgson,20122013,BUF,19,0,0,3,0,1,1,0,0,7
Andrej Sekera,20122013,BUF,44,0,0,0,0,0,0,0,0,1
Andrej Meszaros,20122013,PHI,41,0,0,0,0,1,0,0,0,0
Tyler Myers,20122013,BUF,57,0,0,1,0,0,2,0,0,1
Craig Adams,20122013,PIT,27,0,0,0,0,0,0,0,0,0
Brooks Orpik,20122013,PIT,44,0,0,0,0,0,0,0,0,0
Tomas Vokoun,20122013,PIT,92,0,0,0,0,0,0,0,0,17
Brad Richards,20122013,NYR,19,0,0,3,0,4,2,0,1,4
Derek Stepan,20122013,NYR,21,0,0,4,0,2,4,0,0,4
Ryan Callahan,20122013,NYR,24,0,0,6,0,1,1,0,0,7
Henrik Lundqvist,20122013,NYR,30,0,0,0,0,0,0,0,2,20
Rick Nash,20122013,NYR,61,0,0,3,0,4,2,0,1,5
James Neal,20122013,PIT,18,0,1,8,0,4,3,0,1,8
Kris Letang,20122013,PIT,58,0,0,1,0,5,7,0,2,12
Evgeni Malkin,20122013,PIT,71,0,0,4,0,8,6,0,1,6
Sidney Crosby,20122013,PIT,87,0,0,3,2,7,5,0,0,5
Marc Staal,20122013,NYR,18,0,0,1,0,1,1,0,1,0
Brian Boyle,20122013,NYR,22,0,0,0,0,1,0,0,0,2
Chris Kunitz,20122013,PIT,14,0,1,7,0,4,3,0,1,12
Carl Hagelin,20122013,NYR,62,0,0,1,0,0,0,0,0,1
Patrick Marleau,20122013,S.J,12,0,1,5,0,4,3,1,0,10
Joe Thornton,20122013,S.J,19,0,0,1,1,9,9,1,0,4
Dan Boyle,20122013,S.J,22,1,0,4,0,4,4,0,1,7
Antti Niemi,20122013,S.J,31,0,0,0,0,0,0,1,2,25
Logan Couture,20122013,S.J,39,0,0,7,0,1,4,1,1,9
Mark Giordano,20122013,CGY,5,0,0,1,0,0,1,0,0,12
Matt Stajan,20122013,CGY,18,0,0,0,0,0,0,0,0,1
Lee Stempniak,20122013,CGY,22,0,0,4,0,0,1,0,0,0
Miikka Kiprusoff,20122013,CGY,34,0,0,0,0,0,1,0,1,11
TJ Galiardi,20122013,S.J,21,0,0,1,0,1,0,0,0,0
Michal Handzus,20122013,S.J,26,0,0,0,0,0,0,0,0,0
Mikael Backlund,20122013,CGY,11,0,1,1,0,0,2,0,0,4
CGY,47,0,0,0,0,0,0,0,0,4
Steve Begin,20122013,CGY,25,0,0,0,0,0,0,0,1,0
Devan Dubnyk,20122013,EDM,40,0,0,0,0,0,0,0,0,25
EDM,64,0,0,5,0,3,1,0,0,4
Ales Hemsky,20122013,EDM,83,0,0,5,0,1,3,0,0,7
Sam Gagner,20122013,EDM,89,0,0,4,0,6,4,0,0,1
Ryan Smyth,20122013,EDM,94,0,0,0,0,1,0,0,0,4
Viktor Stalberg,20122013,CHI,25,0,0,0,0,2,0,0,0,7
Ray Emery,20122013,CHI,30,0,0,0,0,0,0,0,0,9
Dave Bolland,20122013,CHI,36,0,0,1,0,1,0,0,0,4
PHX,16,0,0,0,0,0,0,0,0,0
B.J. Crombeen,20122013,T.B,19,0,0,0,0,0,0,0,0,0
Nick Spaling,20122013,NSH,13,0,0,1,1,0,0,0,0,0
Hal Gill,20122013,NSH,75,0,0,0,0,0,0,0,0,0
Robyn Regehr,20122013,BUF,24,0,0,0,0,0,0,0,0,0
Filip Kuba,20122013,FLA,17,0,0,0,0,2,2,0,0,4
Daniel Alfredsson,20122013,OTT,11,0,0,3,0,3,5,0,1,4
Patrick Wiercioch,20122013,OTT,46,0,0,3,1,4,2,0,0,4
Mark Stone,20122013,OTT,61,0,0,1,0,0,1,0,1,4
Guillaume Latendresse,20122013,OTT,73,0,0,1,0,0,0,0,1,3
Brian Lashoff,20122013,DET,23,0,0,0,0,0,0,0,0,0
Derick Brassard,20122013,CBJ,16,0,0,1,0,5,1,0,1,1
R.J. Umberger,20122013,CBJ,18,0,1,1,0,0,3,0,1,6
James Wisniewski,20122013,CBJ,21,0,0,4,0,0,1,0,1,3
Henrik Zetterberg,20122013,DET,40,0,0,3,0,10,9,1,0,4
ANA,55,0,0,0,0,0,0,0,0,1
Mike Cammalleri,20122013,CGY,13,0,0,4,2,5,3,0,0,2
Curtis Glencross,20122013,CGY,20,0,0,3,0,2,0,0,1,4
CGY,26,0,1,3,0,3,6,0,1,3
Alex Tanguay,20122013,CGY,40,0,0,2,0,4,3,0,1,5
Luca Sbisa,20122013,ANA,5,0,0,0,0,0,3,0,0,2
Nick Bonino,20122013,ANA,13,0,0,1,1,1,0,0,0,8
ANA,77,0,0,0,0,0,0,0,0,0
Olli Jokinen,20122013,WPG,12,0,0,0,0,1,0,0,0,5
Troy Brouwer,20122013,WSH,20,0,1,5,1,7,1,0,1,19
Nik Antropov,20122013,WPG,80,0,0,2,0,1,0,0,2,2
Andrew Ladd,20122013,WPG,16,0,0,3,0,1,2,0,1,5
Roman Hamrlik,20122013,WSH,44,0,0,0,0,0,0,0,0,0
Adam Hall,20122013,T.B,18,0,0,0,0,0,0,0,0,0
Mathieu Garon,20122013,T.B,32,0,0,0,0,0,0,0,0,6
Eric Staal,20122013,CAR,12,0,0,3,1,4,1,0,2,6
Alexander Semin,20122013,CAR,28,0,2,2,0,2,3,0,2,5
Jeff Skinner,20122013,CAR,53,0,0,4,0,3,1,0,3,5
Tim Brent,20122013,CAR,37,0,0,0,0,0,2,0,1,1
Jerred Smithson,20122013,FLA,25,0,0,0,0,0,0,0,0,0
Scott Clemmensen,20122013,FLA,30,0,0,0,0,0,0,0,0,4
Mike Weaver,20122013,FLA,43,0,0,0,0,0,0,0,0,0
David Desharnais,20122013,MTL,51,0,0,2,0,2,3,0,0,9
Max Pacioretty,20122013,MTL,67,0,0,4,0,4,4,0,0,4
Erik Cole,20122013,MTL,72,0,0,0,0,0,1,0,0,7
Andrei Markov,20122013,MTL,79,0,0,8,1,9,4,0,1,9
Alexei Emelin,20122013,MTL,74,0,0,0,0,0,0,0,0,0
Ilya Kovalchuk,20122013,N.J,17,0,0,2,2,2,8,1,0,10
Travis Zajac,20122013,N.J,19,0,0,1,0,2,1,0,1,12
David Clarkson,20122013,N.J,23,0,0,6,0,2,0,1,1,8
Brandon Yip,20122013,NSH,18,0,0,0,0,0,0,0,1,0
Scott Hannan,20122013,NSH,22,0,0,0,0,0,0,0,1,0
Chris Mason,20122013,NSH,30,0,0,0,0,0,0,0,1,4
Kyle Brodziak,20122013,MIN,21,0,0,1,0,1,0,0,0,4
Tom Gilbert,20122013,MIN,77,0,0,1,0,2,1,0,0,3
Barret Jackman,20122013,STL,5,0,0,0,0,0,0,0,0,0
Patrik Berglund,20122013,STL,21,0,0,5,0,1,0,0,0,5
Brent Seabrook,20122013,CHI,7,0,0,3,0,2,2,0,0,0
Andrew Shaw,20122013,CHI,65,0,0,2,0,0,0,0,0,6
Marcus Kruger,20122013,CHI,16,0,0,0,0,1,1,0,0,0
Michael Frolik,20122013,CHI,67,0,0,0,0,0,0,0,0,0
Alec Martinez,20122013,L.A,27,0,0,0,0,0,1,0,0,0
Davis Drewiske,20122013,L.A,44,0,0,1,0,0,0,0,0,0
Jeff Carter,20122013,L.A,77,0,1,7,0,2,0,0,1,11
Jamie McGinn,20122013,COL,11,0,1,2,0,2,2,0,1,4
Milan Hejduk,20122013,COL,23,0,0,2,0,1,0,0,1,3
Paul Stastny,20122013,COL,26,0,0,2,1,1,6,0,1,2
Ryan Whitney,20122013,EDM,6,0,0,0,0,2,5,0,0,4
Magnus Paajarvi,20122013,EDM,91,0,0,2,0,0,0,0,0,3
Brad Stuart,20122013,S.J,7,0,0,0,0,0,0,0,0,1
Nail Yakupov,20122013,EDM,10,0,0,3,0,0,1,0,0,8
Jordan Eberle,20122013,EDM,14,0,0,3,0,4,2,0,0,10
Justin Schultz,20122013,EDM,19,0,0,4,0,2,9,0,0,4
Yann Danis,20122013,EDM,34,0,0,0,0,0,0,0,0,3
Ryan Nugent-Hopkins,20122013,EDM,93,0,0,2,0,6,3,0,0,8
Adam Burish,20122013,S.J,37,0,0,0,0,0,0,0,0,0
Ladislav Smid,20122013,EDM,5,0,0,0,0,0,0,0,0,0
Eric Belanger,20122013,EDM,20,0,0,0,0,0,0,0,0,0
Lennart Petrell,20122013,EDM,37,0,0,0,0,0,0,0,0,0
James Reimer,20122013,TOR,34,0,0,0,0,0,0,0,2,19
Clarke MacArthur,20122013,TOR,16,0,0,2,0,1,1,0,0,2
Patrice Bergeron,20122013,BOS,37,0,0,2,1,1,0,0,0,2
Tuukka Rask,20122013,BOS,40,0,0,0,0,0,1,0,0,8
Chris Bourque,20122013,BOS,48,0,0,0,0,1,2,0,0,1
Rich Peverley,20122013,BOS,49,0,0,2,0,1,3,0,1,2
Brad Marchand,20122013,BOS,63,0,1,3,0,0,0,0,0,4
Ryan McDonagh,20122013,NYR,27,0,0,0,1,0,0,0,0,0
Dennis Wideman,20122013,CGY,6,0,0,0,0,0,0,0,0,0
Blair Jones,20122013,CGY,19,0,0,0,0,0,0,0,0,0
Jordan Schroeder,20122013,VAN,45,0,0,1,0,0,0,2,0,2
Jarome Iginla,20122013,CGY,12,0,0,2,0,2,2,0,0,7
Keith Ballard,20122013,VAN,4,0,0,0,0,0,0,0,0,1
Marian Gaborik,20122013,CBJ,10,0,0,1,0,1,3,0,1,2
Artem Anisimov,20122013,CBJ,42,0,0,1,0,0,0,0,0,3
Brad Boyes,20122013,NYI,24,0,0,1,0,8,4,0,0,9
Matt Moulson,20122013,NYI,26,0,0,8,0,6,1,0,0,5
John Tavares,20122013,NYI,91,0,0,9,0,1,6,0,0,6
Wayne Simmonds,20122013,PHI,17,0,0,6,0,5,5,0,2,6
J.T. Miller,20122013,NYR,10,0,0,1,1,2,3,0,1,3
Taylor Pyatt,20122013,NYR,14,0,1,0,0,0,1,0,0,0
Bruno Gervais,20122013,PHI,27,0,0,0,0,0,0,0,0,0
Michal Neuvirth,20122013,WSH,30,0,0,0,0,0,0,0,0,6
Jay Beagle,20122013,WSH,83,0,0,0,0,0,0,0,0,0
Marcus Johansson,20122013,WSH,90,1,0,2,0,1,0,0,0,0
Chris Phillips,20122013,OTT,4,0,0,1,0,0,0,0,0,5
Colin Greening,20122013,OTT,14,0,1,1,0,2,0,0,0,4
Zack Smith,20122013,OTT,15,0,0,0,0,1,1,0,0,1
Chris Neil,20122013,OTT,25,0,0,0,0,0,3,0,1,2
Jack Skille,20122013,FLA,12,0,0,0,0,0,0,0,0,0
DAL,58,0,0,1,0,0,0,0,0,0
Vernon Fiddler,20122013,DAL,38,0,0,1,0,0,1,0,0,0
Mike Richards,20122013,L.A,10,0,0,6,1,4,4,0,1,7
PHX,19,0,0,0,0,1,2,1,1,2
PHX,4,0,0,0,0,0,0,0,2,0
PHX,15,0,0,0,1,1,0,0,0,0
PHX,3,0,0,5,1,2,2,1,1,6
Andrew Desjardins,20122013,S.J,10,0,0,0,0,0,0,0,0,0
Justin Braun,20122013,S.J,61,0,0,0,0,1,0,0,1,1
Dan Ellis,20122013,CAR,31,0,0,0,0,0,1,0,1,6
Patrick Kaleta,20122013,BUF,36,0,0,0,0,0,0,0,0,0
Jochen Hecht,20122013,BUF,55,0,0,0,0,0,0,0,0,0
Jussi Jokinen,20122013,CAR,36,0,0,2,0,0,1,0,0,0
Anton Volchenkov,20122013,N.J,28,0,0,0,0,0,0,0,0,0
Kyle Turris,20122013,OTT,7,0,0,3,0,4,2,0,2,2
Ben Bishop,20122013,OTT,30,0,0,0,0,0,0,0,0,4
Benoit Pouliot,20122013,T.B,67,0,0,0,0,2,1,0,0,1
Cal Clutterbuck,20122013,MIN,22,0,0,0,0,0,0,0,0,0
Josh Harding,20122013,MIN,37,0,0,0,0,0,0,0,0,2
Damien Brunner,20122013,DET,24,0,0,3,0,7,0,0,0,9
Johan Franzen,20122013,DET,93,0,0,6,0,3,2,1,0,10
Jonas Brodin,20122013,MIN,25,0,0,1,0,1,0,0,0,3
Pavel Datsyuk,20122013,DET,13,0,0,8,0,2,5,1,0,11
Matt Beleskey,20122013,ANA,39,0,0,2,0,0,0,1,0,0
Zack Kassian,20122013,VAN,9,0,0,2,0,1,0,1,0,0
Andrew Cogliano,20122013,ANA,7,0,0,0,0,0,0,0,0,0
Erik Johnson,20122013,COL,6,0,0,0,0,0,0,0,0,3
Matt Duchene,20122013,COL,9,0,0,2,0,4,3,0,0,5
Joe Pavelski,20122013,S.J,8,0,0,5,0,3,2,1,1,11
Chuck Kobasew,20122013,COL,12,0,0,0,0,0,0,0,0,0
Ryane Clowe,20122013,S.J,29,0,0,0,0,2,0,0,1,1
Marc-Edouard Vlasic,20122013,S.J,44,0,0,0,0,0,0,0,0,1
James van Riemsdyk,20122013,TOR,21,0,0,5,0,1,0,0,2,10
TOR,24,0,0,0,0,1,0,0,0,2
Mikhail Grabovski,20122013,TOR,84,0,0,0,0,0,3,0,0,4
Daniel Briere,20122013,PHI,48,0,0,3,0,0,3,0,0,7
Mike Knuble,20122013,PHI,9,0,0,1,0,0,1,0,0,2
Brayden Schenn,20122013,PHI,10,0,0,2,0,6,2,0,0,3
Matt Read,20122013,PHI,24,0,0,1,0,1,1,0,2,4
Scott Nichol,20122013,STL,12,0,0,0,0,0,0,0,0,0
Vladimir Sobotka,20122013,STL,17,0,0,1,0,1,1,0,0,0
Cristopher Nilstorp,20122013,DAL,41,0,0,0,0,0,0,0,1,3
Michael Ryder,20122013,DAL,73,0,1,1,0,2,2,0,0,2
Trevor Lewis,20122013,L.A,22,0,0,0,0,0,0,0,0,3
Roman Cervenka,20122013,CGY,10,0,0,1,0,1,2,0,1,3
Jiri Hudler,20122013,CGY,24,0,0,4,0,2,1,0,1,3
Travis Moen,20122013,MTL,32,0,0,0,0,0,0,0,0,0
Nicklas Grossmann,20122013,PHI,8,0,0,0,0,0,0,0,0,0
Michael Leighton,20122013,PHI,49,0,0,0,0,0,0,0,0,0
