"","Name","pos","Team","Gm","season","Age","Salary","AAV","HIT","HIT-","A1","A2","SH","MS","BK","AB","GV","TK","PN","PN-","PenD60","TOI","TOIoff","TOI%"
"hamildo9320132014","Dougie.Hamilton","D","BOS",64,"20132014",20,"0.925","0.894",67,96,4,8,81,43,51,42,24,17,15,3,-0.71,1011.67,2106.62,32.44
"demerja8820132014","Jason.Demers","D","S.J",75,"20132014",25,"1.500","1.500",61,112,9,8,72,40,56,86,57,30,8,9,0.05,1154.05,2480.46,31.75
"braunju8720132014","Justin.Braun","D","S.J",82,"20132014",26,"1.250","1.250",69,181,5,8,96,41,87,99,36,34,7,7,0,1368.87,2581.95,34.65
"shattke8920132014","Kevin.Shattenkirk","D","STL",81,"20132014",24,"3.300","4.250",66,96,4,10,107,44,92,88,28,32,13,7,-0.29,1250.96,2545.95,32.95
"voracja8920132014","Jakub.Voracek","R","PHI",82,"20132014",24,"4.500","4.250",17,85,12,8,137,50,78,15,22,30,5,13,0.45,1055.73,2690.88,28.18
"seminal8420132014","Alexander.Semin","R","CAR",65,"20132014",29,"7.000","7.000",19,58,10,4,134,90,94,25,41,40,15,13,-0.12,979.1,2144.35,31.35
"sedinhe8020132014","Henrik.Sedin","C","VAN",70,"20132014",32,"6.100","6.100",38,49,12,13,63,27,26,12,23,17,14,14,0,1023.8,2301.59,30.79
"backeda8420132014","David.Backes","RC","STL",74,"20132014",29,"4.750","4.500",242,78,10,13,110,40,35,35,14,25,20,12,-0.46,1036.63,2446.41,29.76
"staalma8720132014","Marc.Staal","D","NYR",72,"20132014",26,"3.875","3.975",69,102,4,4,82,38,72,64,40,33,6,3,-0.14,1245.54,2220.93,35.93
"bouwmja8320132014","Jay.Bouwmeester","D","STL",82,"20132014",29,"6.600","6.680",37,107,10,13,110,47,55,71,17,12,7,7,0,1437.36,2407.2,37.39
"kanexpa8820132014","Patrick.Kane","R","CHI",69,"20132014",24,"6.500","6.300",13,90,16,7,146,61,66,13,19,37,10,12,0.11,1054.68,2296.34,31.47
"koivumi8320132014","Mikko.Koivu","C","MIN",65,"20132014",30,"7.290","6.750",28,43,13,6,103,51,44,26,15,39,8,11,0.19,943.6,2186.7,30.14
"richabr8020132014","Brad.Richards","C","NYR",82,"20132014",33,"9.000","6.667",22,40,12,3,154,70,76,36,31,29,4,6,0.1,1167.88,2771.72,29.64
"sobotvl8720132014","Vladimir.Sobotka","C","STL",61,"20132014",26,"1.400","1.300",101,70,7,7,74,42,45,19,6,18,15,14,-0.08,776.98,2074.57,27.25
"stollja8220132014","Jarret.Stoll","C","L.A",78,"20132014",31,"3.250","3.250",174,82,11,3,76,42,38,37,14,8,14,5,-0.59,914.58,2708.15,25.25
"rozsimi7820132014","Michal.Rozsival","D","CHI",42,"20132014",35,"2.650","2.200",62,121,3,4,36,10,26,37,22,14,13,1,-1.15,624.79,1409.33,30.72
"parisza8420132014","Zach.Parise","L","MIN",67,"20132014",29,"12.000","7.538",62,70,11,7,141,48,46,37,13,37,12,14,0.12,974.56,2253.07,30.19
"staaljo8820132014","Jordan.Staal","C","CAR",82,"20132014",25,"6.000","6.000",174,128,10,3,106,66,39,29,32,36,12,12,0,1150.79,2790.41,29.2
"tatarto9020132014","Tomas.Tatar","LR","DET",73,"20132014",22,"0.650","0.630",74,76,10,5,103,39,52,19,10,38,9,13,0.28,852.98,2586.87,24.8
"faynema8720132014","Mark.Fayne","D","N.J",72,"20132014",26,"1.400","1.300",73,109,3,4,78,30,68,64,27,10,14,5,-0.48,1124.92,2354.38,32.33
"jokinju8320132014","Jussi.Jokinen","C","PIT",81,"20132014",30,"3.000","3.000",32,61,11,7,121,37,54,30,40,21,5,10,0.29,1020.73,2839.27,26.44
"timonki7520132014","Kimmo.Timonen","D","PHI",77,"20132014",38,"6.000","6.000",44,73,1,5,78,31,39,67,19,10,10,5,-0.31,961.77,2544.85,27.43
"hartnsc8220132014","Scott.Hartnell","L","PHI",78,"20132014",31,"6.000","4.750",144,95,12,8,134,60,47,35,30,14,17,22,0.29,1018.76,2544.82,28.59
"kreidch9120132014","Chris.Kreider","L","NYR",66,"20132014",22,"0.900","0.800",139,80,7,6,101,42,30,16,19,20,16,5,-0.76,862.95,2308.44,27.21
"wisnija8420132014","James.Wisniewski","D","CBJ",75,"20132014",29,"6.000","5.500",82,100,6,9,97,39,61,49,22,14,16,9,-0.36,1176.84,2292.03,33.93
"hedmavi9020132014","Victor.Hedman","D","T.B",75,"20132014",22,"3.000","4.000",77,111,16,8,117,56,80,76,32,24,20,5,-0.72,1248.23,2309.06,35.09
"bickebr8620132014","Bryan.Bickell","L","CHI",59,"20132014",27,"3.000","4.000",102,80,4,0,82,32,46,10,8,8,5,3,-0.19,632.88,2254.88,21.92
"martial8720132014","Alec.Martinez","D","L.A",61,"20132014",26,"1.100","1.100",83,109,2,4,40,45,54,66,24,3,5,5,0,779.65,2082.77,27.24
"oshietj8620132014","T.J..Oshie","LR","STL",79,"20132014",26,"NA","NA",73,92,17,10,94,46,38,40,17,45,10,19,0.5,1076.48,2628.55,29.05
"nealxja8720132014","James.Neal","RL","PIT",59,"20132014",26,"5.000","5.000",50,55,9,8,139,66,76,19,13,24,12,16,0.3,810.62,2012.65,28.71
"hagelca8820132014","Carl.Hagelin","L","NYR",72,"20132014",25,"2.100","2.250",60,107,7,8,122,41,56,20,28,22,15,14,-0.06,942.67,2536.53,27.09
"macarcl8520132014","Clarke.MacArthur","L","OTT",79,"20132014",28,"3.250","3.250",90,74,15,7,96,40,41,15,30,24,13,7,-0.36,1000.14,2678.92,27.18
"richami8520132014","Mike.Richards","CL","L.A",82,"20132014",28,"7.600","5.750",64,48,9,6,103,47,31,16,36,19,7,14,0.45,941.27,2869.61,24.7
"poulibe8620132014","Benoit.Pouliot","L","NYR",80,"20132014",26,"1.300","1.300",135,77,6,13,112,37,30,18,35,30,11,14,0.2,902.73,2934.37,23.53
"lucicmi8820132014","Milan.Lucic","L","BOS",80,"20132014",25,"5.500","6.000",225,111,12,9,102,56,54,20,58,29,12,10,-0.1,1156.16,2716.61,29.85
"iginlja7720132014","Jarome.Iginla","R","BOS",78,"20132014",36,"1.800","1.800",131,75,10,7,130,58,60,23,21,28,6,8,0.1,1149.99,2625.23,30.46
"niskama8620132014","Matt.Niskanen","D","PIT",81,"20132014",26,"2.500","2.300",111,178,3,18,100,43,77,67,34,14,18,4,-0.63,1324.17,2544,34.23
"berglpa8820132014","Patrik.Berglund","C","STL",78,"20132014",25,"3.250","3.250",82,71,5,9,107,35,48,24,8,37,9,3,-0.37,972.37,2675.24,26.66
"hjalmni8720132014","Niklas.Hjalmarsson","D","CHI",81,"20132014",26,"3.500","3.500",32,165,7,11,86,42,62,113,79,14,16,2,-0.6,1403.1,2544.86,35.54
"bergese8420132014","Sean.Bergenheim","L","FLA",62,"20132014",29,"2.750","2.750",95,78,8,3,140,61,39,16,12,23,9,12,0.22,816.11,2139.17,27.62
"campbbr7920132014","Brian.Campbell","D","FLA",82,"20132014",34,"7.143","7.143",38,119,6,9,69,36,58,88,33,31,8,6,-0.08,1595.96,2319.2,40.76
"smithbr8920132014","Brendan.Smith","D","DET",71,"20132014",24,"1.250","1.262",53,136,7,7,80,44,51,56,45,17,23,15,-0.41,1172.59,2165.77,35.12
"nashxri8420132014","Rick.Nash","LR","NYR",65,"20132014",29,"7.800","7.800",11,39,6,2,176,60,54,22,36,44,5,16,0.77,856.79,2290.37,27.22
"giroucl8820132014","Claude.Giroux","C","PHI",82,"20132014",25,"5.000","3.750",74,51,14,11,121,51,76,40,19,33,15,23,0.4,1187,2559.61,31.68
"burroal8120132014","Alex.Burrows","RL","VAN",49,"20132014",32,"6.000","4.500",75,62,3,2,76,40,40,17,11,18,8,11,0.28,637.05,1651.02,27.84
"regehro8020132014","Robyn.Regehr","D","L.A",79,"20132014",33,"3.000","3.000",181,156,5,5,62,31,51,60,32,1,16,3,-0.64,1213.68,2439.07,33.23
"crosbsi8720132014","Sidney.Crosby","C","PIT",80,"20132014",26,"12.000","8.700",41,72,24,11,149,59,50,26,32,35,17,20,0.14,1271.62,2547.08,33.3
"zubruda7820132014","Dainius.Zubrus","L","N.J",82,"20132014",35,"3.100","3.100",98,114,5,6,98,34,31,27,15,18,20,7,-0.67,1172.12,2771.3,29.72
"marlepa7920132014","Patrick.Marleau","LR","S.J",82,"20132014",34,"6.900","6.900",79,72,15,8,157,72,56,20,47,40,4,6,0.1,1165.47,2785.34,29.5
"boyleda7620132014","Dan.Boyle","D","S.J",75,"20132014",37,"6.667","6.667",40,91,4,4,81,26,59,79,46,21,13,10,-0.15,1227.94,2394.3,33.9
"greenma8320132014","Matt.Greene","D","L.A",38,"20132014",30,"3.250","2.950",91,63,3,1,31,25,21,37,27,0,12,2,-1.26,476.43,1296.73,26.87
"zidlima7720132014","Marek.Zidlicky","D","N.J",81,"20132014",36,"3.000","3.000",111,86,9,8,78,31,49,74,43,17,23,5,-0.77,1411.24,2481.17,36.26
"verstkr8620132014","Kris.Versteeg","LR","FLA/CHI",81,"20132014",27,"4.600","4.400",28,89,3,12,120,44,45,23,18,33,9,14,0.31,974.56,2956.01,24.79
"zuccama8720132014","Mats.Zuccarello","RL","NYR",77,"20132014",26,"1.150","1.150",105,92,19,4,106,39,44,37,29,38,7,23,0.95,1013.44,2686.46,27.39
"stepade9020132014","Derek.Stepan","C","NYR",82,"20132014",23,"2.300","3.075",29,78,16,6,129,66,48,39,26,42,6,8,0.11,1084.47,2855.13,27.53
"purcete8520132014","Teddy.Purcell","RL","T.B",81,"20132014",28,"4.500","4.500",12,72,13,3,110,46,35,10,29,30,3,8,0.29,1036.7,2800.26,27.02
"oduyajo8120132014","Johnny.Oduya","D","CHI",77,"20132014",31,"3.300","3.375",37,139,4,8,75,27,51,88,44,11,16,6,-0.47,1286.15,2465.17,34.29
"giordma8320132014","Mark.Giordano","D","CGY",64,"20132014",29,"4.000","4.020",58,91,7,8,107,48,98,70,32,25,15,8,-0.37,1128.97,1976.12,36.36
"frolimi8820132014","Michael.Frolik","R","WPG",81,"20132014",25,"1.900","2.333",39,126,15,8,153,60,78,41,20,48,4,10,0.32,1119.93,2702.03,29.3
"littlbr8720132014","Bryan.Little","C","WPG",82,"20132014",25,"4.000","4.700",77,54,17,12,108,37,36,28,23,30,11,11,0,1126.96,2749.38,29.07
"datsypa7820132014","Pavel.Datsyuk","CL","DET",45,"20132014",35,"6.700","6.700",27,68,7,6,72,30,40,16,19,45,3,14,0.99,663.32,1465.53,31.16
"brassde8720132014","Derick.Brassard","C","NYR",81,"20132014",25,"3.700","3.200",118,62,8,8,105,34,44,19,22,24,12,15,0.18,1009.12,2885.77,25.91
"bartkma8820132014","Matt.Bartkowski","D","BOS",64,"20132014",25,"0.650","0.650",129,79,7,10,84,37,77,39,25,9,11,3,-0.44,1080.28,2030.96,34.72
"turriky8920132014","Kyle.Turris","C","OTT",82,"20132014",24,"2.500","3.500",43,88,17,6,144,63,62,23,26,35,9,19,0.54,1114.56,2705.72,29.17
"loktian9020132014","Andrei.Loktionov","CL","N.J/CAR",68,"20132014",23,"0.725","0.725",33,64,9,2,60,36,30,14,8,29,5,6,0.08,760.98,2496.96,23.36
"krejcda8620132014","David.Krejci","C","BOS",80,"20132014",27,"5.250","5.250",68,89,15,16,119,43,34,48,39,40,7,17,0.49,1213.62,2661.36,31.32
"perryco8520132014","Corey.Perry","R","ANA",81,"20132014",28,"7.000","8.625",73,109,21,7,164,73,67,20,48,26,16,33,0.88,1164.37,2647.46,30.55
"laddxan8520132014","Andrew.Ladd","L","WPG",78,"20132014",27,"4.500","4.400",121,72,9,10,124,53,52,28,30,23,9,6,-0.17,1059.57,2624.68,28.76
"coutulo8920132014","Logan.Couture","C","S.J",65,"20132014",24,"3.000","2.875",14,76,11,6,131,56,41,48,31,33,7,9,0.14,865.88,2242.18,27.86
"ribeimi8020132014","Mike.Ribeiro","C","PHX",80,"20132014",33,"4.500","5.500",59,76,9,8,62,22,31,17,26,21,15,9,-0.33,1096.97,2720.18,28.74
"zibanmi9320132014","Mika.Zibanejad","C","OTT",69,"20132014",20,"0.925","0.894",110,69,9,3,108,60,28,22,15,25,4,13,0.69,784.98,2450.28,24.26
"staaler8420132014","Eric.Staal","CL","CAR",79,"20132014",28,"9.250","8.250",61,70,19,5,153,58,58,24,46,66,23,11,-0.6,1195.56,2593.31,31.55
"pominja8220132014","Jason.Pominville","R","MIN",82,"20132014",30,"5.500","5.300",22,73,13,5,125,57,51,25,12,36,3,20,0.89,1140.57,2805.51,28.9
"methoma8520132014","Marc.Methot","D","OTT",75,"20132014",28,"3.250","3.000",150,110,5,8,95,32,46,92,32,15,11,4,-0.32,1309.68,2176.54,37.57
"eliaspa7620132014","Patrik.Elias","CL","N.J",65,"20132014",37,"5.500","5.500",23,49,10,3,76,23,32,15,21,18,4,7,0.22,814.5,2350.92,25.73
"nyquigu8920132014","Gustav.Nyquist","LR","DET",57,"20132014",24,"0.850","0.950",16,57,11,5,91,40,36,11,15,31,5,10,0.41,729.89,1937.99,27.36
"donovma9020132014","Matt.Donovan","D","NYI",52,"20132014",23,"0.875","0.875",61,78,2,5,59,27,34,56,31,15,9,2,-0.54,773.05,1705.06,31.2
"wingeto8820132014","Tommy.Wingels","RL","S.J",77,"20132014",25,"0.850","0.775",203,98,4,10,127,49,46,42,39,19,10,15,0.3,1007.04,2697.82,27.18
"jackmba8120132014","Barret.Jackman","D","STL",79,"20132014",32,"3.250","3.167",79,99,5,7,70,32,43,92,25,17,19,6,-0.67,1162.47,2532.99,31.46
"sheahri9120132014","Riley.Sheahan","C","DET",42,"20132014",21,"0.740","0.785",21,44,10,1,38,21,15,15,8,15,3,10,0.86,489.93,1501.79,24.6
"hertlto9320132014","Tomas.Hertl","RL","S.J",37,"20132014",19,"0.925","0.925",37,47,5,5,64,26,29,13,14,18,1,5,0.51,466.27,1290.61,26.54
"rydermi8020132014","Michael.Ryder","R","N.J",82,"20132014",33,"3.500","3.500",48,101,4,7,113,43,50,10,15,22,8,8,0,1051.87,2891.56,26.67
"klinkro8620132014","Rob.Klinkhammer","L","PHX",72,"20132014",27,"0.600","0.625",166,80,6,3,92,42,29,6,13,13,5,11,0.46,782.81,2654.61,22.77
"keslery8420132014","Ryan.Kesler","C","VAN",77,"20132014",29,"5.000","5.000",119,81,6,5,122,66,49,47,21,34,13,19,0.31,1145.55,2507.9,31.36
"volchan8220132014","Anton.Volchenkov","D","N.J",56,"20132014",31,"4.250","4.250",103,88,5,1,41,32,38,40,6,7,9,10,0.08,731.8,1942.28,27.37
"pardyad8420132014","Adam.Pardy","D","WPG",60,"20132014",29,"0.600","0.600",74,116,2,4,46,20,32,46,28,14,13,4,-0.68,794.44,2041.72,28.01
"seguity9220132014","Tyler.Seguin","CR","DAL",80,"20132014",21,"4.500","5.750",46,36,21,8,163,64,53,23,31,58,2,18,0.85,1129.4,2614.12,30.17
"edleral8620132014","Alexander.Edler","D","VAN",63,"20132014",27,"3.250","5.000",97,144,1,5,116,47,102,107,24,21,18,7,-0.62,1072.93,1872.32,36.43
"condrer8620132014","Erik.Condra","RL","OTT",76,"20132014",27,"1.200","1.250",24,96,4,3,67,43,42,19,22,25,9,11,0.17,694.39,2845.22,19.62
"stantry8920132014","Ryan.Stanton","D","VAN",64,"20132014",24,"0.550","0.550",93,144,5,9,62,27,52,70,20,19,9,3,-0.4,900.16,2175.09,29.27
"maroopa8820132014","Patrick.Maroon","L","ANA",62,"20132014",25,"0.575","0.575",115,106,10,5,71,28,30,16,12,14,4,9,0.46,645.39,2275.68,22.09
"nelsobr9120132014","Brock.Nelson","CL","NYI",72,"20132014",21,"0.900","0.900",67,83,2,6,87,39,59,26,16,26,3,12,0.68,790.4,2645.93,23
"malkiev8620132014","Evgeni.Malkin","CR","PIT",60,"20132014",27,"7.500","8.700",21,85,16,6,80,30,37,15,43,28,15,25,0.69,873.72,1983.92,30.57
"spezzja8320132014","Jason.Spezza","C","OTT",75,"20132014",30,"5.000","7.000",17,47,18,6,136,58,60,19,53,36,17,4,-0.78,997.04,2483.57,28.65
"morinje9120132014","Jeremy.Morin","RL","CHI",24,"20132014",22,"0.725","0.735",20,29,5,1,38,14,16,2,0,9,3,6,0.86,209.76,963.14,17.88
"faulkju9220132014","Justin.Faulk","D","CAR",76,"20132014",21,"0.890","0.840",82,85,4,13,102,47,87,76,40,33,8,1,-0.32,1322.79,2333.35,36.18
"henriad9020132014","Adam.Henrique","CL","N.J",77,"20132014",23,"2.000","4.000",65,62,4,4,77,32,32,35,21,36,6,13,0.41,1017.31,2671.87,27.58
"filppva8420132014","Valtteri.Filppula","CL","T.B",75,"20132014",29,"4.000","5.000",28,87,9,6,82,22,27,27,19,43,5,18,0.71,1102.28,2440.94,31.11
"kunitch7920132014","Chris.Kunitz","L","PIT",78,"20132014",33,"3.725","3.725",140,85,12,9,135,50,61,21,34,24,15,13,-0.11,1120.75,2603.64,30.09
"lewistr8720132014","Trevor.Lewis","C","L.A",73,"20132014",26,"1.325","1.325",138,126,3,0,92,49,31,25,14,11,2,18,1.21,792.48,2616.39,23.25
"merrijo9220132014","Jon.Merrill","D","N.J",52,"20132014",21,"0.840","0.840",25,85,4,2,33,20,50,33,10,8,6,3,-0.21,842.56,1679.11,33.41
"cliffky9120132014","Kyle.Clifford","L","L.A",71,"20132014",22,"1.100","1.150",187,126,3,2,69,26,31,13,15,12,15,4,-0.96,690.83,2605.12,20.96
"spurgja8920132014","Jared.Spurgeon","D","MIN",67,"20132014",23,"1.500","2.667",67,91,9,5,60,45,50,73,14,13,7,7,0,1179.38,2056.91,36.44
"kronwni8120132014","Niklas.Kronwall","D","DET",79,"20132014",32,"6.000","4.750",69,85,4,12,49,34,38,96,37,14,18,3,-0.69,1300.66,2414.21,35.01
"gallabr9220132014","Brendan.Gallagher","R","MTL",81,"20132014",21,"0.715","0.685",36,130,7,13,160,65,89,34,20,38,20,19,-0.06,1069.47,2704.86,28.34
"bailejo8920132014","Josh.Bailey","RL","NYI",77,"20132014",23,"2.200","3.300",41,60,14,6,72,30,52,25,34,36,5,5,0,974.22,2685.07,26.62
"vatansa9120132014","Sami.Vatanen","D","ANA",48,"20132014",22,"0.900","0.785",62,76,6,3,42,26,32,41,18,10,6,6,0,698.72,1583.59,30.61
"kucheni9320132014","Nikita.Kucherov","RL","T.B",52,"20132014",20,"0.693","0.712",14,49,6,2,76,42,29,19,15,17,6,7,0.1,603.44,1886.72,24.23
"jurcoto9220132014","Tomas.Jurco","RL","DET",36,"20132014",20,"0.718","0.709",59,36,3,3,57,24,17,9,9,7,5,8,0.44,407.5,1312.1,23.7
"wiercpa9020132014","Patrick.Wiercioch","D","OTT",53,"20132014",23,"1.100","2.000",48,55,4,6,58,27,54,40,17,4,7,2,-0.44,677.8,1794.24,27.42
"gaborma8220132014","Marian.Gaborik","LR","CBJ/L.A",41,"20132014",31,"7.500","7.500",14,37,7,6,69,27,23,8,11,10,4,6,0.22,535.53,1424.03,27.33
"schleda8720132014","David.Schlemko","D","PHX",48,"20132014",26,"1.000","1.137",57,50,3,2,50,16,39,54,10,5,8,1,-0.66,638.41,1637.78,28.05
"michami8420132014","Milan.Michalek","LR","OTT",82,"20132014",28,"6.000","4.333",77,113,7,8,124,47,45,21,10,26,8,8,0,1064.42,2755.86,27.86
"ruututu8320132014","Tuomo.Ruutu","LR","CAR/N.J",76,"20132014",30,"5.000","4.750",210,142,6,10,75,48,43,31,30,32,15,16,0.06,948.17,2702.04,25.98
"mossxda8120132014","David.Moss","R","PHX",79,"20132014",31,"2.100","2.100",112,83,4,8,130,56,51,25,16,17,7,13,0.39,931.95,2827.08,24.79
"zettehe8020132014","Henrik.Zetterberg","CL","DET",45,"20132014",32,"7.500","6.083",18,43,11,6,90,36,34,10,17,23,9,9,0,676.18,1415.82,32.32
"dupuipa7920132014","Pascal.Dupuis","LR","PIT",39,"20132014",34,"4.000","3.750",65,32,11,2,82,31,27,21,11,11,3,6,0.31,572.46,1299.38,30.58
"dubinbr8620132014","Brandon.Dubinsky","CL","CBJ",76,"20132014",27,"4.650","4.200",216,69,16,7,117,50,49,24,16,18,23,16,-0.43,966.98,2549.42,27.5
"bernist8520132014","Steve.Bernier","R","N.J",78,"20132014",28,"0.775","0.775",112,78,3,5,91,31,22,23,12,22,5,8,0.2,899.75,2868,23.88
"bennxja8920132014","Jamie.Benn","L","DAL",81,"20132014",24,"5.000","5.250",103,88,13,16,171,88,71,48,51,46,11,19,0.44,1093.21,2691.88,28.88
"soderca8520132014","Carl.Soderberg","C","BOS",73,"20132014",27,"1.000","1.008",48,84,13,7,88,43,51,36,8,29,16,11,-0.35,857.22,2689.09,24.17
"broditj9020132014","T.J..Brodie","D","CGY",81,"20132014",23,"NA","NA",48,95,7,10,73,48,66,108,54,39,7,12,0.2,1538.15,2400.56,39.05
