Name,Year,Team,Number,NonAssistGoal,1stAssistGoal,2ndAssistGoal,1stAssist,2ndAssisted1stAssist,2ndAssist,NonAssistPlayers,1stAssistPlayers,2ndAssistPlayers
Sidney Crosby,20132014,PIT,87,1,7,27,5,29,34,2,6,26
Andy Greene,20132014,N.J,6,1,2,5,1,7,16,5,11,36
Stephen Gionta,20132014,N.J,11,0,1,3,2,2,3,0,0,3
Steve Bernier,20132014,N.J,18,0,1,2,0,4,5,2,1,10
Ryan Carter,20132014,N.J,20,0,1,6,1,1,1,0,2,1
Rob Scuderi,20132014,PIT,4,0,0,0,0,4,0,3,9,14
Chuck Kobasew,20132014,PIT,12,0,0,2,0,0,0,0,2,3
Brandon Sutter,20132014,PIT,16,3,0,10,1,7,5,0,2,6
Beau Bennett,20132014,PIT,19,0,1,2,1,1,2,0,0,5
Tanner Glass,20132014,PIT,15,0,1,3,1,4,4,1,0,1
Craig Adams,20132014,PIT,27,0,2,3,1,4,1,3,2,3
Brooks Orpik,20132014,PIT,44,0,0,2,0,3,8,4,15,28
Evgeni Malkin,20132014,PIT,71,1,6,16,7,28,14,3,4,23
TJ Brodie,20132014,CGY,7,0,0,4,2,9,16,4,12,34
Mikael Backlund,20132014,CGY,11,0,2,16,1,8,12,3,6,17
Lee Stempniak,20132014,CGY,22,1,1,6,3,6,6,1,3,14
Karri Ramo,20132014,CGY,31,0,0,0,0,0,1,2,19,71
Sean Monahan,20132014,CGY,23,0,4,18,3,5,4,0,3,15
Jiri Hudler,20132014,CGY,24,0,2,15,4,19,14,4,7,13
Michal Neuvirth,20132014,WSH,30,0,0,0,0,0,1,2,1,26
Curtis Glencross,20132014,CGY,20,1,1,10,0,5,7,0,0,7
Matt Stajan,20132014,CGY,18,0,5,8,4,13,2,0,3,7
Dennis Wideman,20132014,CGY,6,0,0,4,2,3,11,0,9,21
Lance Bouma,20132014,CGY,17,0,3,2,1,5,4,2,8,6
CGY,54,1,3,4,2,4,2,0,4,9
Brian McGrattan,20132014,CGY,16,0,0,4,0,3,1,0,4,3
Ben Street,20132014,CGY,38,0,0,0,0,0,1,0,0,2
TJ Galiardi,20132014,CGY,39,1,0,3,2,7,4,0,3,8
Kevin Klein,20132014,NSH,8,0,0,1,1,0,1,0,6,12
Craig Smith,20132014,NSH,15,0,7,17,1,14,13,1,7,13
Pekka Rinne,20132014,NSH,35,0,0,0,0,0,0,1,8,44
Gabriel Bourque,20132014,NSH,57,0,5,4,0,11,6,1,5,12
Victor Bartley,20132014,NSH,64,0,0,1,1,2,2,2,5,12
Jay Bouwmeester,20132014,STL,19,0,0,4,0,14,19,7,12,41
Alex Pietrangelo,20132014,STL,27,0,2,6,4,20,19,5,8,46
Maxim Lapierre,20132014,STL,40,0,2,7,1,4,1,0,3,5
Jaroslav Halak,20132014,STL,41,0,0,0,0,0,1,6,15,88
Ryan Reaves,20132014,STL,75,0,1,1,1,3,2,2,0,6
Mike Fisher,20132014,NSH,12,0,3,17,0,16,13,3,7,22
Nick Spaling,20132014,NSH,13,0,2,11,3,11,5,1,5,12
Eric Nystrom,20132014,NSH,24,2,2,10,0,1,5,0,8,4
Carter Hutton,20132014,NSH,30,0,0,0,1,0,0,5,19,71
NSH,42,0,1,0,2,2,4,2,10,18
Brenden Morrow,20132014,STL,10,0,0,13,0,8,4,1,4,8
Derek Roy,20132014,STL,12,0,0,9,2,14,12,0,3,12
Chris Stewart,20132014,STL,25,0,2,13,0,9,2,0,3,15
Roman Polak,20132014,STL,46,0,0,4,0,3,6,5,11,12
Paul Gaustad,20132014,NSH,28,1,2,7,4,3,4,2,5,3
Alexander Steen,20132014,STL,20,2,2,28,3,13,13,4,8,20
Kevin Shattenkirk,20132014,STL,22,0,2,8,2,10,23,2,11,35
Vladimir Tarasenko,20132014,STL,91,0,5,16,1,14,7,1,2,13
Roman Josi,20132014,NSH,59,0,4,9,3,13,11,3,11,35
Patrik Berglund,20132014,STL,21,2,0,12,1,4,13,2,3,17
David Backes,20132014,STL,42,3,6,18,1,15,14,2,8,18
T.J. Oshie,20132014,STL,74,3,3,14,5,21,13,2,5,24
David Legwand,20132014,NSH,11,0,2,8,4,13,13,2,8,12
Matt Hendricks,20132014,NSH,26,0,0,2,0,1,1,1,1,0
Colin Wilson,20132014,NSH,33,0,1,10,2,12,8,2,4,15
Patric Hornqvist,20132014,NSH,27,2,1,19,6,14,11,1,6,22
Anze Kopitar,20132014,L.A,11,0,4,25,4,20,17,3,6,21
Justin Williams,20132014,L.A,14,0,3,16,1,9,14,2,7,11
Dustin Brown,20132014,L.A,23,2,4,9,0,6,6,1,5,21
Slava Voynov,20132014,L.A,26,0,0,4,3,17,10,2,10,23
Jonathan Quick,20132014,L.A,32,0,0,0,0,0,2,10,25,79
Charlie Coyle,20132014,MIN,3,0,1,10,0,9,9,1,5,16
Clayton Stoner,20132014,MIN,4,0,1,0,1,1,2,0,1,13
Jason Pominville,20132014,MIN,29,1,5,24,1,16,13,0,3,20
Niklas Backstrom,20132014,MIN,32,0,0,0,0,0,0,1,5,37
Matt Frattin,20132014,L.A,21,0,0,2,1,3,0,1,2,2
Robyn Regehr,20132014,L.A,44,0,0,3,1,4,6,4,8,21
Jeff Carter,20132014,L.A,77,2,7,18,3,11,9,4,6,14
Dany Heatley,20132014,MIN,15,0,1,11,1,11,4,1,0,16
Ryan Suter,20132014,MIN,20,0,1,7,2,10,23,6,12,50
Nino Niederreiter,20132014,MIN,22,0,2,12,3,10,9,0,4,14
Jonas Brodin,20132014,MIN,25,0,1,7,0,1,10,5,9,28
Jake Muzzin,20132014,L.A,6,0,1,4,2,7,10,3,6,24
Mike Richards,20132014,L.A,10,2,2,7,6,12,12,3,3,9
Kyle Brodziak,20132014,MIN,21,0,2,6,2,6,8,1,4,9
Matt Dumba,20132014,Matt Cooke,20132014,MIN,24,3,0,7,3,10,5,0,5,5
Jared Spurgeon,20132014,MIN,46,0,0,5,2,11,8,0,8,39
Mikael Granlund,20132014,MIN,64,0,1,7,2,14,17,1,4,9
Trevor Lewis,20132014,L.A,22,0,1,5,1,2,2,2,2,3
Kris Versteeg,20132014,FLA,32,0,0,2,0,2,3,2,0,4
Tim Thomas,20132014,FLA,34,0,0,0,0,0,1,8,21,57
Brian Campbell,20132014,FLA,51,0,1,6,3,14,13,11,7,36
Marcel Goc,20132014,FLA,57,2,2,7,1,3,8,2,2,9
Tom Gilbert,20132014,FLA,77,0,1,2,0,13,12,6,12,21
Brenden Dillon,20132014,DAL,4,0,2,4,1,4,6,6,11,34
Alex Chiasson,20132014,DAL,12,0,1,12,2,9,11,2,3,21
Ray Whitney,20132014,DAL,13,0,1,8,1,13,9,2,2,9
Cody Eakin,20132014,DAL,20,0,4,12,1,8,10,2,5,14
Kari Lehtonen,20132014,DAL,32,0,0,0,0,0,4,12,30,129
Jonathan Huberdeau,20132014,FLA,11,0,2,7,2,6,11,5,3,10
Aleksander Barkov,20132014,FLA,16,2,1,5,2,10,4,3,6,9
Brad Boyes,20132014,FLA,24,2,8,11,3,2,10,7,8,13
Shawn Horcoff,20132014,DAL,10,1,1,5,5,6,2,2,0,12
Jordie Benn,20132014,DAL,24,0,0,2,0,5,12,3,9,30
Vernon Fiddler,20132014,DAL,38,1,0,4,2,8,7,2,5,5
Valeri Nichushkin,20132014,DAL,43,2,0,11,1,12,7,4,6,15
Mike Weaver,20132014,FLA,43,0,0,0,0,1,5,2,9,13
Jamie Benn,20132014,DAL,14,4,3,27,6,16,22,3,6,26
Alex Goligoski,20132014,DAL,33,0,0,6,2,17,17,5,12,39
Sergei Gonchar,20132014,DAL,55,1,0,1,1,7,12,2,8,25
Erik Cole,20132014,DAL,72,1,3,12,1,6,6,0,5,13
Tyler Seguin,20132014,DAL,91,1,7,29,2,31,13,5,2,16
Scottie Upshall,20132014,FLA,19,0,2,13,4,12,6,3,3,8
Scott Gomez,20132014,FLA,23,0,1,1,0,4,6,3,0,3
Jesse Winchester,20132014,FLA,17,0,2,7,1,8,0,2,1,2
Erik Gudbranson,20132014,FLA,44,0,0,3,0,3,3,7,6,19
Antoine Roussel,20132014,DAL,21,1,2,10,1,7,7,0,3,5
Marc Staal,20132014,NYR,18,0,1,2,1,4,6,3,9,24
Brad Richards,20132014,Jesper Fast,20132014,NYR,19,1,3,16,5,17,9,3,3,26
Derek Stepan,20132014,NYR,21,1,2,13,6,17,17,2,6,16
Henrik Lundqvist,20132014,NYR,30,0,0,0,0,1,3,8,29,114
Rick Nash,20132014,NYR,61,3,5,18,4,6,3,2,5,16
Martin Hanzal,20132014,PHX,11,0,3,12,5,12,8,3,0,17
Oliver Ekman-Larsson,20132014,PHX,23,0,2,13,0,12,17,4,9,41
Lauri Korpikoski,20132014,PHX,28,0,1,8,4,5,7,0,1,3
Mike Smith,20132014,PHX,41,1,0,0,0,0,3,9,23,120
Brian Boyle,20132014,NYR,22,0,1,5,3,3,6,2,3,5
Dominic Moore,20132014,NYR,28,2,3,1,2,6,4,1,5,2
David Schlemko,20132014,PHX,6,0,0,1,0,4,4,3,3,17
Radim Vrbata,20132014,PHX,17,0,5,15,0,14,17,4,4,16
Antoine Vermette,20132014,PHX,50,2,4,18,3,9,9,3,3,28
John Moore,20132014,NYR,17,1,0,3,0,5,6,4,5,20
David Moss,20132014,PHX,18,1,0,7,0,6,8,4,3,10
Kyle Chipchura,20132014,PHX,24,0,1,4,1,7,7,1,1,7
Rob Klinkhammer,20132014,PHX,36,2,1,8,1,5,3,5,0,6
Derek Dorsett,20132014,NYR,15,0,1,3,1,3,0,0,2,2
Ryan McDonagh,20132014,NYR,27,1,4,9,2,8,19,4,13,34
Derek Morris,20132014,PHX,53,0,1,4,3,3,6,3,6,21
Jason Garrison,20132014,VAN,5,2,0,5,4,15,7,4,9,28
Ryan Kesler,20132014,VAN,17,3,5,17,2,6,10,2,6,24
Chris Higgins,20132014,VAN,20,1,3,13,5,11,6,5,3,8
Alexander Edler,20132014,VAN,23,0,0,6,1,4,10,1,5,12
Jannik Hansen,20132014,VAN,36,2,5,4,1,4,4,1,4,9
Joe Thornton,20132014,S.J,19,0,5,6,5,31,29,0,5,31
Scott Hannan,20132014,S.J,27,0,0,3,2,2,5,3,10,20
Antti Niemi,20132014,S.J,31,0,0,0,0,0,2,7,37,133
Tomas Hertl,20132014,S.J,48,0,3,12,2,3,5,0,3,7
Brent Burns,20132014,S.J,88,0,1,21,1,10,15,0,10,19
Dan Hamhuis,20132014,VAN,2,0,2,3,3,10,4,6,13,33
Christopher Tanev,20132014,VAN,8,0,0,6,0,2,9,5,14,14
Alexandre Burrows,20132014,VAN,14,0,1,4,2,4,3,0,5,9
Patrick Marleau,20132014,S.J,12,2,7,24,0,23,14,3,7,25
Logan Couture,20132014,S.J,39,2,6,15,3,15,13,2,6,23
Tyler Kennedy,20132014,S.J,81,1,0,3,0,9,4,1,5,5
Daniel Sedin,20132014,VAN,22,0,2,14,2,18,11,3,4,14
Henrik Sedin,20132014,VAN,33,0,0,11,2,17,20,2,4,13
Marc-Edouard Vlasic,20132014,S.J,44,0,2,3,3,6,10,2,13,39
Justin Braun,20132014,S.J,61,0,0,4,1,4,8,2,12,39
Brad Richardson,20132014,VAN,15,0,3,8,2,8,2,4,5,9
Ryan Stanton,20132014,VAN,18,0,0,1,0,5,10,5,5,14
Mike Santorelli,20132014,VAN,25,1,4,5,4,6,8,2,2,7
Dale Weise,20132014,VAN,32,0,0,3,0,5,4,0,2,0
Kevin Bieksa,20132014,VAN,3,0,0,4,0,9,11,3,16,25
Joe Pavelski,20132014,S.J,8,0,4,37,5,23,10,0,5,18
Andrew Desjardins,20132014,S.J,10,0,1,2,1,4,9,0,1,2
Tommy Wingels,20132014,S.J,57,0,3,13,4,6,12,4,4,9
Kyle Turris,20132014,OTT,7,2,7,17,5,17,10,4,11,23
Clarke MacArthur,20132014,OTT,16,0,5,19,4,18,9,3,6,23
Craig Anderson,20132014,OTT,41,0,0,0,0,0,1,7,35,100
Erik Karlsson,20132014,OTT,65,1,7,12,2,24,28,6,15,27
Cory Conacher,20132014,OTT,89,0,0,4,2,6,8,2,4,10
Tyler Ennis,20132014,BUF,63,0,2,18,3,9,10,3,5,18
Josh Bailey,20132014,NYI,12,0,1,7,6,15,9,0,7,11
Evgeni Nabokov,20132014,NYI,20,0,0,0,0,0,1,5,18,73
Michael Grabner,20132014,NYI,40,3,6,3,6,4,4,0,4,4
Andrew MacDonald,20132014,NYI,47,0,1,3,1,8,11,5,13,37
Frans Nielsen,20132014,NYI,51,1,4,20,3,20,10,0,6,17
Bryce Salvador,20132014,N.J,24,0,0,1,0,3,0,1,5,14
Martin Brodeur,20132014,N.J,30,0,0,0,0,0,3,7,18,76
Jaromir Jagr,20132014,N.J,68,3,5,16,3,20,20,1,5,24
Thomas Hickey,20132014,NYI,14,0,0,4,1,7,10,5,14,19
Peter Regin,20132014,NYI,16,0,1,1,1,3,1,1,2,2
Brock Nelson,20132014,NYI,29,0,3,11,2,2,8,1,9,10
Brian Strait,20132014,NYI,37,0,0,3,1,2,3,5,8,9
Casey Cizikas,20132014,NYI,53,2,0,4,4,3,3,2,3,4
Adam Henrique,20132014,N.J,14,1,3,21,1,8,9,5,4,13
Colin McDonald,20132014,NYI,13,0,1,7,2,4,4,1,2,8
Matt Martin,20132014,NYI,17,0,2,6,0,5,1,2,4,7
John Tavares,20132014,NYI,91,0,4,20,5,21,16,3,3,17
Dainius Zubrus,20132014,N.J,8,0,5,8,1,4,8,5,3,15
Andrei Loktionov,20132014,Mattias Tedenby,20132014,N.J,21,0,1,3,2,4,2,0,2,2
Michael Ryder,20132014,N.J,17,2,2,14,0,6,10,0,4,17
Travis Zajac,20132014,N.J,19,1,0,17,3,14,13,5,7,23
Matt Donovan,20132014,NYI,46,0,0,2,0,4,10,1,8,17
Danny DeKeyser,20132014,DET,65,0,2,2,2,4,13,5,8,21
Nathan Gerbe,20132014,CAR,14,1,5,10,1,6,8,0,4,8
