"","Name","pos","Team","Gm","season","Age","Salary","AAV","HIT","HIT-","A1","A2","SH","MS","BK","AB","GV","TK","PN","PN-","PenD60","TOI","TOIoff","TOI%"
"aulieke8920142015","Keith.Aulie","D","EDM",29,20142015,25,"0.800","0.800",0,0,0,0,0,0,0,0,0,0,0,0,0,1.02,119.9,0.85
"backeda8420142015","David.Backes","RC","STL",76,20142015,30,"4.750","4.500",13,7,4,2,26,10,7,1,3,2,4,0,-1.28,188.13,203.4,48.05
"backlmi8920142015","Mikael.Backlund","C","CGY",51,20142015,25,"1.500","1.500",1,8,0,1,9,5,2,0,7,1,0,0,0,83.12,172.92,32.47
"backsni8720142015","Nicklas.Backstrom","C","WSH",80,20142015,26,"6.500","6.700",2,4,14,16,29,10,14,1,7,2,0,1,0.24,251.61,115.28,68.58
"baertsv9220142015","Sven.Baertschi","LR","CGY/VAN",18,20142015,21,"0.833","0.894",0,0,0,0,1,0,0,0,0,0,0,0,0,5.54,103.72,5.07
"baileca9120142015","Casey.Bailey","C","TOR",6,20142015,22,"0.900","0.912",0,0,0,0,0,0,0,0,0,0,0,0,0,0.81,33.54,2.35
"bailejo8920142015","Josh.Bailey","RL","NYI",70,20142015,24,"3.100","3.300",1,4,0,2,8,4,3,0,5,2,1,1,0,105.03,247.43,29.8
"ballake8220142015","Keith.Ballard","D","MIN",14,20142015,31,"2.000","1.500",0,0,0,0,1,0,0,0,0,0,0,0,0,0.68,86.11,0.78
"barbema9020142015","Mark.Barberio","D","T.B",50,20142015,24,"0.874","0.874",0,1,0,0,0,0,1,0,0,0,0,0,0,4.17,257.68,1.59
"barkoal9520142015","Aleksander.Barkov","C","FLA",71,20142015,19,"0.925","0.925",4,17,1,3,15,5,4,0,4,3,3,0,-1.23,146.67,195.43,42.87
"barrity9120142015","Tyson.Barrie","D","COL",79,20142015,23,"2.000","2.600",5,4,6,8,34,23,27,1,5,2,1,1,0,220.69,163.65,57.42
"bartkma8820142015","Matt.Bartkowski","D","BOS",45,20142015,26,"1.250","1.250",0,0,0,0,1,0,0,0,0,0,0,0,0,3.12,210.23,1.46
"bartlvi8820142015","Victor.Bartley","D","NSH",37,20142015,26,"0.600","0.667",0,0,0,0,0,0,0,0,0,0,0,0,0,0.35,185.52,0.19
"baunxky9220142015","Kyle.Baun","F","CHI",2,20142015,22,"0.925","0.859",0,0,0,0,0,0,0,0,0,0,0,0,NA,0,5.88,0
"beaglja8520142015","Jay.Beagle","RC","WSH",61,20142015,28,"1.000","0.900",0,0,0,0,0,0,0,0,0,0,0,0,0,2.73,277.24,0.98
"beaucfr8020142015","Francois.Beauchemin","D","ANA",62,20142015,34,"3.500","3.500",2,3,0,1,21,9,12,0,2,0,0,0,0,95.56,194.95,32.89
"beaulna9220142015","Nathan.Beaulieu","D","MTL",63,20142015,21,"0.925","0.925",0,0,2,0,11,4,1,1,0,0,0,0,0,51.11,284.76,15.22
"beckxta9120142015","Taylor.Beck","RL","NSH",61,20142015,23,"0.550","0.550",0,3,0,0,2,2,0,0,0,0,1,0,-1.52,39.43,293.16,11.86
"belesma8820142015","Matt.Beleskey","L","ANA",64,20142015,26,"1.400","1.350",8,4,0,0,11,11,4,0,3,0,2,0,-1.22,98.41,238.75,29.19
"bellebr8820142015","Brett.Bellemore","D","CAR",47,20142015,26,"0.600","0.600",0,0,0,0,0,0,0,0,0,0,0,0,0,2.25,226.18,0.99
"bellepi8520142015","Pierre-Edouard.Bellemare","CL","PHI",80,20142015,29,"0.600","0.600",0,2,0,0,2,0,0,0,0,0,0,0,0,5.37,404.24,1.31
"bennebe9120142015","Beau.Bennett","LR","PIT",46,20142015,22,"0.900","0.900",1,7,0,0,9,2,4,0,2,0,0,0,0,37.76,200.81,15.83
"bennesa9620142015","Sam.Bennett","C","CGY",1,20142015,18,"0.925","0.925",0,0,0,0,0,0,0,0,0,0,0,0,0,1.14,0,100
"bennxja8920142015","Jamie.Benn","L","DAL",81,20142015,25,"5.250","5.250",6,11,8,5,45,25,11,1,11,6,1,1,0,291.54,172.88,62.77
"bennxjo8720142015","Jordie.Benn","D","DAL",72,20142015,27,"0.650","0.700",2,0,2,0,2,1,4,0,2,0,1,0,-1.2,50.02,373.25,11.82
"benoian8420142015","Andre.Benoit","D","BUF",57,20142015,30,"0.800","0.800",2,0,1,0,6,4,4,0,2,1,0,0,0,72.26,207.9,25.79
"bergepa8520142015","Patrice.Bergeron","C","BOS",77,20142015,29,"8.750","6.875",8,10,6,4,38,31,22,1,6,1,0,1,0.3,196.86,163.78,54.59
"bergese8420142015","Sean.Bergenheim","L","FLA/MIN",55,20142015,30,"2.750","2.750",2,1,1,1,5,1,0,0,1,2,0,0,0,20.75,242.02,7.9
"berglpa8820142015","Patrik.Berglund","C","STL",73,20142015,26,"3.700","3.700",1,0,1,0,2,4,2,0,1,0,0,0,0,55.23,323.52,14.58
"bernist8520142015","Steve.Bernier","R","N.J",65,20142015,29,"0.600","0.600",5,4,2,2,11,2,0,2,1,0,1,0,-0.7,86.06,184.03,31.86
"bickebr8620142015","Bryan.Bickell","L","CHI",77,20142015,28,"4.000","4.000",3,1,1,1,3,3,3,0,0,1,1,1,0,53.88,372.45,12.64
"bickest8620142015","Stu.Bickel","RD","MIN",9,20142015,27,"0.600","0.600",0,0,0,0,0,0,0,0,0,0,1,0,-Inf,0,50.26,0
"biegaal8820142015","Alex.Biega","D","VAN",6,20142015,26,"0.600","0.600",0,0,0,0,1,0,0,0,0,0,0,0,0,1.21,17.32,6.52
"biegada9120142015","Danny.Biega","D","CAR",9,20142015,22,"0.755","0.755",0,0,0,0,0,0,0,0,0,0,0,0,0,1.08,32.44,3.23
"biekske8120142015","Kevin.Bieksa","D","VAN",57,20142015,33,"4.000","4.600",0,3,0,1,7,6,8,1,3,1,2,0,-1.44,83.2,201.37,29.24
"bitetan9020142015","Anthony.Bitetto","D","NSH",7,20142015,24,"0.605","0.605",0,0,0,0,0,0,0,0,0,0,0,0,NA,0,43.77,0
"bjugsni9220142015","Nick.Bjugstad","C","FLA",72,20142015,22,"0.900","0.900",8,6,3,2,34,14,10,3,5,0,3,0,-1.11,162.39,196.19,45.29
"blackje9120142015","Jesse.Blacker","D","ANA",1,20142015,23,"0.550","0.550",0,0,0,0,0,0,0,0,0,0,0,0,NA,0,1.92,0
"blumxjo8920142015","Jonathon.Blum","D","MIN",4,20142015,25,"0.675","0.675",0,0,0,0,0,0,0,0,0,0,0,0,0,0.63,29.62,2.09
"blundmi8620142015","Mike.Blunden","RL","T.B",1,20142015,27,"0.600","0.600",0,0,0,0,0,0,0,0,0,0,0,0,NA,0,7.44,0
"bodietr8520142015","Troy.Bodie","R","TOR",5,20142015,29,"0.600","0.600",0,0,0,0,0,0,0,0,0,0,0,0,NA,0,22.3,0
"boedkmi8920142015","Mikkel.Boedker","RL","ARI",43,20142015,24,"2.800","2.550",4,3,4,5,13,6,9,0,3,1,0,1,0.48,124.92,103.47,54.7
"bogosza9020142015","Zach.Bogosian","D","BUF/WPG",57,20142015,24,"4.000","5.143",2,1,1,1,18,3,19,3,0,2,1,0,-0.65,91.77,214.14,30
"boldual8520142015","Alexandre.Bolduc","CL","ARI",2,20142015,29,"0.600","0.600",0,0,0,0,0,0,0,0,0,0,0,0,NA,0,11.72,0
"bollada8620142015","Dave.Bolland","C","FLA",53,20142015,28,"5.500","5.500",2,2,2,3,5,5,4,0,1,0,1,1,0,65.02,184.61,26.05
"bollibr8720142015","Brandon.Bollig","L","CGY",62,20142015,27,"1.150","1.250",0,1,0,0,0,0,0,0,0,0,0,0,0,3.38,332.88,1
"bollxja8620142015","Jared.Boll","R","CBJ",71,20142015,28,"1.700","1.700",0,0,0,0,0,0,0,0,0,0,0,0,0,1.37,355.84,0.38
"boninni8820142015","Nick.Bonino","CL","VAN",70,20142015,26,"1.700","1.900",1,5,0,3,22,3,11,0,3,1,1,0,-0.46,129.72,230.09,36.05
"boothda8420142015","David.Booth","LR","TOR",59,20142015,29,"1.100","1.100",0,0,0,0,2,1,0,0,0,0,1,0,-13.77,4.36,327.43,1.31
"bordepa8620142015","Patrick.Bordeleau","LR","COL",1,20142015,28,"1.000","1.000",0,0,0,0,0,0,0,0,0,0,0,0,NA,0,3.82,0
"borowma8920142015","Mark.Borowiecki","D","OTT",63,20142015,25,"0.600","0.575",0,0,0,0,0,0,0,0,0,0,0,0,0,0.57,363.51,0.16
"borturo8920142015","Robert.Bortuzzo","D","PIT/STL",48,20142015,25,"0.650","0.600",0,0,0,0,2,1,0,0,0,0,1,1,0,6.95,242.88,2.78
"bouchre9320142015","Reid.Boucher","LR","N.J",11,20142015,21,"0.693","0.693",0,0,0,0,0,0,0,0,0,0,0,0,0,0.74,34.35,2.11
"boulter7620142015","Eric.Boulton","L","NYI",10,20142015,38,"0.650","0.650",0,0,0,0,0,0,0,0,0,0,0,0,0,0.19,49.67,0.38
"boumala9020142015","Lance.Bouma","C","CGY",77,20142015,24,"0.775","0.775",0,0,1,0,0,0,0,0,0,0,0,0,0,2.75,407.32,0.67
"bournmi9220142015","Michael.Bournival","LR","MTL",29,20142015,22,"0.650","0.660",0,0,0,0,0,0,0,0,0,0,0,0,0,0.69,155.88,0.44
"bourqga9020142015","Gabriel.Bourque","L","NSH",69,20142015,23,"0.825","0.775",1,0,0,0,2,3,0,0,3,0,1,0,-3.27,18.36,353.37,4.94
"bourqre8120142015","Rene.Bourque","LR","ANA/CBJ/MTL",51,20142015,32,"2.500","3.333",2,3,0,1,3,2,2,0,1,0,1,0,-1.2,49.89,182.61,21.46
"bourqry9120142015","Ryan.Bourque","L","NYR",1,20142015,23,"0.550","0.562",0,0,0,0,0,0,0,0,0,0,0,0,NA,0,3.63,0
"bouwmja8320142015","Jay.Bouwmeester","D","STL",68,20142015,30,"5.000","5.400",1,5,3,1,13,9,5,0,1,0,0,0,0,83.57,243.25,25.57
"bowmadr8920142015","Drayson.Bowman","L","MTL",3,20142015,25,"0.575","0.575",0,0,0,0,0,0,0,0,0,0,0,0,NA,0,14.94,0
"boychjo8420142015","Johnny.Boychuk","D","NYI",72,20142015,30,"3.600","3.367",5,8,5,5,48,23,29,1,3,0,2,1,-0.33,181.38,191.88,48.59
"boychza8920142015","Zach.Boychuk","LR","CAR",30,20142015,24,"0.600","0.600",1,0,0,0,0,0,1,0,0,0,0,0,0,7.93,155.18,4.86
"boyesbr8220142015","Brad.Boyes","R","FLA",78,20142015,32,"2.750","2.625",3,8,2,2,21,6,10,1,6,3,2,0,-0.78,154.3,223.1,40.89
"boylebr8420142015","Brian.Boyle","CL","T.B",80,20142015,29,"2.000","2.000",1,1,0,0,1,2,2,0,0,0,1,1,0,21.98,427.42,4.89
"boyleda7620142015","Dan.Boyle","D","NYR",63,20142015,38,"4.500","4.500",0,7,2,3,39,15,29,2,10,2,0,0,0,174.78,132.81,56.82
"bozakty8620142015","Tyler.Bozak","C","TOR",82,20142015,28,"4.000","4.200",4,9,3,2,42,15,8,0,4,1,1,1,0,277.9,182.23,60.4
"brassde8720142015","Derick.Brassard","C","NYR",77,20142015,26,"7.000","5.000",3,5,5,7,37,10,15,0,9,2,1,1,0,216.83,163.9,56.95
"braunju8720142015","Justin.Braun","D","S.J",70,20142015,27,"1.500","1.250",0,3,1,1,7,3,5,1,0,0,1,0,-1.62,36.99,328.82,10.11
"brenntj8920142015","T.J..Brennan","D","TOR",6,20142015,25,"NA","NA",0,0,0,1,5,1,3,0,1,0,0,0,0,21.32,22.46,48.7
"breweer7920142015","Eric.Brewer","D","ANA/T.B/TOR",43,20142015,35,"3.750","3.875",0,0,0,0,0,1,1,0,0,0,1,0,-9.92,6.05,233.4,2.53
"brierda7720142015","Daniel.Briere","RC","COL",56,20142015,36,"4.000","4.000",1,3,0,0,6,3,2,0,1,1,2,1,-0.9,66.42,208.46,24.16
"brodijo9320142015","Jonas.Brodin","D","MIN",69,20142015,21,"0.833","0.894",0,2,0,2,12,1,6,1,2,2,0,0,0,72.49,288.79,20.07
"broditj9020142015","T.J..Brodie","D","CGY",80,20142015,24,"NA","NA",1,3,2,3,20,7,30,1,6,4,2,0,-0.7,171.22,252.32,40.42
"brodzky8420142015","Kyle.Brodziak","C","MIN",71,20142015,30,"3.000","2.833",0,0,0,0,0,0,0,0,0,0,0,0,0,3.94,360.2,1.08
"brouiju8620142015","Julien.Brouillette","D","WPG",1,20142015,27,"0.600","0.600",0,0,0,0,0,0,0,0,0,0,0,0,NA,0,4.05,0
"brouwtr8520142015","Troy.Brouwer","R","WSH",80,20142015,29,"3.650","3.667",15,5,2,4,35,21,15,0,4,1,6,2,-0.99,243.32,123.57,66.32
"brownch9120142015","Chris.Brown","C","WSH",5,20142015,23,"0.900","0.853",0,0,0,0,0,0,0,0,0,0,0,0,NA,0,32.13,0
"browndu8420142015","Dustin.Brown","LR","L.A",80,20142015,29,"7.250","5.875",7,10,2,3,16,6,4,0,7,0,2,3,0.52,115.78,282.64,29.06
"brownjt9020142015","J.T..Brown","RL","T.B",50,20142015,24,"NA","NA",0,0,0,0,0,0,0,0,0,0,0,0,0,5.5,268.86,2
"brownmi85062420142015","Mike.Brown","RL","S.J",12,20142015,29,"1.150","1.200",0,0,0,0,0,0,0,0,0,0,0,0,NA,0,72.87,0
"brownpa9220142015","Patrick.Brown","RC","CAR",7,20142015,22,"0.640","0.652",0,0,0,0,0,0,0,0,0,0,0,0,0,0.16,37.2,0.42
"brunnda8620142015","Damien.Brunner","RL","N.J",16,20142015,28,"2.500","2.500",1,2,2,2,7,3,4,0,1,0,0,1,1.3,46.23,42.08,52.35
"burakan9520142015","Andre.Burakovsky","CL","WSH",52,20142015,19,"0.925","0.925",0,8,0,1,3,3,2,0,1,3,1,0,-1.03,58.16,170.37,25.45
"burisad8320142015","Adam.Burish","C","S.J",20,20142015,31,"1.850","1.850",0,0,0,0,0,0,0,0,0,0,0,0,0,0.98,105.05,0.92
"burnsbr8520142015","Brent.Burns","DR","S.J",82,20142015,29,"5.760","5.760",4,4,9,8,62,31,58,5,17,3,1,0,-0.21,284.46,138.28,67.29
"burroal8120142015","Alex.Burrows","RL","VAN",66,20142015,33,"5.000","4.500",3,7,3,1,21,13,2,0,3,0,4,3,-0.42,141.97,189.57,42.82
"butlech8620142015","Chris.Butler","D","STL",31,20142015,27,"0.650","0.650",1,0,0,0,3,2,1,0,0,0,0,0,0,11.68,147.1,7.36
"byfugdu8520142015","Dustin.Byfuglien","D","WPG",66,20142015,29,"5.750","5.200",10,1,5,7,59,31,60,2,10,1,2,1,-0.24,253.47,115.22,68.75
"byronpa8920142015","Paul.Byron","C","CGY",57,20142015,25,"0.600","0.600",0,3,0,0,4,4,2,0,2,1,1,0,-2.11,28.41,286.12,9.03
"callary8520142015","Ryan.Callahan","R","T.B",76,20142015,29,"6.000","5.800",2,5,4,2,27,16,7,0,4,0,4,0,-1.05,228.95,191.99,54.39
"calvema8920142015","Matthew.Calvert","L","CBJ",55,20142015,24,"1.125","0.988",1,2,0,0,6,2,3,0,3,0,0,0,0,50.17,232.3,17.76
"cammami8220142015","Mike.Cammalleri","LC","N.J",65,20142015,32,"5.000","5.000",1,2,2,0,21,9,11,2,5,1,3,0,-1.28,140.89,138.82,50.37
"campban8820142015","Andrew.Campbell","D","ARI",31,20142015,26,"0.550","0.550",0,0,0,0,0,0,0,0,0,0,0,0,0,0.48,132.96,0.36
"campbbr7920142015","Brian.Campbell","D","FLA",82,20142015,35,"7.143","7.143",3,8,7,4,35,10,14,2,6,1,1,0,-0.25,240.24,156.47,60.56
"campbgr8320142015","Gregory.Campbell","CL","BOS",66,20142015,30,"1.700","1.600",0,0,0,0,0,0,1,0,0,0,1,0,-11.82,5.08,289.24,1.72
"carcida8520142015","Dan.Carcillo","RL","CHI",39,20142015,29,"0.550","0.550",0,0,0,0,0,0,0,0,0,0,1,0,-37.31,1.61,221.07,0.72
"careypa8820142015","Paul.Carey","L","COL",10,20142015,25,"0.715","0.715",0,0,0,0,0,0,0,0,0,0,0,0,NA,0,40.43,0
"carlema8420142015","Matt.Carle","D","T.B",57,20142015,29,"5.750","5.500",0,0,0,0,3,2,4,0,1,0,1,0,-1.56,38.41,293.12,11.59
"carlsjo9020142015","John.Carlson","D","WSH",80,20142015,24,"4.000","3.967",1,3,9,4,27,23,21,4,3,4,0,0,0,141.47,225.42,38.56
"caronjo9020142015","Jordan.Caron","LR","BOS/COL",30,20142015,23,"0.600","0.600",0,0,0,0,0,0,0,0,0,0,1,0,-48,1.25,133.84,0.93
"carrisa92020420142015","Sam.Carrick","C","TOR",16,20142015,22,"0.790","0.707",0,0,0,0,0,0,0,0,0,0,0,0,NA,0,66.04,0
"carteje8520142015","Jeff.Carter","CR","L.A",80,20142015,29,"6.750","5.273",3,7,3,2,28,23,17,0,9,2,2,1,-0.27,220.28,178.13,55.29
"cartery8320142015","Ryan.Carter","C","MIN",53,20142015,31,"0.725","0.725",0,1,0,0,0,0,0,0,0,0,1,0,-20.57,2.92,302.14,0.96
"cecixco9320142015","Cody.Ceci","D","OTT",81,20142015,20,"0.925","0.894",1,0,2,1,17,1,8,0,3,0,0,0,0,77.1,382.66,16.77
"chapumi9220142015","Michael.Chaput","CL","CBJ",33,20142015,22,"0.790","0.707",1,0,0,0,1,0,0,0,0,0,1,0,-24.91,2.41,189.16,1.26
"charazd7720142015","Zdeno.Chara","D","BOS",61,20142015,37,"7.000","6.917",1,2,0,1,25,6,12,2,5,0,1,0,-0.5,120.86,171.28,41.37
"chiarbe9120142015","Ben.Chiarot","D","WPG",38,20142015,23,"0.600","0.600",0,0,0,0,0,0,0,0,0,0,0,0,0,1.88,218.43,0.85
"chiasal9020142015","Alex.Chiasson","R","OTT",76,20142015,23,"0.900","0.867",4,11,3,0,21,9,1,0,3,0,3,0,-1.23,145.92,285.68,33.81
"chimeja7920142015","Jason.Chimera","L","WSH",75,20142015,35,"2.000","2.000",2,1,0,0,2,1,0,0,0,0,1,0,-4.04,14.83,314.24,4.51
"chipcky8620142015","Kyle.Chipchura","C","ARI",66,20142015,28,"0.875","0.875",0,3,0,0,0,0,0,0,0,0,0,0,0,8.49,301.18,2.74
"chornta8720142015","Taylor.Chorney","D","PIT",6,20142015,27,"0.550","0.550",0,0,0,0,1,0,1,0,0,0,0,0,0,6.21,24.33,20.33
"cizikca9120142015","Casey.Cizikas","C","NYI",70,20142015,23,"0.800","1.000",0,1,0,1,2,0,2,0,0,0,1,0,-8.39,7.15,363.42,1.93
"clarkda8420142015","David.Clarkson","R","CBJ/TOR",61,20142015,30,"4.750","5.250",8,14,0,0,17,9,5,0,3,0,4,0,-2.19,109.56,224.3,32.82
"clarkma9020142015","Mathew.Clark","D","ANA",7,20142015,23,"0.550","0.550",0,0,0,0,0,0,0,0,0,0,0,0,NA,0,30.19,0
"clearda7820142015","Daniel.Cleary","RL","DET",17,20142015,35,"1.500","1.500",0,0,0,0,0,0,0,0,0,0,0,0,0,1.39,90.56,1.51
"clendad9220142015","Adam.Clendening","D","CHI/VAN",20,20142015,21,"0.818","0.743",0,1,1,1,1,3,5,1,1,0,1,0,-1.46,40.98,73.38,35.83
"clichma8720142015","Marc-Andre.Cliche","CR","COL",73,20142015,27,"0.650","0.700",0,0,0,0,0,0,0,0,0,0,0,0,0,2.88,351.1,0.81
"cliffky9120142015","Kyle.Clifford","L","L.A",78,20142015,23,"1.200","1.150",0,2,0,0,0,0,0,0,0,0,0,0,0,5.68,384.54,1.46
"clitsgr8520142015","Grant.Clitsome","D","WPG",23,20142015,29,"2.300","2.067",0,1,0,0,2,1,4,0,0,0,0,0,0,12.36,113.08,9.85
"clowery8220142015","Ryane.Clowe","L","N.J",12,20142015,31,"4.850","4.850",0,1,0,0,2,1,1,0,1,0,0,0,0,33.96,37.48,47.54
"cluneri8720142015","Rich.Clune","L","NSH",1,20142015,27,"0.850","0.850",0,0,0,0,0,0,0,0,0,0,0,0,NA,0,6.09,0
"cluttca8720142015","Cal.Clutterbuck","R","NYI",76,20142015,26,"2.500","2.750",0,0,1,0,2,0,1,0,0,0,1,0,-5.18,11.58,386.1,2.91
"coburbr8520142015","Braydon.Coburn","D","PHI/T.B",43,20142015,29,"4.500","4.500",0,0,0,0,1,1,0,0,0,0,0,0,0,4.47,223.99,1.96
"coglian8720142015","Andrew.Cogliano","C","ANA",80,20142015,27,"2.700","3.000",0,0,0,0,0,0,0,0,0,0,0,1,7.95,7.55,379.59,1.95
"colaica8320142015","Carlo.Colaiacovo","D","PHI",32,20142015,31,"0.625","0.625",1,1,1,1,3,1,2,0,0,2,0,0,0,22.02,128.32,14.64
"colbojo9020142015","Joe.Colborne","C","CGY",63,20142015,24,"1.275","1.275",7,5,1,3,7,7,5,0,4,1,1,0,-0.68,88.05,240.73,26.78
"colexer7820142015","Erik.Cole","LR","DAL/DET",67,20142015,35,"4.000","4.500",5,5,5,1,11,5,11,0,0,1,1,1,0,117.78,253.76,31.7
"colexia8920142015","Ian.Cole","D","PIT/STL",69,20142015,25,"0.900","0.825",0,4,0,1,6,4,4,2,0,0,0,0,0,37.33,333.81,10.06
"collise8820142015","Sean.B..Collins","L","CBJ",8,20142015,25,"0.620","0.620",0,0,0,0,0,0,0,0,0,0,0,0,0,0.62,39.32,1.54
"comeabl8620142015","Blake.Comeau","RL","PIT",58,20142015,28,"0.700","0.700",5,4,1,0,11,3,7,1,0,0,2,0,-2.31,52.04,269.44,16.19
"conacco8920142015","Cory.Conacher","LR","NYI",15,20142015,24,"0.600","0.600",1,1,0,0,1,0,0,0,0,0,0,0,0,9.72,76.97,11.22
"condrer8620142015","Erik.Condra","RL","OTT",68,20142015,28,"1.300","1.250",0,1,0,0,0,0,0,0,0,0,1,0,-11.46,5.23,367.52,1.4
"connake9020142015","Kevin.Connauton","D","CBJ/DAL",61,20142015,24,"0.650","0.683",2,2,2,1,20,8,12,0,2,0,0,1,0.6,99.35,199.88,33.2
"connech8320142015","Chris.Conner","L","WSH",2,20142015,30,"0.550","0.550",0,0,0,0,0,0,0,0,0,0,0,0,NA,0,3.8,0
"connobr9220142015","Brett.Connolly","R","BOS/T.B",53,20142015,22,"0.851","0.851",5,4,0,1,9,7,4,0,2,0,4,1,-1.75,102.64,200.97,33.81
"cookema7820142015","Matt.Cooke","LR","MIN",29,20142015,36,"3.000","2.500",0,0,0,0,0,0,0,0,0,0,0,0,0,2.39,171.88,1.37
"coppxan9420142015","Andrew.Copp","C","WPG",1,20142015,20,"0.925","0.925",0,0,0,0,0,0,0,0,0,0,0,0,NA,0,6.14,0
"cormipa9020142015","Patrice.Cormier","LC","WPG",1,20142015,24,"0.625","0.625",0,0,0,0,0,0,0,0,0,0,0,0,NA,0,6.75,0
"corrafr9320142015","Frank.Corrado","D","VAN",9,20142015,21,"0.575","0.592",0,0,0,0,0,0,0,0,0,0,0,0,0,1.23,46.63,2.56
"cousini9320142015","Nick.Cousins","C","PHI",11,20142015,21,"0.843","0.812",0,0,0,0,0,0,0,0,0,0,0,0,0,2.06,49.67,3.98
"coutulo8920142015","Logan.Couture","C","S.J",82,20142015,25,"6.000","6.000",0,8,7,11,54,36,27,0,15,7,2,1,-0.22,269.2,153.54,63.68
"coutuse9220142015","Sean.Couturier","C","PHI",81,20142015,21,"1.500","1.750",2,4,2,3,13,5,11,0,1,1,0,1,0.51,117.92,293.43,28.67
"cowenja9120142015","Jared.Cowen","D","OTT",54,20142015,23,"2.700","3.100",0,0,0,0,0,0,0,0,0,0,0,0,0,4.18,299.02,1.38
"coylech9220142015","Charlie.Coyle","RC","MIN",80,20142015,22,"0.900","0.900",2,6,1,1,15,3,4,0,2,0,1,0,-0.59,101.95,316.01,24.39
"crackad8520142015","Adam.Cracknell","C","CBJ",17,20142015,29,"0.600","0.600",0,0,0,0,0,0,0,0,0,0,0,0,0,1.64,87.53,1.84
"craigry8220142015","Ryan.Craig","LC","CBJ",2,20142015,32,"0.600","0.600",0,0,0,0,0,0,0,0,0,0,0,0,NA,0,3.03,0
"crombbj8520142015","B.J..Crombeen","R","ARI",55,20142015,29,"NA","NA",0,0,0,0,0,0,0,0,0,0,1,0,-27.91,2.15,267.02,0.8
