"","Name","pos","Team","Gm","season","Age","Salary","AAV","HIT","HIT-","A1","A2","SH","MS","BK","AB","GV","TK","PN","PN-","PenD60","TOI","TOIoff","TOI%"
"kunitch7920142015","Chris.Kunitz","L","PIT",74,"20142015",34,"4.000","3.850",173,94,11,4,114,42,61,28,17,25,10,7,-0.18,1024.96,2471.35,29.32
"letankr8720142015","Kris.Letang","D","PIT",69,"20142015",27,"7.250","7.250",98,126,7,8,125,41,93,86,35,23,14,10,-0.2,1212.74,2019.57,37.52
"boychjo8420142015","Johnny.Boychuk","D","NYI",72,"20142015",30,"3.600","3.367",136,165,7,8,121,53,80,119,35,18,3,7,0.21,1150.6,2380.8,32.58
"staaljo8820142015","Jordan.Staal","C","CAR",46,"20142015",26,"6.000","6.000",81,77,5,5,64,30,36,13,19,35,3,4,0.09,699.12,1618.13,30.17
"toewsjo8820142015","Jonathan.Toews","C","CHI",81,"20142015",26,"6.500","6.300",48,121,17,7,96,33,29,8,23,37,10,17,0.38,1108.54,2832.54,28.13
"toffoty9220142015","Tyler.Toffoli","RL","L.A",76,"20142015",22,"0.685","0.717",80,81,14,8,146,58,59,9,21,29,6,9,0.2,883.41,2812.95,23.9
"mcnabbr9120142015","Brayden.McNabb","D","L.A",71,"20142015",23,"0.625","0.650",157,122,6,11,62,41,61,43,37,10,12,10,-0.12,996.67,2424.68,29.13
"helmxda8720142015","Darren.Helm","C","DET",75,"20142015",27,"2.500","2.125",116,100,11,1,116,41,53,16,16,22,3,18,0.98,918.31,2578.59,26.26
"smithcr8920142015","Craig.Smith","R","NSH",82,"20142015",25,"2.000","2.000",77,66,8,10,172,59,69,14,42,34,16,13,-0.17,1039.16,2915.43,26.28
"kucheni9320142015","Nikita.Kucherov","RL","T.B",82,"20142015",21,"0.743","0.712",63,72,13,7,126,52,46,26,33,21,6,13,0.42,999.98,2863.97,25.88
"demerja8820142015","Jason.Demers","D","S.J/DAL",81,"20142015",26,"3.150","3.400",101,115,7,9,77,56,69,62,40,30,18,4,-0.68,1234.38,2606.13,32.14
"campbbr7920142015","Brian.Campbell","D","FLA",82,"20142015",35,"7.143","7.143",32,168,4,7,68,26,41,71,26,14,9,5,-0.17,1444.03,2514.17,36.48
"hamildo9320142015","Dougie.Hamilton","D","BOS",72,"20142015",21,"0.833","0.894",96,86,5,14,123,40,93,45,33,21,15,6,-0.45,1187.85,2335.43,33.71
"hossama7920142015","Marian.Hossa","R","CHI",82,"20142015",35,"7.900","5.275",53,58,15,11,174,51,92,21,20,53,9,11,0.11,1126.2,2870.25,28.18
"wilsoco8920142015","Colin.Wilson","C","NSH",77,"20142015",24,"2.500","2.000",48,93,14,3,117,36,56,30,24,25,5,8,0.18,1005.73,2693.64,27.19
"palaton9120142015","Ondrej.Palat","L","T.B",75,"20142015",23,"2.800","3.333",110,108,18,18,102,45,57,32,31,29,10,9,-0.06,946.41,2598.22,26.7
"smithbr8920142015","Brendan.Smith","D","DET",76,"20142015",25,"1.275","1.262",48,137,2,4,68,30,60,54,41,15,21,15,-0.3,1192.81,2351.13,33.66
"bennxja8920142015","Jamie.Benn","L","DAL",82,"20142015",25,"5.250","5.250",104,79,19,13,151,68,85,42,36,56,16,24,0.42,1141.17,2728.09,29.49
"goligal8520142015","Alex.Goligoski","D","DAL",81,"20142015",29,"4.800","4.600",85,112,9,11,96,52,68,109,61,19,8,10,0.09,1410.21,2406.7,36.95
"burnsbr8520142015","Brent.Burns","DR","S.J",82,"20142015",29,"5.760","5.760",121,88,14,9,145,103,141,101,74,34,21,8,-0.54,1441.95,2554.15,36.08
"frolimi8820142015","Michael.Frolik","R","WPG",82,"20142015",26,"3.300","3.300",57,124,11,8,155,60,85,30,26,44,5,11,0.32,1133.68,2685.82,29.68
"sekeran8620142015","Andrej.Sekera","D","CAR/L.A",73,"20142015",28,"1.750","2.750",50,154,5,9,76,38,87,92,41,32,5,5,0,1265.22,2318.94,35.3
"lewistr8720142015","Trevor.Lewis","C","L.A",73,"20142015",27,"1.500","1.525",185,137,8,7,123,36,33,16,6,13,4,11,0.47,893.78,2650.77,25.22
"tarasvl9120142015","Vladimir.Tarasenko","R","STL",77,"20142015",22,"0.900","0.900",26,86,12,13,167,87,105,17,14,32,6,22,0.89,1079.53,2629.85,29.1
"perroda8820142015","David.Perron","RL","EDM/PIT",81,"20142015",26,"4.250","3.812",156,118,9,9,130,35,62,19,26,34,17,12,-0.27,1123.66,2778.17,28.8
"smithre9120142015","Reilly.Smith","RL","BOS",81,"20142015",23,"1.400","1.400",68,113,10,5,103,41,61,37,24,31,7,8,0.06,1064.63,2911.01,26.78
"troubja9420142015","Jacob.Trouba","D","WPG",65,"20142015",20,"0.925","0.894",85,68,3,5,89,42,96,81,55,15,10,10,0,1100.53,1932.45,36.29
"sharppa8120142015","Patrick.Sharp","L","CHI",68,"20142015",32,"6.500","5.900",70,105,10,10,157,51,64,14,21,34,10,9,-0.07,892.77,2442.68,26.77
"spezzja8320142015","Jason.Spezza","C","DAL",82,"20142015",31,"4.000","7.000",16,59,10,8,130,78,69,21,55,45,9,13,0.23,1044.7,2824.57,27
"malkiev8620142015","Evgeni.Malkin","CR","PIT",69,"20142015",28,"9.500","9.500",18,97,11,11,111,57,48,14,33,35,15,16,0.06,984.28,2254.24,30.39
"backsni8720142015","Nicklas.Backstrom","C","WSH",82,"20142015",26,"6.500","6.700",81,92,15,12,94,59,33,37,25,46,17,10,-0.33,1254.58,2663.76,32.02
"ekblaaa9620142015","Aaron.Ekblad","D","FLA",81,"20142015",18,"0.925","0.925",98,123,8,8,109,38,77,67,36,19,10,9,-0.04,1385.88,2522.12,35.46
"abdelju8720142015","Justin.Abdelkader","RL","DET",71,"20142015",27,"2.000","1.800",137,114,9,3,95,32,30,15,25,13,13,17,0.26,938.94,2370.02,28.38
"bennxjo8720142015","Jordie.Benn","D","DAL",73,"20142015",27,"0.650","0.700",81,138,5,7,64,48,58,98,38,14,17,4,-0.71,1101.9,2337.49,32.04
"pominja8220142015","Jason.Pominville","R","MIN",82,"20142015",31,"6.000","5.600",40,86,14,8,158,55,64,28,17,31,4,12,0.41,1162.96,2772.43,29.55
"jonesse9420142015","Seth.Jones","D","NSH",82,"20142015",19,"0.925","0.925",61,76,5,4,81,28,76,73,34,30,5,9,0.19,1238.97,2715.61,31.33
"perrema8820142015","Mathieu.Perreault","CL","WPG",62,"20142015",26,"3.000","3.000",77,53,12,4,79,29,32,12,17,36,11,9,-0.15,776.25,2089.64,27.09
"hjalmni8720142015","Niklas.Hjalmarsson","D","CHI",82,"20142015",27,"4.200","4.100",34,162,5,9,86,41,90,95,53,34,16,6,-0.4,1506.7,2489.75,37.7
"ovechal8520142015","Alex.Ovechkin","LR","WSH",81,"20142015",28,"10.000","9.538",242,97,13,3,199,110,142,30,52,35,16,23,0.34,1248.47,2614.33,32.32
"ellisry9120142015","Ryan.Ellis","D","NSH",58,"20142015",23,"1.500","2.500",37,80,8,6,70,27,37,59,22,18,5,7,0.13,890.99,1918.69,31.71
"wheelbl8620142015","Blake.Wheeler","R","WPG",79,"20142015",28,"5.800","5.600",109,94,16,5,162,70,53,36,20,24,19,10,-0.5,1077.65,2586.77,29.41
"karlser9020142015","Erik.Karlsson","D","OTT",82,"20142015",24,"6.500","6.500",80,124,9,9,166,80,136,74,77,48,13,12,-0.04,1656.17,2202.39,42.92
"charazd7720142015","Zdeno.Chara","D","BOS",63,"20142015",37,"7.000","6.917",108,82,3,2,95,31,62,70,41,7,11,6,-0.28,1090.66,1990.22,35.4
"seguity9220142015","Tyler.Seguin","CR","DAL",71,"20142015",22,"5.500","5.750",55,26,21,3,150,63,65,23,30,41,4,12,0.47,1024.68,2301.28,30.81
"koivumi8320142015","Mikko.Koivu","C","MIN",80,"20142015",31,"5.400","6.750",35,50,11,9,95,43,46,33,13,51,15,4,-0.61,1080.72,2759.27,28.14
"greenma8320142015","Matt.Greene","D","L.A",82,"20142015",31,"2.500","2.500",174,141,2,4,65,46,58,96,32,7,14,3,-0.59,1111.92,2859.9,28
"rafflmi8820142015","Michael.Raffl","L","PHI",67,"20142015",25,"1.000","1.100",161,143,1,5,103,42,41,33,17,19,11,8,-0.21,847.31,2348.68,26.51
"colexia8920142015","Ian.Cole","D","STL/PIT",74,"20142015",25,"0.900","0.825",70,127,4,7,68,37,51,92,22,11,13,9,-0.22,1077.65,2478.41,30.3
"browndu8420142015","Dustin.Brown","LR","L.A",82,"20142015",29,"7.250","5.875",218,160,10,1,149,66,65,18,35,24,9,23,0.78,1082.63,2889.18,27.26
"kingxdw8920142015","Dwight.King","RL","L.A",81,"20142015",25,"1.750","1.950",116,125,8,3,104,35,33,8,20,19,7,4,-0.18,1022.42,2899.47,26.07
"hertlto9320142015","Tomas.Hertl","RL","S.J",82,"20142015",20,"0.925","0.925",105,90,5,7,117,60,68,32,53,28,6,12,0.34,1057.78,2938.32,26.47
"spurgja8920142015","Jared.Spurgeon","D","MIN",66,"20142015",24,"2.900","2.667",38,86,6,5,89,39,69,76,24,27,2,3,0.05,1145.53,2010.59,36.3
"klingjo9220142015","John.Klingberg","D","DAL",65,"20142015",22,"0.710","0.713",53,152,11,5,59,27,72,66,47,27,13,11,-0.11,1134.75,1938.19,36.93
"johnsty9020142015","Tyler.Johnson","CR","T.B",77,"20142015",24,"2.800","3.333",58,46,20,10,142,44,57,20,24,19,3,20,1.05,969.36,2677.21,26.58
"seminal8420142015","Alexander.Semin","R","CAR",57,"20142015",30,"7.000","7.000",27,61,6,3,72,39,59,16,30,45,13,14,0.08,782.67,2041.46,27.71
"laddxan8520142015","Andrew.Ladd","L","WPG",81,"20142015",28,"4.500","4.400",187,77,17,7,137,49,54,24,40,20,18,3,-0.79,1135.51,2632.97,30.13
"killoal8920142015","Alex.Killorn","LR","T.B",71,"20142015",25,"2.400","2.550",56,101,12,9,94,38,36,20,33,27,10,14,0.25,943.01,2393.88,28.26
"lilesjo8020142015","John-Michael.Liles","D","CAR",57,"20142015",33,"4.250","3.875",59,127,1,12,68,37,43,65,31,14,5,7,0.13,906.44,1937.48,31.87
"sheahri9120142015","Riley.Sheahan","C","DET",79,"20142015",22,"0.850","0.950",18,89,8,7,87,36,43,14,21,20,5,9,0.26,924.02,2761.58,25.07
"sedinhe8020142015","Henrik.Sedin","C","VAN",82,"20142015",33,"7.000","7.000",22,54,12,14,68,20,24,18,24,27,6,11,0.27,1100.78,2823.38,28.05
"okposky8820142015","Kyle.Okposo","R","NYI",60,"20142015",26,"3.500","2.800",52,88,14,7,130,53,55,23,34,27,5,14,0.61,890.41,2042.53,30.36
"dekeyda9020142015","Danny.Dekeyser","D","DET",80,"20142015",24,"2.125","2.188",58,96,5,14,68,44,45,54,36,12,14,8,-0.28,1278.17,2454.42,34.24
"voracja8920142015","Jakub.Voracek","R","PHI",82,"20142015",25,"4.500","4.250",52,121,18,14,130,42,82,26,33,31,16,17,0.05,1162.32,2765.7,29.59
"richabr8020142015","Brad.Richards","C","CHI",76,"20142015",34,"2.000","2.000",31,41,9,10,152,44,44,27,27,20,4,7,0.19,955.93,2733.46,25.91
"stastpa8520142015","Paul.Stastny","C","STL",74,"20142015",28,"6.500","7.000",20,38,13,6,92,44,24,22,6,23,14,8,-0.36,998.92,2566.35,28.02
"zettehe8020142015","Henrik.Zetterberg","CL","DET",77,"20142015",33,"7.500","6.083",51,79,12,7,141,53,63,20,19,32,7,12,0.27,1110.35,2486.78,30.87
"leexxan9020142015","Anders.Lee","LC","NYI",76,"20142015",24,"0.851","0.851",159,125,7,7,140,53,37,27,17,22,9,4,-0.33,910.28,2822.88,24.38
"berglpa8820142015","Patrik.Berglund","C","STL",77,"20142015",26,"3.700","3.700",86,61,6,7,121,44,36,21,11,33,13,7,-0.38,957.59,2742.3,25.88
"saadxbr9220142015","Brandon.Saad","LR","CHI",82,"20142015",21,"0.833","0.764",49,79,11,8,154,44,45,24,24,37,5,18,0.71,1095.83,2900.62,27.42
"rundbda9020142015","David.Rundblad","D","CHI",49,"20142015",23,"0.870","0.785",23,89,5,4,48,25,52,36,28,8,5,3,-0.21,582.18,1799.38,24.45
"gallabr9220142015","Brendan.Gallagher","R","MTL",82,"20142015",22,"0.650","0.685",44,130,13,2,178,60,111,45,16,37,8,15,0.38,1101.28,2829.14,28.02
"lowryad9320142015","Adam.Lowry","LC","WPG",80,"20142015",21,"0.818","0.828",251,120,7,1,85,34,36,28,13,22,9,9,0,985.16,2746.3,26.4
"shattke8920142015","Kevin.Shattenkirk","D","STL",56,"20142015",25,"4.200","4.250",38,89,6,7,83,36,51,69,28,20,7,6,-0.07,920.27,1734.16,34.67
"grabomi8420142015","Mikhail.Grabovski","C","NYI",51,"20142015",30,"4.000","5.000",11,60,3,6,61,42,42,18,28,24,4,12,0.75,636.99,1857.93,25.53
"visnolu7620142015","Lubomir.Visnovsky","D","NYI",53,"20142015",38,"6.000","4.750",36,27,6,6,62,25,42,56,37,35,2,7,0.35,854.78,1723.19,33.16
"raskxvi9320142015","Victor.Rask","C","CAR",80,"20142015",21,"0.650","0.681",35,112,6,6,118,40,42,25,21,36,5,10,0.31,980.55,2960.21,24.88
"nestran9120142015","Andrej.Nestrasil","C","DET/CAR",54,"20142015",23,"0.550","0.550",52,75,7,2,66,38,17,16,12,29,4,4,0,630.02,2023.1,23.75
"hornqpa8720142015","Patric.Hornqvist","R","PIT",64,"20142015",27,"4.000","4.250",76,131,9,7,132,54,64,29,4,29,5,14,0.64,847.7,2156.23,28.22
"gerbena8720142015","Nathan.Gerbe","LR","CAR",78,"20142015",27,"1.500","1.750",63,59,8,4,193,53,71,20,30,42,9,17,0.47,1031.19,2821.67,26.76
"tlustji8820142015","Jiri.Tlusty","LR","CAR/WPG",72,"20142015",26,"2.950","2.950",71,123,4,9,92,45,48,34,16,20,7,7,0,943.87,2565.62,26.89
"krugxto9120142015","Torey.Krug","D","BOS",78,"20142015",23,"1.400","1.400",71,119,5,4,117,60,85,57,26,13,4,8,0.2,1215.62,2601.72,31.84
"dehaaca9120142015","Calvin.De.Haan","D","NYI",65,"20142015",23,"1.000","1.967",117,101,5,5,83,42,71,100,39,16,9,8,-0.06,1067.63,2112.24,33.57
"bickebr8620142015","Bryan.Bickell","L","CHI",80,"20142015",28,"4.000","4.000",202,128,5,7,96,30,44,13,20,25,13,12,-0.07,899.83,2993.52,23.11
"stamkst9020142015","Steven.Stamkos","CR","T.B",82,"20142015",24,"8.000","7.500",82,80,14,3,149,74,65,29,23,29,11,21,0.5,1198.99,2664.97,31.03
"methoma8520142015","Marc.Methot","D","OTT",45,"20142015",29,"3.750","3.000",81,61,2,7,40,16,24,55,21,8,7,2,-0.35,867.81,1301.2,40.01
"lindhel9420142015","Elias.Lindholm","RC","CAR",81,"20142015",19,"0.925","0.925",97,125,8,2,119,44,59,28,31,33,2,9,0.39,1065,2928.61,26.67
"wiercpa9020142015","Patrick.Wiercioch","D","OTT",56,"20142015",24,"2.200","2.000",44,96,2,4,49,30,35,36,40,9,10,1,-0.67,804.93,1827.6,30.58
"hedmavi9020142015","Victor.Hedman","D","T.B",59,"20142015",23,"4.000","4.000",46,96,8,7,76,32,61,78,45,20,10,8,-0.12,971.88,1791.05,35.18
"stromry9320142015","Ryan.Strome","RC","NYI",81,"20142015",21,"0.833","0.863",90,62,20,6,125,31,44,19,42,34,14,7,-0.44,958.73,3016.77,24.12
"rozsimi7820142015","Michal.Rozsival","D","CHI",65,"20142015",36,"1.750","2.200",98,162,4,5,45,23,55,82,33,16,7,5,-0.12,999.59,2211.11,31.13
"shawxan9120142015","Andrew.Shaw","CR","CHI",79,"20142015",23,"1.500","2.000",118,156,3,5,109,31,42,32,13,12,11,15,0.26,924.7,2936.8,23.95
"parisza8420142015","Zach.Parise","L","MIN",74,"20142015",30,"11.000","7.538",79,66,11,10,159,64,52,49,21,38,10,13,0.17,1071.46,2485.97,30.12
"littlbr8720142015","Bryan.Little","C","WPG",70,"20142015",26,"4.750","4.700",48,46,7,9,73,33,41,18,14,19,7,12,0.32,944.56,2299.54,29.12
"scheima9320142015","Mark.Scheifele","C","WPG",82,"20142015",21,"0.833","0.863",89,141,10,11,122,50,47,52,33,41,6,24,0.9,1198.84,2620.66,31.39
"giroucl8820142015","Claude.Giroux","C","PHI",81,"20142015",26,"10.000","8.275",102,65,12,8,177,55,91,25,25,34,10,12,0.1,1237.19,2638.82,31.92
"verstkr8620142015","Kris.Versteeg","LR","CHI",61,"20142015",28,"4.700","4.400",30,83,11,5,98,34,50,20,21,29,10,9,-0.07,815.58,2149.74,27.5
"sedinda8020142015","Daniel.Sedin","L","VAN",82,"20142015",33,"7.000","7.000",17,79,16,9,148,54,59,15,26,14,6,12,0.33,1091.71,2832.46,27.82
"eratxma8120142015","Martin.Erat","RL","ARI",79,"20142015",33,"2.250","4.500",88,118,12,5,69,28,41,22,22,22,10,5,-0.29,1036.66,2782.57,27.14
"bailejo8920142015","Josh.Bailey","RL","NYI",70,"20142015",24,"3.100","3.300",63,74,14,10,111,40,68,33,40,48,3,8,0.3,997.17,2454.84,28.89
"subbapk8920142015","P.K..Subban","D","MTL",82,"20142015",25,"NA","NA",80,141,10,14,81,54,92,109,81,21,23,13,-0.39,1522,2408.43,38.72
"karlsme9020142015","Melker.Karlsson","RC","S.J",53,"20142015",24,"0.825","0.825",49,101,3,5,82,39,30,22,21,21,8,7,-0.08,726.61,1857.52,28.12
"jaskidm9320142015","Dmitrij.Jaskin","LR","STL",54,"20142015",21,"0.925","0.803",142,106,2,3,81,43,33,20,9,16,6,9,0.27,664.36,1943.52,25.48
"quincky8520142015","Kyle.Quincey","D","DET",73,"20142015",29,"4.250","4.250",88,91,7,4,76,40,83,63,19,9,18,7,-0.55,1199.53,2211.75,35.16
"cliffky9120142015","Kyle.Clifford","L","L.A",80,"20142015",23,"1.200","1.150",199,152,6,3,107,35,38,13,20,17,12,5,-0.5,838.42,3036.02,21.64
"martipa8120142015","Paul.Martin","D","PIT",74,"20142015",33,"5.000","5.000",50,99,9,6,41,37,45,96,31,20,4,4,0,1272.46,2222.51,36.41
"kindlja8720142015","Jakub.Kindl","D","DET",35,"20142015",27,"2.500","2.400",27,26,1,2,33,19,30,24,19,2,9,4,-0.65,460.07,1151.64,28.55
"callary8520142015","Ryan.Callahan","R","T.B",77,"20142015",29,"6.000","5.800",177,91,15,7,135,33,53,41,21,37,10,15,0.28,1073.31,2544.16,29.67
"nelsobr9120142015","Brock.Nelson","CL","NYI",82,"20142015",22,"0.900","0.900",91,109,6,10,116,42,48,49,23,42,8,20,0.76,941.62,3075.03,23.44
"johanma9020142015","Marcus.Johansson","C","WSH",82,"20142015",23,"2.175","2.000",66,101,7,6,93,41,55,16,18,22,3,13,0.59,1017.88,2900.45,25.98
"carlema8420142015","Matt.Carle","D","T.B",59,"20142015",29,"5.750","5.500",22,74,5,8,64,25,39,75,35,10,9,3,-0.37,982.46,1776.9,35.6
"belesma8820142015","Matt.Beleskey","L","ANA",65,"20142015",26,"1.400","1.350",147,72,5,5,108,74,76,22,29,8,7,12,0.37,808.91,2289.42,26.11
"seabrbr8520142015","Brent.Seabrook","D","CHI",82,"20142015",29,"5.000","5.800",116,166,6,5,110,50,86,104,50,22,6,3,-0.13,1397.58,2598.87,34.97
"scevico8920142015","Colton.Sceviour","R","DAL",71,"20142015",25,"0.600","0.650",73,77,5,8,88,51,55,41,19,24,3,4,0.08,779.29,2569.03,23.27
"jurcoto9220142015","Tomas.Jurco","RL","DET",63,"20142015",21,"0.767","0.709",95,77,8,6,78,40,29,11,15,17,5,14,0.83,653.31,2265.5,22.38
"pastrda9620142015","David.Pastrnak","RL","BOS",46,"20142015",18,"0.925","0.925",18,51,7,8,69,35,33,11,27,22,4,8,0.45,528.56,1711.31,23.6
"kanexpa8820142015","Patrick.Kane","R","CHI",61,"20142015",25,"6.500","6.300",20,60,11,3,106,42,54,14,23,29,4,12,0.53,908.6,2034.88,30.87
"jarnkca9120142015","Calle.Jarnkrok","C","NSH",74,"20142015",22,"0.790","0.715",30,77,5,5,83,39,42,16,9,16,8,11,0.22,808.17,2763.47,22.63
"jackmba8120142015","Barret.Jackman","D","STL",80,"20142015",33,"3.250","3.167",94,114,5,6,76,25,45,94,26,14,7,8,0.05,1127.78,2714.35,29.35
"nyquigu8920142015","Gustav.Nyquist","LR","DET",82,"20142015",25,"1.050","0.950",42,66,10,4,127,42,65,29,20,29,7,20,0.75,1041.17,2779.67,27.25
"erikslo8520142015","Loui.Eriksson","RL","BOS",81,"20142015",29,"4.500","4.250",28,101,12,5,94,43,28,18,20,33,6,7,0.05,1095.67,2875.74,27.59
"burakan9520142015","Andre.Burakovsky","CL","WSH",53,"20142015",19,"0.925","0.925",22,77,4,6,52,33,36,18,16,14,4,7,0.3,605.59,1930.77,23.88
"pearsta9220142015","Tanner.Pearson","LR","L.A",42,"20142015",22,"0.777","0.736",45,41,2,2,48,31,23,9,14,17,7,5,-0.26,459.13,1531.53,23.06
"byfugdu8520142015","Dustin.Byfuglien","D","WPG",69,"20142015",29,"5.750","5.200",174,71,3,7,115,64,49,41,37,38,29,11,-0.97,1115.26,2091.57,34.78
"boyleda7620142015","Dan.Boyle","D","NYR",65,"20142015",38,"4.500","4.500",45,111,1,5,65,32,51,68,22,15,4,5,0.06,1041.16,2149.07,32.64
"stuarma8420142015","Mark.Stuart","D","WPG",70,"20142015",30,"2.750","2.625",142,81,5,3,44,27,72,87,39,10,22,2,-1.11,1081.05,2172.41,33.23
"steenal8420142015","Alex.Steen","LC","STL",74,"20142015",30,"5.100","5.800",29,95,17,5,133,55,47,17,19,28,9,15,0.35,1026.96,2537.43,28.81
"jagrxja7220142015","Jaromir.Jagr","R","N.J/FLA",77,"20142015",42,"3.500","3.500",28,89,14,6,116,49,54,12,34,35,16,12,-0.23,1064.53,2640.68,28.73
"niskama8620142015","Matt.Niskanen","D","WSH",82,"20142015",27,"5.750","5.750",128,198,11,3,82,64,82,79,59,26,18,1,-0.71,1428.59,2489.74,36.46
"hainsro8120142015","Ron.Hainsey","D","CAR",81,"20142015",33,"3.000","2.833",98,93,3,2,71,33,53,101,43,14,5,3,-0.08,1415.08,2583.22,35.39
"nietoma9220142015","Matt.Nieto","LR","S.J",72,"20142015",21,"0.792","0.759",23,86,8,5,105,42,36,26,33,28,6,5,-0.07,922.95,2565.22,26.46
"garrija8420142015","Jason.Garrison","D","T.B",70,"20142015",29,"5.000","4.600",36,93,5,9,84,40,57,69,24,14,6,2,-0.23,1045.98,2268.33,31.56
"connobr9220142015","Brett.Connolly","R","T.B/BOS",55,"20142015",22,"0.851","0.851",83,64,2,2,61,20,26,13,4,9,11,2,-1,541.49,2050.8,20.89
"suterry8520142015","Ryan.Suter","D","MIN",77,"20142015",29,"11.000","7.538",56,54,4,15,100,57,82,100,37,23,16,8,-0.29,1647.48,2049.8,44.56
"brassde8720142015","Derick.Brassard","C","NYR",80,"20142015",26,"7.000","5.000",101,52,11,18,110,37,41,11,25,39,15,17,0.11,1069.23,2834.43,27.39
"zuckeja9220142015","Jason.Zucker","LR","MIN",51,"20142015",22,"0.851","0.900",63,67,5,0,94,42,21,12,16,19,5,14,0.83,649.98,1771.23,26.85
"martial8720142015","Alec.Martinez","D","L.A",56,"20142015",27,"1.100","1.100",74,97,5,6,74,32,58,90,30,9,4,6,0.14,868.33,1852.17,31.92
"drouijo9520142015","Jonathan.Drouin","LC","T.B",70,"20142015",19,"0.925","0.894",53,47,15,9,62,30,42,16,17,33,6,9,0.24,758.12,2550.87,22.91
"zuccama8720142015","Mats.Zuccarello","RL","NYR",78,"20142015",27,"3.500","3.500",112,104,15,11,110,46,52,33,37,51,13,14,0.05,1092.01,2720.26,28.64
