,TOT,age_x,age_y,assists_ev,assists_pp,assists_sh,blocks,corsi_against,corsi_for,corsi_pct,corsi_rel_pct,fenwick_against,fenwick_for,fenwick_pct,fenwick_rel_pct,games_played,giveaways,goals_ev,goals_gw,goals_pp,goals_sh,hits,name,on_ice_shot_pct,on_ice_sv_pct,pdo,pen_min,plus_minus,season,shot_pct,shot_pct.1,shots_attempted,shots_attempted.1,takeaways,time_on_ice_avg,uniqueseason,zs_defense_pct,zs_offense_pct
340,DET,26.0,26.0,11.0,2.0,0.0,13.0,594.0,661.0,52.7,-6.9,487.0,504.0,50.9,-8.0,79.0,11.0,4.0,2.0,1.0,1.0,107.0,kopecto01,6.9,90.3,97.2,46.0,-7.0,2008-09,5.5,5.5,171.0,171.0,16.0,10.25,1,43.0,57.0
421,TOT,26.0,26.0,25.0,7.0,0.0,38.0,837.0,885.0,51.4,-1.3,669.0,679.0,50.4,-1.4,69.0,30.0,12.0,2.0,1.0,1.0,43.0,lombama01,10.2,91.3,101.0,44.0,13.0,2008-09,7.9,7.9,269.0,269.0,31.0,17.41,1,48.7,51.3
432,DAL,26.0,26.0,5.0,0.0,0.0,14.0,370.0,319.0,46.3,-6.5,260.0,241.0,48.1,-5.3,43.0,12.0,1.0,1.0,0.0,0.0,116.0,lundqjo01,5.0,91.1,96.1,20.0,-9.0,2008-09,3.1,3.1,72.0,72.0,13.0,10.49,1,45.6,54.4
437,NJD,26.0,26.0,14.0,12.0,1.0,76.0,888.0,1068.0,54.6,1.7,686.0,818.0,54.4,2.4,73.0,35.0,3.0,2.0,2.0,0.0,52.0,martipa01,9.0,94.0,103.0,22.0,20.0,2007-08,5.4,5.4,212.0,212.0,33.0,23.53,1,48.0,52.0
460,TOT,26.0,26.0,9.0,0.0,0.0,42.0,887.0,668.0,43.0,-14.0,729.0,525.0,41.9,-15.0,82.0,19.0,4.0,2.0,0.0,3.0,171.0,moentr01,5.4,92.3,97.8,91.0,-18.0,2008-09,6.9,6.9,170.0,170.0,15.0,14.59,1,58.0,42.0
516,DAL,26.0,26.0,20.0,7.0,0.0,23.0,693.0,797.0,53.5,-0.3,545.0,621.0,53.3,-1.5,64.0,32.0,14.0,0.0,5.0,0.0,220.0,ottst01,11.3,89.4,100.0,135.0,3.0,2008-09,14.4,14.4,232.0,232.0,21.0,17.35,1,51.6,48.4
530,VAN,26.0,26.0,0.0,0.0,0.0,2.0,24.0,31.0,56.4,4.1,15.0,27.0,64.3,11.3,3.0,1.0,0.0,0.0,0.0,0.0,3.0,ouellmi01,5.0,100.0,105.0,0.0,1.0,2008-09,0.0,0.0,4.0,4.0,0.0,9.39,1,26.7,73.3
537,WSH,26.0,26.0,17.0,10.0,0.0,42.0,1287.0,1182.0,47.9,-1.7,933.0,871.0,48.3,-1.7,78.0,51.0,25.0,3.0,13.0,0.0,215.0,ovechal01,9.7,91.4,101.0,26.0,-8.0,2011-12,12.5,12.5,565.0,565.0,34.0,19.48,1,46.7,53.3
549,ANA,26.0,26.0,13.0,9.0,1.0,45.0,1090.0,1255.0,53.5,6.9,815.0,916.0,52.9,6.4,80.0,48.0,22.0,6.0,14.0,1.0,65.0,perryco01,8.0,90.6,98.6,127.0,-7.0,2011-12,13.4,13.4,463.0,463.0,34.0,21.23,1,50.9,49.1
568,TOT,26.0,26.0,1.0,0.0,0.0,43.0,421.0,315.0,42.8,-11.0,318.0,227.0,41.7,-12.0,42.0,8.0,1.0,0.0,0.0,0.0,81.0,reitzer01,7.5,92.7,100.0,65.0,-6.0,2008-09,4.5,4.5,55.0,55.0,5.0,9.58,1,56.5,43.5
603,MIN,26.0,26.0,7.0,0.0,2.0,152.0,1308.0,964.0,42.4,-9.8,990.0,740.0,42.8,-9.6,79.0,35.0,2.0,0.0,0.0,0.0,78.0,schulni01,7.8,93.2,101.0,31.0,-4.0,2008-09,4.2,4.2,117.0,117.0,9.0,20.33,1,74.7,25.3
628,LAK,26.0,26.0,11.0,12.0,0.0,41.0,776.0,820.0,51.4,-1.5,594.0,630.0,51.5,-1.3,74.0,28.0,8.0,1.0,10.0,0.0,160.0,stollja01,6.8,91.5,98.3,68.0,-7.0,2008-09,11.6,11.6,281.0,281.0,26.0,17.05,1,50.1,49.9
646,TOT,26.0,26.0,7.0,0.0,0.0,15.0,492.0,407.0,45.3,-10.0,376.0,329.0,46.7,-9.9,59.0,15.0,7.0,0.0,0.0,1.0,102.0,suthebr01,8.3,92.5,100.0,71.0,1.0,2008-09,11.9,11.9,109.0,109.0,10.0,10.55,1,46.6,53.4
657,PIT,26.0,26.0,5.0,2.0,0.0,10.0,413.0,270.0,39.5,-7.0,311.0,216.0,41.0,-6.3,45.0,7.0,4.0,1.0,1.0,0.0,52.0,taffeje01,8.2,95.7,103.0,8.0,2.0,2007-08,8.9,8.9,98.0,98.0,9.0,9.35,1,56.0,44.0
690,CHI,26.0,26.0,26.0,11.0,1.0,16.0,1017.0,1335.0,56.8,4.0,778.0,955.0,55.1,3.1,81.0,34.0,20.0,7.0,6.0,2.0,56.0,toewsjo01,9.3,94.2,103.0,36.0,30.0,2014-15,14.6,14.6,304.0,304.0,45.0,19.34,1,42.6,57.4
698,EDM,26.0,26.0,5.0,1.0,0.0,10.0,439.0,350.0,44.4,-3.9,330.0,283.0,46.2,-2.2,32.0,26.0,4.0,2.0,1.0,0.0,55.0,torrera01,7.4,92.5,100.0,36.0,-4.0,2007-08,5.7,5.7,137.0,137.0,9.0,17.01,1,57.3,42.7
713,TOT,26.0,26.0,16.0,9.0,0.0,32.0,972.0,861.0,47.0,-4.7,708.0,651.0,47.9,-4.7,79.0,33.0,12.0,1.0,3.0,1.0,80.0,vermean01,7.1,91.7,98.8,50.0,-7.0,2008-09,9.2,9.2,273.0,273.0,39.0,18.22,1,51.9,48.1
749,OTT,26.0,26.0,6.0,0.0,2.0,180.0,941.0,947.0,50.2,0.2,672.0,708.0,51.3,1.2,68.0,29.0,2.0,1.0,0.0,0.0,182.0,volchan01,5.3,90.8,96.1,36.0,-10.0,2008-09,2.5,2.5,183.0,183.0,23.0,20.08,1,52.7,47.3
778,CAR,26.0,26.0,15.0,6.0,0.0,23.0,430.0,542.0,55.8,4.6,328.0,397.0,54.8,2.5,37.0,25.0,7.0,0.0,2.0,0.0,43.0,williju01,9.1,90.6,99.7,43.0,2.0,2007-08,8.5,8.5,184.0,184.0,27.0,19.18,1,53.1,46.9
792,DAL,26.0,26.0,2.0,0.0,0.0,4.0,240.0,230.0,48.9,-5.3,195.0,177.0,47.6,-6.3,41.0,6.0,1.0,0.0,0.0,0.0,57.0,winchbr01,6.2,88.4,94.6,46.0,-9.0,2007-08,2.8,2.8,59.0,59.0,7.0,7.34,1,38.6,61.4
2,BOS,26.0,26.0,2.0,0.0,0.0,52.0,532.0,472.0,47.0,1.6,408.0,371.0,47.6,4.7,35.0,15.0,0.0,0.0,0.0,0.0,53.0,alberan01,7.7,94.5,102.0,39.0,4.0,2007-08,0.0,0.0,62.0,62.0,5.0,20.37,1,55.7,44.3
16,ATL,26.0,26.0,17.0,1.0,0.0,23.0,903.0,916.0,50.4,2.5,682.0,677.0,49.8,1.2,82.0,21.0,19.0,2.0,3.0,0.0,88.0,armstco01,9.5,92.5,102.0,75.0,5.0,2008-09,15.6,15.6,212.0,212.0,34.0,15.09,1,60.3,39.7
23,TOT,26.0,26.0,7.0,0.0,0.0,10.0,420.0,347.0,45.2,-2.7,333.0,274.0,45.1,-2.7,54.0,18.0,9.0,0.0,0.0,0.0,127.0,artyuev01,8.5,91.3,99.8,72.0,-4.0,2009-10,21.4,21.4,82.0,82.0,8.0,8.56,1,43.6,56.4
35,VAN,26.0,26.0,5.0,5.0,0.0,33.0,521.0,449.0,46.3,-7.2,417.0,335.0,44.5,-10.0,34.0,39.0,1.0,1.0,1.0,0.0,52.0,biekske01,7.3,90.3,97.6,90.0,-11.0,2007-08,3.1,3.1,153.0,153.0,16.0,23.24,1,46.3,53.7
55,TBL,26.0,26.0,1.0,0.0,0.0,3.0,47.0,54.0,53.5,3.5,37.0,33.0,47.1,-4.0,7.0,2.0,0.0,0.0,0.0,0.0,3.0,bochebr01,7.1,83.9,91.0,2.0,-3.0,2008-09,0.0,0.0,14.0,14.0,4.0,10.47,1,50.0,50.0
62,CGY,26.0,26.0,28.0,15.0,0.0,18.0,885.0,1107.0,55.6,-2.3,709.0,834.0,54.1,-1.5,81.0,56.0,20.0,6.0,19.0,0.0,21.0,cammami01,10.2,89.8,100.0,44.0,-2.0,2008-09,15.3,15.3,401.0,401.0,32.0,17.33,1,40.2,59.8
74,SJS,26.0,26.0,1.0,0.0,0.0,5.0,109.0,95.0,46.6,-6.7,80.0,72.0,47.4,-6.6,17.0,5.0,1.0,0.0,0.0,0.0,4.0,cavanto01,4.2,93.0,97.1,4.0,-2.0,2008-09,11.1,11.1,21.0,21.0,7.0,7.44,1,32.7,67.3
78,SJS,26.0,26.0,17.0,13.0,0.0,22.0,815.0,1029.0,55.8,0.5,595.0,803.0,57.4,1.5,71.0,66.0,11.0,1.0,11.0,0.0,135.0,clowery01,7.5,93.0,100.0,51.0,8.0,2008-09,13.7,13.7,259.0,259.0,35.0,17.47,1,44.5,55.5
92,TOT,26.0,26.0,7.0,20.0,0.0,82.0,865.0,890.0,50.7,-0.4,662.0,681.0,50.7,-3.0,73.0,18.0,3.0,0.0,0.0,0.0,64.0,colaica01,9.1,91.6,100.0,35.0,0.0,2008-09,3.4,3.4,173.0,173.0,11.0,18.16,1,42.7,57.3
106,SJS,26.0,26.0,14.0,20.0,0.0,90.0,1002.0,1167.0,53.8,-0.9,760.0,903.0,54.3,-1.2,77.0,49.0,3.0,2.0,5.0,0.0,79.0,ehrhoch01,6.9,91.3,98.2,63.0,-12.0,2008-09,4.8,4.8,349.0,349.0,33.0,21.14,1,44.7,55.3
122,CAR,26.0,26.0,10.0,1.0,1.0,133.0,1200.0,1161.0,49.2,-4.5,918.0,876.0,48.8,-5.6,70.0,23.0,0.0,0.0,0.0,0.0,171.0,gleasti01,7.6,92.4,100.0,68.0,3.0,2008-09,0.0,0.0,148.0,148.0,26.0,20.4,1,52.1,47.9
137,NSH,26.0,26.0,18.0,0.0,0.0,26.0,802.0,909.0,53.1,1.2,614.0,670.0,52.2,0.1,73.0,24.0,12.0,1.0,0.0,0.0,51.0,gocma01,8.8,92.7,101.0,14.0,10.0,2009-10,10.2,10.2,207.0,207.0,50.0,14.41,1,62.3,37.7
151,NSH,26.0,26.0,17.0,5.0,1.0,113.0,1359.0,1196.0,46.8,-4.6,1011.0,915.0,47.5,-3.0,82.0,52.0,1.0,1.0,1.0,1.0,133.0,hamhuda01,7.8,91.7,99.4,67.0,-4.0,2008-09,2.2,2.2,246.0,246.0,63.0,22.5,1,58.3,41.7
162,TOR,26.0,26.0,1.0,0.0,0.0,8.0,103.0,115.0,52.8,3.5,77.0,87.0,53.0,5.4,7.0,3.0,0.0,0.0,0.0,0.0,8.0,harrija01,7.5,87.7,95.3,10.0,-2.0,2008-09,0.0,0.0,31.0,31.0,2.0,17.16,1,50.0,50.0
177,EDM,26.0,26.0,10.0,5.0,0.0,11.0,273.0,292.0,51.7,9.6,201.0,211.0,51.2,10.1,22.0,15.0,4.0,0.0,3.0,0.0,5.0,hemskal01,11.1,93.8,104.0,8.0,7.0,2009-10,12.3,12.3,97.0,97.0,8.0,17.56,1,55.9,44.1
195,NYI,26.0,26.0,3.0,0.0,0.0,9.0,178.0,200.0,52.9,0.9,132.0,147.0,52.7,2.0,36.0,1.0,1.0,0.0,0.0,0.0,41.0,jackmti01,5.0,89.8,94.8,57.0,-3.0,2007-08,2.8,2.8,55.0,55.0,9.0,6.37,1,51.0,49.0
211,TOT,26.0,26.0,5.0,1.0,0.0,41.0,572.0,489.0,46.1,-2.1,420.0,378.0,47.4,-0.6,41.0,25.0,3.0,0.0,1.0,0.0,70.0,johnsaa01,7.7,91.0,98.7,35.0,-6.0,2009-10,11.1,11.1,85.0,85.0,16.0,15.39,1,55.6,44.4
224,CAR,26.0,26.0,21.0,14.0,0.0,24.0,1011.0,980.0,49.2,-0.4,779.0,712.0,47.8,-0.7,81.0,20.0,20.0,6.0,10.0,0.0,55.0,jokinju01,11.0,91.7,102.0,36.0,3.0,2009-10,18.8,18.8,285.0,285.0,40.0,16.49,1,52.6,47.4
240,TOT,26.0,26.0,6.0,0.0,0.0,59.0,588.0,602.0,50.6,-1.3,449.0,450.0,50.1,-0.8,44.0,16.0,1.0,1.0,0.0,0.0,88.0,jurcimi01,8.6,91.4,100.0,24.0,2.0,2009-10,2.0,2.0,103.0,103.0,6.0,17.4,1,47.8,52.2
256,BOS,26.0,26.0,18.0,3.0,0.0,27.0,784.0,668.0,46.0,-5.5,596.0,512.0,46.2,-4.9,68.0,13.0,15.0,3.0,6.0,0.0,100.0,kobasch01,10.5,92.8,103.0,56.0,5.0,2008-09,16.3,16.3,204.0,204.0,18.0,14.41,1,54.7,45.3
268,MIN,26.0,26.0,29.0,20.0,0.0,52.0,950.0,1072.0,53.0,5.8,724.0,805.0,52.6,5.4,80.0,60.0,13.0,2.0,8.0,1.0,50.0,koivumi01,9.4,91.0,100.0,50.0,-2.0,2009-10,8.9,8.9,413.0,413.0,55.0,20.45,1,49.3,50.7
280,MTL,26.0,26.0,12.0,0.0,1.0,227.0,1422.0,1177.0,45.3,-4.5,1007.0,835.0,45.3,-4.0,75.0,68.0,4.0,1.0,0.0,0.0,266.0,komismi01,9.9,92.8,102.0,101.0,9.0,2007-08,5.3,5.3,203.0,203.0,40.0,21.09,1,58.8,41.2
297,TOT,26.0,26.0,29.0,15.0,0.0,20.0,1084.0,1091.0,50.2,-0.6,835.0,814.0,49.4,-1.9,76.0,73.0,29.0,4.0,12.0,0.0,30.0,kovalil01,11.6,91.5,103.0,53.0,10.0,2009-10,14.1,14.1,534.0,534.0,34.0,22.02,1,49.4,50.6
309,TOT,26.0,26.0,2.0,0.0,0.0,72.0,747.0,655.0,46.7,-4.8,555.0,495.0,47.1,-4.7,50.0,30.0,1.0,0.0,0.0,0.0,33.0,krajilu01,5.6,91.5,97.1,35.0,-14.0,2009-10,2.4,2.4,77.0,77.0,9.0,17.14,1,53.5,46.5
319,WSH,26.0,26.0,24.0,9.0,1.0,39.0,1018.0,1063.0,51.1,-3.6,778.0,771.0,49.8,-3.5,78.0,38.0,12.0,4.0,12.0,1.0,92.0,laichbr01,10.8,92.2,103.0,34.0,16.0,2009-10,11.3,11.3,351.0,351.0,42.0,18.17,1,49.2,50.8
332,STL,26.0,26.0,16.0,0.0,2.0,52.0,1007.0,837.0,45.4,-8.9,786.0,635.0,44.7,-9.8,82.0,28.0,11.0,3.0,0.0,0.0,66.0,mccleja01,8.7,92.4,101.0,22.0,0.0,2009-10,10.1,10.1,180.0,180.0,39.0,16.44,1,60.7,39.3
356,MIN,26.0,26.0,0.0,1.0,0.0,0.0,17.0,14.0,45.2,-9.0,13.0,12.0,48.0,-0.6,4.0,1.0,0.0,0.0,0.0,0.0,4.0,mojzito01,0.0,90.9,90.9,2.0,-1.0,2008-09,0.0,0.0,5.0,5.0,2.0,7.15,1,37.5,62.5
364,WSH,26.0,26.0,10.0,0.0,0.0,98.0,917.0,1116.0,54.9,-1.5,679.0,819.0,54.7,-1.9,72.0,32.0,3.0,1.0,0.0,0.0,111.0,morrish01,8.0,91.0,99.0,77.0,4.0,2008-09,6.0,6.0,115.0,115.0,20.0,17.59,1,46.7,53.3
368,CGY,26.0,26.0,7.0,0.0,0.0,18.0,283.0,373.0,56.9,0.9,223.0,279.0,55.6,1.6,41.0,11.0,4.0,0.0,0.0,0.0,42.0,mossda01,7.2,89.2,96.4,10.0,-4.0,2007-08,6.7,6.7,108.0,108.0,9.0,12.24,1,43.7,56.3
376,CBJ,26.0,26.0,4.0,0.0,0.0,16.0,293.0,294.0,50.1,-1.8,219.0,236.0,51.9,-0.4,39.0,2.0,6.0,0.0,0.0,0.0,47.0,murraan01,10.1,89.9,100.0,12.0,0.0,2007-08,13.3,13.3,69.0,69.0,8.0,11.42,1,62.0,38.0
388,PHX,26.0,26.0,0.0,0.0,0.0,12.0,80.0,61.0,43.3,-7.5,50.0,41.0,45.1,-9.0,10.0,0.0,0.0,0.0,0.0,0.0,13.0,murraga01,0.0,93.3,93.3,12.0,-2.0,2008-09,0.0,0.0,14.0,14.0,0.0,9.2,1,60.7,39.3
397,NJD,26.0,26.0,14.0,6.0,0.0,79.0,842.0,1012.0,54.6,2.3,665.0,779.0,53.9,2.2,75.0,38.0,4.0,0.0,2.0,0.0,71.0,oduyajo01,10.1,94.5,104.0,46.0,27.0,2007-08,9.5,9.5,163.0,163.0,16.0,19.02,1,46.1,53.9
415,TOT,26.0,26.0,1.0,0.0,0.0,10.0,151.0,179.0,54.2,10.6,116.0,137.0,54.2,11.4,21.0,7.0,1.0,0.0,0.0,0.0,7.0,paetsna01,3.9,90.5,94.4,12.0,-3.0,2009-10,5.9,5.9,33.0,33.0,0.0,10.25,1,38.1,61.9
419,NYR,26.0,26.0,3.0,2.0,0.0,4.0,215.0,245.0,53.3,3.3,164.0,172.0,51.2,1.3,22.0,9.0,2.0,0.0,1.0,0.0,15.0,parenpi01,9.1,88.5,97.6,4.0,-2.0,2009-10,7.9,7.9,58.0,58.0,9.0,13.42,1,42.9,57.1
433,PHX,26.0,26.0,0.0,0.0,0.0,0.0,12.0,14.0,53.8,-1.3,11.0,12.0,52.2,-2.5,2.0,0.0,1.0,0.0,0.0,0.0,1.0,perrajo01,10.0,77.8,87.8,0.0,-1.0,2009-10,14.3,14.3,7.0,7.0,0.0,9.55,1,14.3,85.7
436,TBL,26.0,26.0,3.0,0.0,0.0,14.0,142.0,164.0,53.6,7.2,113.0,118.0,51.1,5.9,11.0,8.0,0.0,0.0,0.0,0.0,30.0,petiori01,9.0,96.3,105.0,21.0,5.0,2008-09,0.0,0.0,26.0,26.0,2.0,20.37,1,47.9,52.1
